Player Name,Club Name,Total,Short,Medium,Long,,Expected,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast
Ian Maatsen,Dortmund,nl NED,DF,21,21.0,19864,1445,5785,667,716,93.2,452,23,6,117,129,65.9,Matches
Salih Özcan,Dortmund,tr TUR,MF,25,19.9,14047,1026,3025,448,489,91.6,353,10,1,70,81,60.5,Matches
Karim Adeyemi,Dortmund,de GER,FW,21,19.0,5038,499,1220,228,276,82.6,92,18,4,38,35,54.3,Matches
Marius Wolf,Dortmund,de GER,"DF,FW",28,17.5,12783,1004,4703,347,408,85.0,335,20,7,69,127,47.2,Matches
Ramy Bensebaini,Dortmund,dz ALG,DF,28,17.3,14196,1077,4718,438,487,89.9,359,12,2,89,105,54.3,Matches
Jadon Sancho,Dortmund,eng ENG,FW,23,16.7,8635,785,2503,399,463,86.2,173,40,6,93,41,63.4,Matches
Jamie Gittens,Dortmund,eng ENG,FW,18,15.5,4157,419,849,221,263,84.0,78,16,2,31,25,44.0,Matches
Felix Nmecha,Dortmund,de GER,MF,22,15.5,7302,577,1846,249,290,85.9,166,8,0,57,46,71.7,Matches
Alexander Meyer,Dortmund,de GER,GK,32,8.7,8597,416,5325,69,70,98.6,188,1,0,1,154,57.1,Matches
Youssoufa Moukoko,Dortmund,de GER,FW,18,8.6,1428,139,362,75,85,88.2,23,6,0,17,7,71.4,Matches
Thomas Meunier,Dortmund,be BEL,DF,31,6.5,6833,495,2757,187,211,88.6,176,2,0,33,52,59.6,Matches
Sébastien Haller,Dortmund,ci CIV,"FW,MF",29,5.9,1158,132,266,57,78,73.1,21,1,0,11,3,100.0,Matches
Gio Reyna,Dortmund,us USA,"FW,MF",20,4.1,2489,203,628,110,117,94.0,53,8,2,22,8,75.0,Matches
Antonios Papadopoulos,Dortmund,de GER,DF,23,1.3,1170,74,316,11,14,78.6,41,0,0,1,12,50.0,Matches
Mateu Morey,Dortmund,es ESP,DF,23,1.2,1052,87,352,42,47,89.4,27,0,0,6,5,60.0,Matches
Kjell-Arik Wätjen,Dortmund,de GER,MF,17,1.2,771,53,285,23,25,92.0,19,1,0,8,4,100.0,Matches
Ole Pohlmann,Dortmund,de GER,MF,22,0.6,164,20,2,9,9,100.0,3,0,0,0,4,0.0,Matches
Samuel Bamba,Dortmund,de GER,FW,19,0.5,207,20,42,11,12,91.7,1,1,0,2,4,50.0,Matches
Hendry Blank,Dortmund,de GER,DF,18,0.5,1016,59,285,26,26,100.0,27,0,0,1,6,83.3,Matches
Julien Duranville,Dortmund,be BEL,FW,17,0.1,0,4,0,0,0,,0,0,0,0,0,,Matches
Thorgan Hazard,Dortmund,be BEL,DF,30,0.1,113,9,45,4,6,66.7,2,0,0,2,1,100.0,Matches
Berat Djimsiti,Atalanta,al ALB,DF,30,48.1,37092,2219,11951,646,738,87.5,1046,5,1,115,279,74.6,Matches
Éderson,Atalanta,br BRA,MF,24,46.3,32414,2127,11271,687,800,85.9,851,49,8,276,275,68.0,Matches
Marten de Roon,Atalanta,nl NED,"MF,DF",32,43.7,35354,2263,10895,710,802,88.5,915,23,3,222,329,66.3,Matches
Teun Koopmeiners,Atalanta,nl NED,MF,25,43.5,25413,1923,8649,651,769,84.7,597,62,20,230,285,51.9,Matches
Matteo Ruggeri,Atalanta,it ITA,DF,21,40.4,26037,2116,9554,922,1046,88.1,636,41,31,204,195,45.6,Matches
Giorgio Scalvini,Atalanta,it ITA,DF,19,35.7,24502,1845,9258,732,821,89.2,647,15,2,139,188,46.3,Matches
Sead Kolašinac,Atalanta,ba BIH,DF,30,35.5,22375,1666,8146,711,787,90.3,601,10,3,145,118,52.5,Matches
Charles De Ketelaere,Atalanta,be BEL,"FW,MF",22,32.4,11272,1002,3231,389,494,78.7,273,62,12,168,72,56.9,Matches
Marco Carnesecchi,Atalanta,it ITA,GK,23,31.9,18990,921,13405,74,76,97.4,339,0,0,0,489,46.8,Matches
Davide Zappacosta,Atalanta,it ITA,DF,31,31.4,17966,1418,5946,686,753,91.1,403,36,18,108,111,60.4,Matches
Ademola Lookman,Atalanta,ng NGA,"FW,MF",25,31.1,12617,1166,3300,505,602,83.9,291,42,2,131,98,38.8,Matches
Mario Pašalić,Atalanta,hr CRO,MF,28,30.5,20363,1340,6006,484,548,88.3,533,28,0,151,139,74.8,Matches
Gianluca Scamacca,Atalanta,it ITA,FW,24,25.7,7269,616,1410,201,290,69.3,133,20,1,54,73,75.3,Matches
Juan Musso,Atalanta,ar ARG,GK,29,24.0,15730,771,11432,89,89,100.0,281,0,0,0,388,46.4,Matches
Aleksei Miranchuk,Atalanta,ru RUS,"MF,FW",27,20.6,10327,804,3040,271,318,85.2,235,37,13,95,134,48.5,Matches
Isak Hien,Atalanta,se SWE,DF,24,18.6,11421,638,3484,130,161,80.7,358,0,0,38,74,74.3,Matches
Emil Holm,Atalanta,se SWE,DF,23,16.9,6496,620,2202,232,286,81.1,152,11,7,35,72,40.3,Matches
Hans Hateboer,Atalanta,nl NED,DF,29,15.9,9843,781,3131,381,412,92.5,219,19,13,51,57,57.9,Matches
Rafael Tolói,Atalanta,it ITA,DF,32,14.3,11002,739,4006,259,280,92.5,295,5,1,70,102,46.1,Matches
Luis Muriel,Atalanta,co COL,"FW,MF",32,7.8,4279,374,1310,137,176,77.8,94,17,7,39,49,46.9,Matches
Mitchel Bakker,Atalanta,nl NED,DF,23,6.3,3621,326,921,148,169,87.6,83,2,0,17,30,30.0,Matches
El Bilal Touré,Atalanta,ml MLI,FW,21,5.4,1365,141,219,63,82,76.8,29,6,0,13,5,40.0,Matches
Nadir Zortea,Atalanta,it ITA,DF,24,2.7,1716,142,654,52,60,86.7,40,2,2,14,19,52.6,Matches
Michel Ndary Adopo,Atalanta,fr FRA,MF,23,2.2,1743,132,495,50,58,86.2,50,0,0,12,8,62.5,Matches
Giovanni Bonfanti,Atalanta,it ITA,DF,20,2.0,1506,96,366,26,29,89.7,46,1,1,1,10,70.0,Matches
Duván Zapata,Atalanta,co COL,FW,32,1.2,393,50,32,26,29,89.7,7,1,0,3,1,0.0,Matches
Tommaso Del Lungo,Atalanta,it ITA,DF,19,1.0,820,56,322,25,27,92.6,17,1,0,5,8,50.0,Matches
José Luis Palomino,Atalanta,ar ARG,DF,33,0.5,625,38,225,9,11,81.8,17,0,0,2,7,57.1,Matches
Francesco Rossi,Atalanta,it ITA,GK,32,0.1,145,7,115,1,1,100.0,1,0,0,0,5,40.0,Matches
Marco Palestra,Atalanta,it ITA,DF,18,0.1,29,2,25,1,1,100.0,1,0,0,1,0,,Matches
Leonardo Mendicino,Atalanta,it ITA,MF,17,0.0,23,1,23,0,0,,1,0,0,0,0,,Matches
Tommaso De Nipoti,Atalanta,it ITA,FW,20,0.0,0,2,0,0,0,,0,0,0,0,0,,Matches
Moustapha Cissé,Atalanta,gn GUI,FW,19,0.0,13,2,3,1,1,100.0,0,1,0,1,0,,Matches
Daniel Vivian,Athletic Club,es ESP,DF,24,38.8,28805,1719,10952,459,510,90.0,808,5,1,123,276,60.5,Matches
Aitor Paredes,Athletic Club,es ESP,DF,23,36.7,26700,1556,10013,385,432,89.1,785,6,0,107,247,59.1,Matches
Unai Simón,Athletic Club,es ESP,GK,26,35.4,23132,1227,18785,109,111,98.2,338,0,0,0,765,36.7,Matches
Iñaki Williams,Athletic Club,gh GHA,FW,29,35.3,8942,995,2406,444,557,79.7,191,53,17,78,55,32.7,Matches
Nico Williams,Athletic Club,es ESP,FW,21,30.1,9035,828,2545,321,374,85.8,196,48,22,66,101,42.6,Matches
Óscar de Marcos,Athletic Club,es ESP,DF,34,29.7,20379,1566,7935,634,708,89.5,477,37,26,143,183,56.3,Matches
Gorka Guruzeta,Athletic Club,es ESP,FW,26,28.0,5920,618,1140,247,324,76.2,129,14,3,55,38,55.3,Matches
Oihan Sancet,Athletic Club,es ESP,MF,23,27.5,9165,802,2212,370,432,85.6,219,34,4,121,37,70.3,Matches
Iñigo Lekue,Athletic Club,es ESP,DF,30,27.2,17290,1273,6247,440,499,88.2,489,16,7,119,143,48.3,Matches
Yuri Berchiche,Athletic Club,es ESP,DF,33,27.2,17241,1304,6651,559,622,89.9,438,16,9,132,111,51.4,Matches
Iñigo Ruiz de Galarreta,Athletic Club,es ESP,MF,29,26.7,17537,1232,5134,460,527,87.3,410,23,4,147,171,60.2,Matches
Beñat Prados,Athletic Club,es ESP,"MF,DF",22,22.2,10307,811,2698,351,394,89.1,273,10,2,87,46,56.5,Matches
Álex Berenguer,Athletic Club,es ESP,FW,28,21.7,5881,596,1712,210,258,81.4,99,17,10,30,124,34.7,Matches
Mikel Vesga,Athletic Club,es ESP,MF,30,20.2,10890,829,3554,321,377,85.1,245,13,2,88,108,59.3,Matches
Ander Herrera,Athletic Club,es ESP,MF,33,13.8,10056,756,2855,337,369,91.3,234,17,3,94,71,62.0,Matches
Unai Gómez,Athletic Club,es ESP,MF,20,13.3,3259,260,762,100,122,82.0,70,3,0,28,34,61.8,Matches
Yeray Álvarez,Athletic Club,es ESP,DF,28,12.9,11772,710,4181,157,181,86.7,346,3,0,55,128,49.2,Matches
Julen Agirrezabala,Athletic Club,es ESP,GK,22,11.3,1906,100,1648,19,19,100.0,27,0,0,0,53,39.6,Matches
Iker Muniain,Athletic Club,es ESP,"MF,FW",30,10.7,5158,410,1364,196,216,90.7,113,10,0,43,42,52.4,Matches
Asier Villalibre,Athletic Club,es ESP,FW,25,9.7,1078,124,184,61,79,77.2,17,5,0,10,4,75.0,Matches
Dani García,Athletic Club,es ESP,MF,33,8.8,4585,331,1255,136,152,89.5,110,3,0,36,34,64.7,Matches
Raúl García,Athletic Club,es ESP,"FW,MF",37,6.8,1102,138,313,45,66,68.2,19,3,0,19,11,54.5,Matches
Imanol,Athletic Club,es ESP,DF,23,6.8,4413,343,1312,160,178,89.9,99,6,3,21,30,53.3,Matches
Adu Ares,Athletic Club,es ESP,FW,21,5.4,1252,104,82,45,53,84.9,27,0,0,3,9,55.6,Matches
Mikel Jauregizar,Athletic Club,es ESP,MF,19,2.2,841,79,232,29,37,78.4,23,1,0,5,10,30.0,Matches
Peru Nolaskoain,Athletic Club,es ESP,"DF,MF",24,2.2,103,8,31,1,1,100.0,4,0,0,0,1,0.0,Matches
Unai Eguíluz,Athletic Club,es ESP,DF,21,0.8,,,,,,,,,,,,,Matches
Aingeru Olabarrieta,Athletic Club,es ESP,FW,17,0.1,23,5,6,2,2,100.0,0,0,0,0,0,,Matches
Łukasz Skorupski,Bologna,pl POL,GK,32,34.3,19534,1018,13495,202,204,99.0,386,0,0,1,419,48.9,Matches
Joshua Zirkzee,Bologna,nl NED,FW,22,32.5,9106,917,1752,446,539,82.7,166,28,0,86,46,69.6,Matches
Lewis Ferguson,Bologna,sct SCO,MF,23,32.5,22609,1778,4517,931,1007,92.5,518,25,3,142,85,71.8,Matches
Sam Beukema,Bologna,nl NED,DF,24,32.0,34323,2055,11648,683,727,93.9,975,5,0,76,238,66.0,Matches
Remo Freuler,Bologna,ch SUI,MF,31,30.8,25295,1890,6603,949,1009,94.1,653,15,0,165,86,58.1,Matches
Stefan Posch,Bologna,at AUT,DF,26,29.9,28051,2082,10439,845,909,93.0,725,21,7,123,261,42.1,Matches
Michel Aebischer,Bologna,ch SUI,MF,26,28.8,21535,1503,5798,729,773,94.3,525,9,1,125,103,76.7,Matches
Victor Bernth Kristiansen,Bologna,dk DEN,DF,20,28.0,21913,1688,8191,776,838,92.6,548,22,7,123,130,46.2,Matches
Riccardo Calafiori,Bologna,it ITA,DF,21,27.6,28565,1810,8660,684,737,92.8,792,10,3,96,172,71.5,Matches
Jhon Lucumí,Bologna,co COL,DF,25,26.7,31124,1857,9471,711,748,95.1,845,5,0,93,196,77.6,Matches
Alexis Saelemaekers,Bologna,be BEL,"FW,MF",24,23.2,12039,1008,3234,431,487,88.5,233,35,5,77,133,57.9,Matches
Riccardo Orsolini,Bologna,it ITA,"FW,MF",26,21.2,8021,731,2233,269,312,86.2,142,22,4,71,121,48.8,Matches
Dan Ndoye,Bologna,ch SUI,"FW,MF",22,21.1,6997,602,1298,268,307,87.3,138,13,5,36,57,59.6,Matches
Giovanni Fabbian,Bologna,it ITA,"MF,FW",20,14.1,2793,287,580,149,174,85.6,55,3,1,17,11,45.5,Matches
Nikola Moro,Bologna,hr CRO,MF,25,12.3,8059,572,1920,227,258,88.0,182,10,3,58,66,71.2,Matches
Kacper Urbanski,Bologna,pl POL,"MF,FW",18,12.1,4813,387,1017,171,193,88.6,103,8,2,31,33,66.7,Matches
Charalambos Lykogiannis,Bologna,gr GRE,DF,29,11.7,7235,594,2374,240,272,88.2,182,10,9,35,71,35.2,Matches
Federico Ravaglia,Bologna,it ITA,GK,23,8.3,3557,206,2149,58,58,100.0,82,0,0,0,64,39.1,Matches
Lorenzo De Silvestri,Bologna,it ITA,DF,35,8.0,5791,432,1916,181,195,92.8,168,1,1,27,29,48.3,Matches
Oussama El Azzouzi,Bologna,ma MAR,MF,22,7.0,6100,390,1161,159,174,91.4,138,0,0,19,50,84.0,Matches
Jens Odgaard,Bologna,dk DEN,"FW,MF",24,4.8,1306,135,181,54,63,85.7,34,2,0,9,7,28.6,Matches
Jesper Karlsson,Bologna,se SWE,FW,25,4.5,1738,152,429,49,61,80.3,38,7,1,16,25,44.0,Matches
Sydney van Hooijdonk,Bologna,nl NED,FW,23,4.3,299,36,73,16,19,84.2,7,0,0,2,0,,Matches
Tommaso Corazza,Bologna,it ITA,DF,19,4.0,1781,145,648,68,74,91.9,38,4,3,14,17,47.1,Matches
Kevin Bonifazi,Bologna,it ITA,DF,27,3.0,1259,82,518,36,37,97.3,28,0,0,1,11,63.6,Matches
Santiago Castro,Bologna,ar ARG,FW,18,2.7,675,52,64,30,35,85.7,7,0,0,1,6,83.3,Matches
Nicolás Domínguez,Bologna,ar ARG,MF,25,2.1,1276,92,370,45,49,91.8,36,1,0,9,2,100.0,Matches
Marko Arnautović,Bologna,at AUT,FW,34,0.8,,,,,,,,,,,,,Matches
Niklas Pyyhtiä,Bologna,fi FIN,FW,19,0.7,,,,,,,,,,,,,Matches
Nicola Bagnolini,Bologna,it ITA,GK,19,0.1,106,3,82,1,1,100.0,0,0,0,0,2,50.0,Matches
Kenny Lala,Brest,mg MAD,DF,31,36.0,35548,2195,12428,600,693,86.6,773,45,19,200,488,65.8,Matches
Bradley Locko,Brest,fr FRA,DF,21,34.9,25861,1852,8098,760,863,88.1,607,37,26,129,205,62.0,Matches
Brendan Chardonnet,Brest,fr FRA,DF,28,34.7,32477,1824,10685,401,441,90.9,849,8,2,115,421,56.5,Matches
Marco Bizot,Brest,nl NED,GK,32,32.0,25531,1100,18973,95,95,100.0,404,0,0,1,595,54.6,Matches
Lilian Brassier,Brest,fr FRA,DF,23,31.5,33730,1810,12106,362,400,90.5,835,8,3,121,464,62.3,Matches
Romain Del Castillo,Brest,fr FRA,FW,27,29.2,16904,1469,6014,486,603,80.6,327,72,21,155,258,48.8,Matches
Pierre Lees-Melou,Brest,fr FRA,MF,30,29.2,28610,1673,9103,519,584,88.9,619,22,3,193,327,75.2,Matches
Hugo Magnetti,Brest,fr FRA,MF,25,27.8,16762,1143,3382,435,491,88.6,464,13,7,101,87,73.6,Matches
Mahdi Camara,Brest,fr FRA,MF,25,24.1,10625,852,2324,346,414,83.6,270,18,10,81,59,64.4,Matches
Martin Satriano,Brest,uy URU,FW,22,23.3,5299,456,1060,172,233,73.8,105,9,1,37,45,73.3,Matches
Steve Mounié,Brest,bj BEN,FW,28,20.8,3928,454,730,155,236,65.7,94,9,3,25,19,68.4,Matches
Jérémy Le Douaron,Brest,fr FRA,FW,25,19.7,3702,387,739,145,196,74.0,73,8,5,21,37,48.6,Matches
Jonas Martin,Brest,fr FRA,MF,33,15.9,14484,962,3556,361,416,86.8,365,4,0,105,97,79.4,Matches
Mathias Pereira Lage,Brest,pt POR,"FW,MF",26,14.6,3999,395,1074,136,174,78.2,78,5,2,23,67,38.8,Matches
Kamory Doumbia,Brest,ml MLI,MF,20,10.6,6341,487,1497,213,234,91.0,161,6,0,48,34,67.6,Matches
Julien Le Cardinal,Brest,fr FRA,DF,25,7.8,4339,258,1880,68,80,85.0,92,0,0,24,58,75.9,Matches
Grégoire Coudert,Brest,fr FRA,GK,24,5.0,1658,80,1275,7,7,100.0,28,0,0,0,45,44.4,Matches
Bilal Brahimi,Brest,dz ALG,"FW,MF",23,3.4,1213,122,394,39,55,70.9,23,4,3,9,16,43.8,Matches
Achraf Dari,Brest,ma MAR,"DF,FW",24,1.3,1773,85,564,11,14,78.6,45,0,0,8,23,73.9,Matches
Luc Zogbé,Brest,ci CIV,DF,18,1.1,57,7,12,4,4,100.0,1,0,0,0,2,0.0,Matches
Axel Camblan,Brest,fr FRA,FW,19,1.1,294,22,39,4,4,100.0,10,0,0,1,1,100.0,Matches
Jordan Amavi,Brest,fr FRA,DF,29,1.0,858,54,247,18,20,90.0,25,0,0,2,4,100.0,Matches
Adrien Lebeau,Brest,fr FRA,"MF,FW",24,0.9,284,29,93,10,13,76.9,7,0,0,0,4,25.0,Matches
Karamoko Dembélé,Brest,eng ENG,"MF,FW",20,0.2,171,10,24,3,3,100.0,4,0,0,1,3,33.3,Matches
Hianga Mananga Mbock,Brest,fr FRA,"MF,FW",23,0.1,108,7,29,2,2,100.0,4,1,0,2,0,,Matches
Ezri Konsa,Aston Villa,eng ENG,DF,25,47.2,43429,2801,14249,1100,1163,94.6,1321,17,2,174,168,72.6,Matches
Ollie Watkins,Aston Villa,eng ENG,FW,27,46.8,6942,723,1126,340,421,80.8,149,25,0,66,23,56.5,Matches
Douglas Luiz,Aston Villa,br BRA,MF,25,46.5,41680,2743,10193,1041,1109,93.9,1019,47,9,228,387,62.0,Matches
John McGinn,Aston Villa,sct SCO,"MF,FW",28,46.3,23099,1567,7310,564,635,88.8,509,61,15,241,267,62.2,Matches
Emiliano Martínez,Aston Villa,ar ARG,GK,30,45.8,36610,1845,21054,311,313,99.4,935,0,0,3,576,50.9,Matches
Matty Cash,Aston Villa,pl POL,DF,25,36.2,22861,1710,6700,696,770,90.4,585,27,9,134,184,50.0,Matches
Lucas Digne,Aston Villa,fr FRA,DF,30,36.2,21407,1778,7363,696,784,88.8,526,46,19,104,202,43.6,Matches
Pau Torres,Aston Villa,es ESP,DF,26,34.0,35377,2165,11587,639,690,92.6,1069,12,1,158,277,55.6,Matches
Moussa Diaby,Aston Villa,fr FRA,"FW,MF",24,33.8,9481,827,1823,386,444,86.9,225,53,11,102,43,58.1,Matches
Leon Bailey,Aston Villa,jm JAM,"MF,FW",25,33.6,12294,1084,3487,446,534,83.5,244,64,10,102,128,53.1,Matches
Youri Tielemans,Aston Villa,be BEL,"MF,FW",26,28.9,18712,1362,5712,544,604,90.1,469,30,1,176,134,62.7,Matches
Diego Carlos,Aston Villa,br BRA,DF,30,26.9,31200,1770,12357,467,493,94.7,967,6,1,77,242,56.2,Matches
Boubacar Kamara,Aston Villa,fr FRA,MF,23,25.4,17461,1288,4852,649,695,93.4,404,13,0,101,99,64.6,Matches
Clément Lenglet,Aston Villa,fr FRA,DF,28,23.0,25246,1479,8093,498,523,95.2,698,6,1,80,195,67.7,Matches
Álex Moreno,Aston Villa,es ESP,DF,30,17.3,8062,666,2048,279,315,88.6,221,17,2,31,38,52.6,Matches
Nicolò Zaniolo,Aston Villa,it ITA,"FW,MF",24,14.5,3248,334,724,137,172,79.7,74,9,0,40,23,34.8,Matches
Jacob Ramsey,Aston Villa,eng ENG,"FW,MF",22,11.8,4436,377,988,173,204,84.8,110,7,0,34,16,75.0,Matches
Jhon Durán,Aston Villa,co COL,"FW,MF",19,11.5,1945,199,362,91,116,78.4,40,3,0,19,8,75.0,Matches
Morgan Rogers,Aston Villa,eng ENG,"MF,FW",21,10.8,3194,274,1157,108,135,80.0,71,18,1,42,19,89.5,Matches
Robin Olsen,Aston Villa,se SWE,GK,33,7.5,5589,300,3381,69,69,100.0,138,0,0,0,91,49.5,Matches
Leander Dendoncker,Aston Villa,be BEL,MF,28,4.2,2479,172,525,78,83,94.0,71,1,0,12,9,55.6,Matches
Tim Iroegbunam,Aston Villa,eng ENG,MF,20,3.3,1458,114,440,58,61,95.1,37,0,0,4,3,66.7,Matches
Calum Chambers,Aston Villa,eng ENG,"MF,DF",28,2.7,2363,157,678,61,65,93.8,60,1,0,8,19,63.2,Matches
Filip Marshall,Aston Villa,eng ENG,GK,20,1.0,565,32,359,6,6,100.0,18,0,0,0,6,50.0,Matches
Omari Kellyman,Aston Villa,eng ENG,FW,17,0.7,151,15,12,7,9,77.8,4,0,0,0,1,0.0,Matches
Tyrone Mings,Aston Villa,eng ENG,DF,30,0.3,119,5,86,0,0,,2,0,0,0,2,100.0,Matches
Bertrand Traoré,Aston Villa,bf BFA,"DF,FW",27,0.3,149,20,16,11,12,91.7,2,0,0,1,2,0.0,Matches
Philippe Coutinho,Aston Villa,br BRA,"MF,FW",31,0.3,265,24,63,11,14,78.6,8,0,0,5,0,,Matches
Tommi O'Reilly,Aston Villa,eng ENG,MF,19,0.1,32,4,9,3,4,75.0,0,0,0,1,0,,Matches
Kaine Kesler-Hayden,Aston Villa,eng ENG,"MF,DF",20,0.1,117,9,63,4,4,100.0,4,0,0,2,0,,Matches
Finley Munroe,Aston Villa,eng ENG,MF,18,0.1,80,6,14,4,4,100.0,2,0,0,0,0,,Matches
Cameron Archer,Aston Villa,eng ENG,MF,22,0.1,42,6,0,5,6,83.3,0,0,0,0,0,,Matches
Jaden Philogene Bidace,Aston Villa,eng ENG,FW,21,0.0,27,4,5,3,3,100.0,0,0,0,0,0,,Matches
Lucas Chevalier,Lille,fr FRA,GK,21,42.3,26078,1417,17418,300,302,99.3,520,2,0,2,573,46.1,Matches
Benjamin André,Lille,fr FRA,MF,32,40.1,36734,2620,9930,999,1151,86.8,890,15,3,264,285,65.6,Matches
Leny Yoro,Lille,fr FRA,DF,17,39.1,38659,2277,12094,738,774,95.3,1145,2,0,103,251,65.7,Matches
Jonathan David,Lille,ca CAN,FW,23,37.7,8776,769,1857,365,426,85.7,218,33,1,94,19,73.7,Matches
Tiago Santos,Lille,pt POR,DF,21,36.9,25125,1859,6408,681,778,87.5,631,34,13,137,241,51.9,Matches
Angel Gomes,Lille,eng ENG,MF,22,35.9,32416,2056,8139,847,912,92.9,745,52,2,245,250,76.0,Matches
Ismaily,Lille,br BRA,DF,33,34.3,21924,1737,7406,812,921,88.2,556,26,9,137,98,56.1,Matches
Edon Zhegrova,Lille,xk KVX,FW,24,33.0,14249,1219,3980,491,563,87.2,343,63,16,108,133,36.8,Matches
Alexsandro Ribeiro,Lille,br BRA,DF,23,31.9,37487,2244,13398,698,739,94.5,1096,8,0,120,261,64.8,Matches
Nabil Bentaleb,Lille,dz ALG,MF,28,28.2,28509,1799,8610,624,701,89.0,685,11,0,172,264,73.1,Matches
Gabriel Gudmundsson,Lille,se SWE,"DF,FW",24,23.6,12251,981,3050,391,452,86.5,325,16,8,65,77,53.2,Matches
Bafodé Diakité,Lille,fr FRA,DF,22,23.5,26831,1672,9065,636,685,92.8,750,1,0,108,141,80.9,Matches
Yusuf Yazıcı,Lille,tr TUR,"MF,FW",26,23.2,7867,722,1902,315,383,82.2,160,24,1,73,62,53.2,Matches
Rémy Cabella,Lille,fr FRA,"FW,MF",33,22.4,14357,1236,4282,535,613,87.3,332,36,0,149,109,47.7,Matches
Hákon Arnar Haraldsson,Lille,is ISL,"FW,MF",20,21.9,9604,767,2250,311,376,82.7,230,22,1,83,55,78.2,Matches
Ivan Cavaleiro,Lille,pt POR,FW,29,9.8,3479,327,921,149,173,86.1,68,13,2,26,32,40.6,Matches
Samuel Umtiti,Lille,fr FRA,DF,29,7.8,8553,476,2624,145,157,92.4,233,1,0,32,65,83.1,Matches
Ayyoub Bouaddi,Lille,fr FRA,MF,15,7.8,7147,435,1624,150,166,90.4,186,1,1,37,49,87.8,Matches
Adam Ounas,Lille,dz ALG,FW,26,7.3,3789,300,1187,93,114,81.6,79,19,7,33,55,52.7,Matches
Vito Mannone,Lille,it ITA,GK,35,5.0,2502,127,1668,23,23,100.0,50,0,0,0,54,50.0,Matches
Akim Zedadka,Lille,dz ALG,DF,28,2.0,887,70,172,36,39,92.3,22,2,1,5,2,50.0,Matches
Alan Virginius,Lille,fr FRA,FW,20,1.7,381,39,86,14,20,70.0,11,2,0,5,0,,Matches
Ignacio Miramon,Lille,ar ARG,MF,20,1.0,909,59,239,22,23,95.7,23,0,0,7,7,71.4,Matches
Amine Messoussa,Lille,fr FRA,FW,18,0.8,32,6,0,3,5,60.0,0,0,0,0,0,,Matches
Tiago Fonseca Morais,Lille,pt POR,FW,19,0.7,162,15,62,8,10,80.0,2,1,0,3,2,50.0,Matches
Carlos Baleba,Lille,cm CMR,MF,19,0.7,627,45,100,20,22,90.9,12,0,0,3,6,66.7,Matches
Aaron Malouda,Lille,fr FRA,FW,17,0.4,229,13,57,6,7,85.7,4,1,0,3,2,100.0,Matches
Trévis Dago,Lille,ci CIV,"FW,MF",18,0.3,31,4,19,1,3,33.3,1,1,1,0,0,,Matches
Andrej Ilic,Lille,rs SRB,FW,23,0.2,12,1,0,1,1,100.0,0,0,0,0,0,,Matches
Joffrey Bazié,Lille,bf BFA,FW,19,0.2,69,3,18,1,1,100.0,1,1,1,0,1,100.0,Matches
Ichem Ferrah,Lille,fr FRA,FW,17,0.1,64,7,29,4,5,80.0,1,0,0,0,0,,Matches
Adame Faiz,Lille,fr FRA,MF,18,0.1,42,4,19,3,3,100.0,1,0,0,0,0,,Matches
Guglielmo Vicario,Tottenham,it ITA,GK,26,40.0,25924,1569,15175,445,448,99.3,748,0,0,3,340,39.1,Matches
Pedro Porro,Tottenham,es ESP,DF,23,36.3,27440,2369,10519,1057,1171,90.3,579,48,10,194,297,40.7,Matches
Dejan Kulusevski,Tottenham,se SWE,"FW,MF",23,33.2,13509,1234,3584,610,700,87.1,279,73,19,144,72,54.2,Matches
Son Heung-min,Tottenham,kr KOR,FW,31,33.2,12123,1075,2822,531,609,87.2,297,65,2,139,38,60.5,Matches
Cristian Romero,Tottenham,ar ARG,DF,25,32.0,41458,2606,16198,966,1035,93.3,1279,14,0,179,158,70.3,Matches
Destiny Udogie,Tottenham,it ITA,DF,20,28.6,16731,1440,5145,775,844,91.8,400,13,0,155,33,57.6,Matches
Micky van de Ven,Tottenham,nl NED,DF,22,28.3,29840,1810,10172,674,698,96.6,894,3,0,108,124,79.8,Matches
Brennan Johnson,Tottenham,wls WAL,FW,22,24.9,7315,728,1778,333,405,82.2,158,39,10,72,45,33.3,Matches
James Maddison,Tottenham,eng ENG,MF,26,24.4,19513,1500,6251,631,684,92.3,457,59,3,224,180,52.2,Matches
Pape Matar Sarr,Tottenham,sn SEN,MF,20,23.5,17118,1349,4177,662,718,92.2,402,23,4,150,77,67.5,Matches
Yves Bissouma,Tottenham,ml MLI,MF,26,23.0,25078,1842,7214,948,1006,94.2,607,12,0,169,84,81.0,Matches
Richarlison,Tottenham,br BRA,FW,26,19.3,3761,392,956,153,193,79.3,85,13,1,38,15,66.7,Matches
Pierre Højbjerg,Tottenham,dk DEN,MF,27,17.0,20132,1415,7286,652,718,90.8,440,12,1,134,142,70.4,Matches
Emerson,Tottenham,br BRA,DF,24,15.2,13652,1038,3714,529,558,94.8,339,7,2,57,45,71.1,Matches
Ben Davies,Tottenham,wls WAL,DF,30,14.4,13839,850,5258,303,324,93.5,388,4,0,71,81,74.1,Matches
Rodrigo Bentancur,Tottenham,uy URU,MF,26,12.9,10011,800,2610,384,426,90.1,244,11,1,72,41,70.7,Matches
Timo Werner,Tottenham,de GER,FW,27,10.0,4049,366,863,163,189,86.2,108,20,5,41,12,50.0,Matches
