Player Name,Club Name,Total,Short,Medium,Long,,Expected,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast
Unai López,Rayo Vallecano,es ESP,MF,27,25.8,21271,1462,6407,547,585,93.5,473,26,7,116,254,52.4,Matches
Abdul Mumin,Rayo Vallecano,gh GHA,DF,25,21.2,12936,773,4915,179,203,88.2,355,4,0,38,163,46.6,Matches
Aridane Hernández,Rayo Vallecano,es ESP,DF,34,20.8,12932,788,4358,248,272,91.2,352,0,0,21,114,59.6,Matches
Jorge de Frutos,Rayo Vallecano,es ESP,"FW,MF",26,20.7,5142,483,1306,193,237,81.4,120,20,8,40,32,50.0,Matches
Sergio Camello,Rayo Vallecano,es ESP,FW,22,19.6,3658,380,839,163,207,78.7,75,12,0,41,24,54.2,Matches
Pathé Ciss,Rayo Vallecano,sn SEN,MF,29,18.8,13455,890,3975,315,362,87.0,339,6,1,84,101,68.3,Matches
Pep Chavarría,Rayo Vallecano,es ESP,"DF,MF",25,17.1,10023,812,3436,309,352,87.8,260,27,13,74,89,40.4,Matches
Raúl de Tomás,Rayo Vallecano,es ESP,FW,28,16.7,3281,272,443,110,132,83.3,61,3,0,23,29,72.4,Matches
Óscar Trejo,Rayo Vallecano,ar ARG,"FW,MF",35,15.6,8596,782,2457,409,455,89.9,170,25,0,124,56,53.6,Matches
Andrei Ratiu,Rayo Vallecano,ro ROU,"DF,MF",25,11.3,3843,313,1243,135,159,84.9,90,5,3,19,27,59.3,Matches
Kike Pérez,Rayo Vallecano,es ESP,"MF,FW",26,10.6,4750,368,1507,128,143,89.5,113,6,0,47,45,57.8,Matches
Randy Nteka,Rayo Vallecano,ao ANG,"FW,MF",25,9.3,1687,180,395,82,104,78.8,35,5,0,15,4,100.0,Matches
Radamel Falcao,Rayo Vallecano,co COL,"FW,DF",37,6.2,1099,110,186,65,74,87.8,18,2,0,7,4,75.0,Matches
Crespo,Rayo Vallecano,pt POR,MF,26,5.9,3360,273,1147,126,142,88.7,85,5,0,30,18,61.1,Matches
Cárdenas,Rayo Vallecano,es ESP,GK,26,5.3,566,40,402,7,7,100.0,16,0,0,0,17,17.6,Matches
Martín Pascual,Rayo Vallecano,es ESP,DF,23,4.2,,,,,,,,,,,,,Matches
Bebé,Rayo Vallecano,cv CPV,"MF,FW",33,4.1,1125,104,323,32,43,74.4,21,4,3,6,27,33.3,Matches
Diego Méndez,Rayo Vallecano,es ESP,MF,19,1.7,26,2,21,1,1,100.0,1,0,0,1,0,,Matches
José Pozo,Rayo Vallecano,es ESP,MF,27,1.5,142,11,15,7,7,100.0,4,0,0,1,0,,Matches
Salvi,Rayo Vallecano,es ESP,MF,32,0.3,139,12,17,4,4,100.0,4,0,0,0,2,50.0,Matches
Wladimiro Falcone,Lecce,it ITA,GK,28,39.0,19744,1145,14888,212,215,98.6,318,0,0,1,578,38.8,Matches
Federico Baschirotto,Lecce,it ITA,DF,26,38.1,30369,1808,9843,431,494,87.2,867,1,0,96,318,60.1,Matches
Marin Pongračić,Lecce,hr CRO,DF,25,37.3,34979,1872,12707,363,424,85.6,931,5,0,134,395,68.9,Matches
Ylber Ramadani,Lecce,al ALB,MF,27,35.0,18442,1250,5050,382,452,84.5,466,10,3,121,199,60.3,Matches
Valentin Gendrey,Lecce,fr FRA,DF,23,34.8,17674,1380,8250,512,593,86.3,425,18,7,116,192,43.2,Matches
Antonino Gallo,Lecce,it ITA,DF,23,28.8,18535,1408,7959,418,478,87.4,422,44,32,125,290,44.8,Matches
Nikola Krstović,Lecce,me MNE,FW,23,26.4,4950,526,1126,207,284,72.9,97,14,1,52,35,62.9,Matches
Pontus Almqvist,Lecce,se SWE,"FW,MF",24,24.6,4689,478,1071,224,282,79.4,85,12,4,32,20,85.0,Matches
Remi Oudin,Lecce,fr FRA,"MF,FW",26,20.9,11002,804,4033,174,223,78.0,189,13,6,79,261,47.5,Matches
Alexis Blin,Lecce,fr FRA,MF,26,18.4,11579,779,3436,290,319,90.9,304,7,2,60,84,70.2,Matches
Patrick Dorgu,Lecce,dk DEN,"DF,MF",18,18.2,9119,729,2695,305,338,90.2,215,13,7,49,77,51.9,Matches
Roberto Piccoli,Lecce,it ITA,FW,22,16.3,1864,246,373,92,142,64.8,36,2,0,19,10,50.0,Matches
Lameck Banda,Lecce,zm ZAM,FW,22,16.1,3877,342,745,137,160,85.6,88,17,9,22,41,36.6,Matches
Joan Gonzàlez,Lecce,es ESP,MF,21,15.3,5710,463,1665,174,211,82.5,132,5,2,49,50,60.0,Matches
Mohamed Kaba,Lecce,fr FRA,MF,21,15.3,5938,438,1877,158,190,83.2,159,8,2,60,37,64.9,Matches
Hamza Rafia,Lecce,tn TUN,MF,24,14.2,5633,504,1650,179,223,80.3,132,6,1,46,71,38.0,Matches
Gabriel Strefezza,Lecce,br BRA,FW,26,14.1,5197,412,1463,151,174,86.8,103,20,7,54,70,52.9,Matches
Nicola Sansone,Lecce,it ITA,"FW,MF",31,9.2,3177,277,948,115,129,89.1,62,10,2,36,40,45.0,Matches
Lorenzo Venuti,Lecce,it ITA,DF,28,5.0,3279,219,1045,72,78,92.3,77,2,2,16,43,55.8,Matches
Ahmed Touba,Lecce,dz ALG,DF,25,4.1,2095,137,472,38,42,90.5,64,0,0,2,14,78.6,Matches
Medon Berisha,Lecce,al ALB,"FW,MF",19,3.3,1578,98,419,34,36,94.4,36,2,0,7,14,71.4,Matches
Santiago Pierotti,Lecce,ar ARG,"MF,FW",22,2.2,687,67,142,29,39,74.4,12,2,0,5,5,60.0,Matches
Federico Brancolini,Lecce,it ITA,GK,22,1.0,,,,,,,,,,,,,Matches
Federico Di Francesco,Lecce,it ITA,"FW,MF",29,0.4,90,8,43,1,2,50.0,2,0,0,1,2,50.0,Matches
Jeppe Corfitzen,Lecce,dk DEN,FW,18,0.3,33,3,0,0,0,,2,0,0,0,0,,Matches
Rareș-Cătălin Burnete,Lecce,ro ROU,FW,19,0.2,8,1,0,1,1,100.0,0,0,0,0,0,,Matches
Marcin Listkowski,Lecce,pl POL,FW,25,0.1,36,3,4,1,1,100.0,1,0,0,1,0,,Matches
Walace,Udinese,br BRA,MF,28,37.0,21020,1437,7147,480,555,86.5,523,7,1,127,226,55.3,Matches
Nehuén Pérez,Udinese,ar ARG,DF,23,36.0,24513,1599,9872,481,540,89.1,617,8,3,119,303,51.2,Matches
Lorenzo Lucca,Udinese,it ITA,FW,22,30.0,3830,454,448,139,220,63.2,93,5,0,18,21,71.4,Matches
Lazar Samardzic,Udinese,rs SRB,MF,21,26.4,13441,987,4485,341,392,87.0,246,15,4,83,221,55.2,Matches
Hassane Kamara,Udinese,ci CIV,DF,29,25.7,9975,818,4049,293,337,86.9,239,25,17,81,114,45.6,Matches
Jaka Bijol,Udinese,si SVN,DF,24,24.2,13456,822,5996,198,231,85.7,342,2,0,42,176,56.3,Matches
Sandi Lovrić,Udinese,si SVN,MF,25,23.8,9199,718,2859,265,309,85.8,189,12,7,80,120,50.8,Matches
Thomas Kristensen,Udinese,dk DEN,DF,21,23.3,12745,863,5457,262,307,85.3,316,2,0,47,132,58.3,Matches
Maduka Okoye,Udinese,ng NGA,GK,23,22.3,9258,451,7764,68,68,100.0,90,0,0,0,285,40.7,Matches
João Ferreira,Udinese,pt POR,DF,22,21.8,12106,858,5431,282,325,86.8,263,11,6,61,158,55.7,Matches
Florian Thauvin,Udinese,fr FRA,FW,30,20.7,6704,548,2190,189,231,81.8,131,39,16,69,91,53.8,Matches
Roberto Pereyra,Udinese,ar ARG,"FW,MF",32,20.6,7424,598,2531,252,287,87.8,172,21,6,70,49,67.3,Matches
Martín Payero,Udinese,ar ARG,MF,24,20.0,6151,547,1792,228,267,85.4,144,6,3,71,53,49.1,Matches
Festy Ebosele,Udinese,ie IRL,DF,20,19.6,4631,419,1636,140,182,76.9,98,11,5,35,51,52.9,Matches
Marco Silvestri,Udinese,it ITA,GK,32,18.0,8621,451,6421,69,71,97.2,173,0,0,0,201,40.8,Matches
Jordan Zemura,Udinese,zw ZIM,DF,23,12.9,3499,346,1539,154,178,86.5,69,7,3,32,33,33.3,Matches
Kingsley Ehizibue,Udinese,nl NED,DF,28,10.6,2722,257,928,100,119,84.0,57,7,5,15,25,44.0,Matches
Christian Kabasele,Udinese,be BEL,DF,32,10.6,4608,314,1602,100,113,88.5,127,0,0,22,36,58.3,Matches
Isaac Success,Udinese,ng NGA,"FW,MF",27,9.8,1955,204,467,76,111,68.5,35,4,0,17,21,52.4,Matches
Lautaro Gianetti,Udinese,ar ARG,DF,29,7.0,5442,300,2072,73,80,91.3,151,0,0,4,48,75.0,Matches
Oier Zarraga,Udinese,es ESP,MF,24,6.8,1474,114,488,54,58,93.1,31,1,0,8,14,50.0,Matches
Brenner,Udinese,br BRA,"MF,FW",23,2.1,846,54,186,23,23,100.0,19,0,0,8,6,66.7,Matches
Keinan Davis,Udinese,eng ENG,"FW,MF",25,2.1,512,50,122,20,26,76.9,14,2,0,6,1,100.0,Matches
Axel Guessand,Udinese,fr FRA,DF,18,1.8,471,27,141,5,7,71.4,14,0,0,1,4,50.0,Matches
Beto,Udinese,gw GNB,FW,25,1.6,128,11,26,7,8,87.5,3,0,0,2,0,,Matches
Marley Aké,Udinese,fr FRA,FW,22,1.5,0,0,0,0,0,,0,0,0,0,0,,Matches
Adam Masina,Udinese,ma MAR,DF,29,1.4,345,30,153,12,15,80.0,8,0,0,1,4,50.0,Matches
Antonio Tikvić,Udinese,hr CRO,DF,19,1.3,0,0,0,0,0,,0,0,0,0,0,,Matches
Etienne Camara,Udinese,fr FRA,MF,20,1.0,,,,,,,,,,,,,Matches
Domingos Quina,Udinese,pt POR,MF,23,0.8,13,1,10,1,1,100.0,0,0,0,1,0,,Matches
Simone Pafundi,Udinese,it ITA,MF,17,0.7,67,6,18,1,1,100.0,3,1,0,1,1,0.0,Matches
David Pejičić,Udinese,si SVN,MF,16,0.4,,,,,,,,,,,,,Matches
Sekou Diawara,Udinese,be BEL,FW,19,0.4,,,,,,,,,,,,,Matches
Samuel John Nwachukwu,Udinese,ng NGA,DF,17,0.3,,,,,,,,,,,,,Matches
Vivaldo Semedo,Udinese,pt POR,FW,18,0.1,0,1,0,0,0,,0,0,0,0,0,,Matches
Enzo Ebosse,Udinese,cm CMR,DF,24,0.1,222,15,57,4,4,100.0,7,0,0,1,2,50.0,Matches
Pedro Chirivella,Nantes,es ESP,MF,26,30.3,25864,1743,7906,653,701,93.2,631,22,7,192,254,57.5,Matches
Alban Lafont,Nantes,fr FRA,GK,24,29.7,19485,1006,13677,143,144,99.3,359,0,0,3,493,43.4,Matches
Jean-Charles Castelletto,Nantes,cm CMR,DF,28,27.4,20580,1340,7724,429,470,91.3,590,10,3,100,161,57.8,Matches
Florent Mollet,Nantes,fr FRA,"MF,FW",31,24.9,12760,1063,3216,425,473,89.9,301,16,3,96,160,35.0,Matches
Eray Cömert,Nantes,ch SUI,DF,25,24.2,18882,1064,6076,298,320,93.1,506,4,2,57,178,66.3,Matches
Mostafa Mohamed,Nantes,eg EGY,FW,25,22.2,3584,369,698,126,174,72.4,79,10,3,25,33,51.5,Matches
Moussa Sissoko,Nantes,fr FRA,MF,33,22.1,8769,681,2582,258,312,82.7,233,9,3,74,49,67.3,Matches
Douglas,Nantes,br BRA,MF,26,21.7,15549,1040,4365,396,439,90.2,390,11,1,105,118,69.5,Matches
Moses Simon,Nantes,ng NGA,"FW,MF",28,19.9,5209,508,1351,164,212,77.4,114,21,14,36,56,44.6,Matches
Nicolas Pallois,Nantes,fr FRA,DF,35,18.7,12807,774,4616,174,206,84.5,346,5,3,55,164,57.3,Matches
Marcus Coco,Nantes,fr FRA,"DF,FW",27,18.3,7533,641,2758,224,265,84.5,199,18,8,55,86,31.4,Matches
Quentin Merlin,Nantes,fr FRA,DF,21,16.3,11723,841,4968,236,281,84.0,291,28,8,98,150,50.0,Matches
Jean-Kevin Duverne,Nantes,ht HAI,DF,26,15.5,10059,743,4272,273,302,90.4,263,8,3,64,94,50.0,Matches
Matthis Abline,Nantes,fr FRA,FW,20,12.8,2410,231,448,91,128,71.1,52,7,2,20,11,81.8,Matches
Nathan Zeze,Nantes,fr FRA,DF,18,12.4,7796,481,2854,133,152,87.5,234,1,0,30,65,53.8,Matches
Samuel Moutoussamy,Nantes,cd COD,MF,26,12.3,6505,498,1983,219,245,89.4,158,5,0,59,36,61.1,Matches
Tino Kadewere,Nantes,zw ZIM,"FW,MF",27,10.2,2092,213,639,83,102,81.4,54,9,1,26,15,33.3,Matches
Nicolas Cozza,Nantes,fr FRA,DF,24,9.9,4703,366,1884,127,152,83.6,109,5,1,20,52,51.9,Matches
Kelvin Amian,Nantes,fr FRA,DF,25,8.9,4336,350,1782,142,159,89.3,100,4,2,28,45,48.9,Matches
Abdoul Kader Bamba,Nantes,fr FRA,"FW,MF",29,7.3,4343,336,1133,127,151,84.1,103,10,2,31,36,61.1,Matches
Ronaël Pierre-Gabriel,Nantes,fr FRA,DF,25,6.6,3413,289,1320,110,127,86.6,96,3,1,17,18,44.4,Matches
Bénie Adama Traore,Nantes,ci CIV,"FW,MF",20,6.2,1513,148,448,58,73,79.5,30,4,2,15,17,35.3,Matches
Rémy Descamps,Nantes,fr FRA,GK,27,6.0,4450,212,3581,26,26,100.0,35,0,0,0,150,44.7,Matches
Adson,Nantes,br BRA,"MF,FW",22,2.6,1750,130,378,61,64,95.3,40,4,0,15,10,80.0,Matches
Ignatius Ganago,Nantes,cm CMR,"FW,MF",24,2.0,475,53,169,17,23,73.9,11,3,1,5,2,100.0,Matches
Marquinhos,Nantes,br BRA,"FW,MF",20,1.7,768,67,223,30,37,81.1,18,4,2,4,6,33.3,Matches
Fabien Centonze,Nantes,fr FRA,DF,27,1.3,640,51,242,15,20,75.0,16,3,3,1,8,62.5,Matches
Jaouen Hadjam,Nantes,dz ALG,DF,20,1.2,1332,103,517,37,43,86.0,36,6,3,10,12,41.7,Matches
Stredair Appuah,Nantes,fr FRA,"FW,MF",19,0.9,184,23,39,5,7,71.4,7,0,0,0,5,0.0,Matches
Adel Mahamoud,Nantes,km COM,FW,20,0.3,32,4,18,0,2,0.0,2,0,0,2,0,,Matches
Hugo Boutsingkham,Nantes,fr FRA,"MF,FW",20,0.3,6,1,0,1,1,100.0,0,0,0,0,0,,Matches
Denis Petrić,Nantes,rs SRB,GK,35,0.3,156,8,126,2,2,100.0,3,0,0,0,2,50.0,Matches
Enzo Mongo,Nantes,fr FRA,DF,18,0.1,0,2,0,0,0,,0,0,0,0,0,,Matches
Bastien Meupiyou,Nantes,fr FRA,DF,17,0.1,100,5,3,1,1,100.0,4,0,0,0,0,,Matches
Lamine Diack,Nantes,sn SEN,MF,22,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Frederik Rønnow,Union Berlin,dk DEN,GK,30,41.0,30789,1514,22809,198,198,100.0,541,1,0,1,758,45.0,Matches
Diogo Leite,Union Berlin,pt POR,DF,24,38.0,27696,1889,10999,610,677,90.1,711,5,1,142,307,50.8,Matches
Robin Gosens,Union Berlin,de GER,"DF,MF",29,30.4,15667,1370,7018,518,625,82.9,360,41,19,113,146,54.8,Matches
Danilho Doekhi,Union Berlin,nl NED,DF,25,27.9,15061,1010,5750,303,345,87.8,410,11,2,66,162,49.4,Matches
Robin Knoche,Union Berlin,de GER,DF,31,26.3,21689,1329,8222,305,347,87.9,628,4,0,85,234,56.4,Matches
Christopher Trimmel,Union Berlin,at AUT,"FW,DF",36,20.8,12742,1020,6098,294,344,85.5,266,27,15,94,255,41.2,Matches
Lucas Tousart,Union Berlin,fr FRA,MF,26,20.2,6990,589,2028,206,259,79.5,168,2,0,57,56,60.7,Matches
Josip Juranović,Union Berlin,hr CRO,DF,27,19.7,12661,911,5771,255,286,89.2,267,20,10,60,226,46.9,Matches
Alex Král,Union Berlin,cz CZE,MF,25,19.2,7201,594,1977,196,238,82.4,186,9,3,58,70,47.1,Matches
Rani Khedira,Union Berlin,de GER,MF,29,19.0,6845,568,1547,209,250,83.6,174,6,1,40,56,46.4,Matches
Kevin Behrens,Union Berlin,de GER,FW,32,18.7,3994,402,970,136,193,70.5,80,9,1,49,39,66.7,Matches
Kevin Volland,Union Berlin,de GER,"FW,MF",31,18.3,4818,468,1713,151,209,72.2,88,22,6,56,73,46.6,Matches
Janik Haberer,Union Berlin,de GER,MF,29,17.9,7863,663,2076,260,317,82.0,181,8,5,59,70,48.6,Matches
Aïssa Laïdouni,Union Berlin,tn TUN,MF,26,16.6,7864,620,2184,236,276,85.5,187,19,5,72,61,63.9,Matches
Brenden Aaronson,Union Berlin,us USA,MF,22,16.2,5361,512,1674,222,260,85.4,116,14,3,58,35,60.0,Matches
Benedict Hollerbach,Union Berlin,de GER,"FW,MF",22,15.1,3663,398,963,153,190,80.5,69,18,5,39,35,48.6,Matches
Kevin Vogt,Union Berlin,de GER,DF,31,14.7,15023,735,5955,123,129,95.3,392,2,0,41,180,72.8,Matches
András Schäfer,Union Berlin,hu HUN,MF,24,13.5,5933,557,1768,234,275,85.1,138,11,1,59,37,48.6,Matches
Jérôme Roussillon,Union Berlin,fr FRA,DF,30,13.3,5746,465,2881,182,214,85.0,127,13,8,47,61,50.8,Matches
Sheraldo Becker,Union Berlin,sr SUR,FW,28,12.9,3976,367,1072,118,154,76.6,90,20,10,31,46,47.8,Matches
David Datro Fofana,Union Berlin,ci CIV,FW,20,10.8,1880,187,449,80,102,78.4,33,8,2,20,10,90.0,Matches
Leonardo Bonucci,Union Berlin,it ITA,DF,36,8.0,5573,331,2639,62,71,87.3,139,3,1,23,92,50.0,Matches
Yorbe Vertessen,Union Berlin,be BEL,"FW,MF",22,6.6,1119,138,351,68,88,77.3,19,5,0,13,2,50.0,Matches
Mikkel Kaufmann,Union Berlin,dk DEN,FW,22,5.8,956,126,318,39,65,60.0,16,1,0,11,8,62.5,Matches
Paul Jaeckel,Union Berlin,de GER,DF,25,4.5,3138,187,1161,57,61,93.4,71,1,0,15,38,71.1,Matches
Chris Bedia,Union Berlin,ci CIV,"FW,MF",27,1.6,140,20,19,10,13,76.9,3,0,0,1,0,,Matches
Alexander Schwolow,Union Berlin,de GER,GK,31,1.0,814,36,589,4,4,100.0,15,0,0,0,17,58.8,Matches
Jordan Pefok,Union Berlin,us USA,FW,27,0.6,14,5,0,2,3,66.7,0,0,0,0,0,,Matches
Aljoscha Kemlein,Union Berlin,de GER,MF,18,0.4,133,10,56,4,5,80.0,3,0,0,1,1,100.0,Matches
Miloš Pantović,Union Berlin,rs SRB,MF,27,0.2,45,7,23,2,3,66.7,1,0,0,0,1,0.0,Matches
Manuel Riemann,Bochum,de GER,GK,34,34.3,36529,1715,30871,129,133,97.0,332,7,2,19,1226,46.2,Matches
Bernardo,Bochum,br BRA,DF,28,33.8,20655,1622,8434,528,639,82.6,495,14,10,127,240,49.2,Matches
Kevin Stöger,Bochum,at AUT,MF,29,31.0,25253,2028,10738,604,760,79.5,508,76,25,283,415,50.1,Matches
Anthony Losilla,Bochum,fr FRA,MF,37,29.4,9788,896,3147,330,434,76.0,257,10,3,100,50,60.0,Matches
Erhan Mašović,Bochum,rs SRB,"DF,MF",24,26.0,10260,732,3003,219,269,81.4,279,5,0,47,109,46.8,Matches
Keven Schlotterbeck,Bochum,de GER,DF,26,24.3,15211,1027,6371,282,344,82.0,434,5,1,93,140,55.7,Matches
Takuma Asano,Bochum,jp JPN,"FW,MF",28,23.2,3476,397,855,171,217,78.8,67,13,1,32,26,42.3,Matches
Ivan Ordets,Bochum,ua UKR,DF,31,22.2,9071,653,2797,157,215,73.0,268,1,0,44,89,49.4,Matches
Patrick Osterhage,Bochum,de GER,MF,23,20.9,9287,835,2817,378,439,86.1,200,13,2,64,59,59.3,Matches
Matúš Bero,Bochum,sk SVK,"MF,FW",27,19.3,5487,535,1750,181,241,75.1,129,11,2,48,53,49.1,Matches
Philipp Hofmann,Bochum,de GER,FW,30,18.8,3468,416,648,167,233,71.7,77,11,0,36,10,60.0,Matches
Moritz Broschinski,Bochum,de GER,FW,22,14.4,1682,223,261,96,132,72.7,30,9,3,10,8,50.0,Matches
Christopher Antwi-Adjei,Bochum,gh GHA,"FW,MF",29,14.4,4315,454,1592,154,187,82.4,80,15,7,28,80,38.8,Matches
Cristian Gamboa,Bochum,cr CRC,DF,33,13.7,6353,475,2438,155,175,88.6,146,12,6,33,97,44.3,Matches
Maximilian Wittek,Bochum,de GER,"DF,FW",27,11.9,5570,499,2500,131,178,73.6,137,19,7,49,80,41.3,Matches
Felix Passlack,Bochum,de GER,DF,25,11.5,4702,414,1695,105,126,83.3,121,11,6,27,65,36.9,Matches
Tim Oermann,Bochum,de GER,DF,19,7.9,3043,262,1352,92,113,81.4,71,5,3,25,33,48.5,Matches
Gonçalo Paciência,Bochum,pt POR,"FW,MF",28,7.2,1573,176,553,64,84,76.2,26,7,2,21,19,52.6,Matches
Lukas Daschner,Bochum,de GER,"MF,FW",24,6.5,1382,179,483,64,90,71.1,30,7,2,17,17,17.6,Matches
Philipp Förster,Bochum,de GER,"MF,FW",28,4.3,2499,208,694,84,101,83.2,54,8,3,21,19,73.7,Matches
Danilo Soares,Bochum,br BRA,DF,31,3.9,2028,179,942,65,75,86.7,50,3,0,15,20,40.0,Matches
Noah Loosli,Bochum,ch SUI,DF,26,3.8,1325,127,512,39,48,81.3,34,1,0,6,23,30.4,Matches
Moritz-Broni Kwarteng,Bochum,gh GHA,FW,25,3.1,990,94,208,37,42,88.1,25,2,0,6,9,33.3,Matches
Andreas Luthe,Bochum,de GER,GK,36,1.0,1237,49,1147,0,0,,2,0,0,0,46,50.0,Matches
Simon Zoller,Bochum,de GER,"FW,MF",32,0.9,97,8,0,2,3,66.7,2,0,0,0,1,100.0,Matches
Sebastiano Luperto,Empoli,it ITA,DF,26,38.8,28218,1785,10204,480,537,89.4,821,4,1,100,295,48.1,Matches
Youssef Maleh,Empoli,ma MAR,MF,24,28.9,12512,1028,4095,418,470,88.9,273,30,9,117,145,42.8,Matches
Nicolò Cambiaghi,Empoli,it ITA,"FW,MF",22,28.4,7640,694,1560,255,301,84.7,173,25,15,63,78,43.6,Matches
Elia Caprile,Empoli,it ITA,GK,21,24.0,16234,820,12618,69,71,97.2,296,0,0,0,441,43.1,Matches
Ardian Ismajli,Empoli,al ALB,DF,26,23.7,17451,1042,6136,246,274,89.8,511,5,1,49,167,59.9,Matches
Sebastian Walukiewicz,Empoli,pl POL,DF,23,22.8,17714,1018,6732,214,252,84.9,509,2,0,45,185,62.2,Matches
Liberato Cacace,Empoli,nz NZL,DF,22,22.0,14084,1110,5589,427,475,89.9,321,13,5,84,186,40.3,Matches
Emmanuel Gyasi,Empoli,gh GHA,"DF,FW",29,21.8,5864,550,1972,244,292,83.6,138,14,3,41,29,41.4,Matches
Alberto Grassi,Empoli,it ITA,MF,28,21.1,11955,861,4165,326,370,88.1,289,6,0,75,104,56.7,Matches
Răzvan Marin,Empoli,ro ROU,MF,27,20.8,12562,907,4126,289,338,85.5,265,13,6,72,212,46.7,Matches
Matteo Cancellieri,Empoli,it ITA,"FW,MF",21,19.9,3245,379,789,128,172,74.4,72,9,3,26,42,28.6,Matches
Bartosz Bereszyński,Empoli,pl POL,DF,31,19.6,11383,867,5041,352,394,89.3,255,7,3,69,106,52.8,Matches
Francesco Caputo,Empoli,it ITA,FW,35,15.1,2140,216,396,93,118,78.8,42,3,0,18,14,64.3,Matches
Etrit Berisha,Empoli,al ALB,GK,34,14.0,8491,494,5766,73,73,100.0,184,0,0,0,228,35.5,Matches
Jacopo Fazzini,Empoli,it ITA,MF,20,13.7,5521,499,1816,167,205,81.5,134,9,3,47,72,37.5,Matches
Tyronne Ebuehi,Empoli,ng NGA,DF,27,12.8,6790,570,2586,233,260,89.6,152,9,4,37,66,43.9,Matches
Giuseppe Pezzella,Empoli,it ITA,DF,25,12.4,6940,585,2645,237,271,87.5,160,15,11,44,77,37.7,Matches
Szymon Żurkowski,Empoli,pl POL,MF,25,9.6,2886,245,649,107,129,82.9,74,5,1,20,12,58.3,Matches
Tommaso Baldanzi,Empoli,it ITA,"MF,FW",20,8.3,3075,257,751,102,119,85.7,70,11,3,30,22,68.2,Matches
Simone Bastoni,Empoli,it ITA,"MF,DF",26,8.3,4104,360,1653,116,141,82.3,93,6,2,31,69,40.6,Matches
M'Baye Niang,Empoli,sn SEN,FW,28,7.9,1379,140,305,50,72,69.4,28,3,2,11,18,44.4,Matches
Viktor Kovalenko,Empoli,ua UKR,MF,27,6.8,2662,250,743,100,122,82.0,63,5,2,20,27,40.7,Matches
Alberto Cerri,Empoli,it ITA,FW,27,6.1,877,136,149,50,82,61.0,16,1,0,9,4,50.0,Matches
Filippo Ranocchia,Empoli,it ITA,"MF,DF",22,5.3,2895,216,1062,61,73,83.6,66,4,0,21,51,41.2,Matches
Steven Shpendi,Empoli,al ALB,"FW,MF",20,4.8,717,76,101,36,44,81.8,16,3,0,6,0,,Matches
Mattia Destro,Empoli,it ITA,"FW,MF",32,4.1,567,63,71,22,32,68.8,17,0,0,4,1,100.0,Matches
Daniel Maldini,Empoli,it ITA,"FW,MF",21,2.9,965,80,212,30,33,90.9,22,3,0,10,8,62.5,Matches
Roberto Piccoli,Empoli,it ITA,FW,22,1.4,47,6,16,3,4,75.0,1,0,0,1,0,,Matches
Nicolas Haas,Empoli,ch SUI,MF,27,1.4,865,51,312,20,21,95.2,21,1,0,6,6,83.3,Matches
Samuele Perisan,Empoli,it ITA,GK,25,1.0,551,34,340,10,10,100.0,11,0,0,0,12,41.7,Matches
Liam Henderson,Empoli,sct SCO,MF,27,0.8,40,5,0,1,2,50.0,1,0,0,0,2,0.0,Matches
Petar Stojanović,Empoli,si SVN,"DF,MF",27,0.3,,,,,,,,,,,,,Matches
Emmanuel Ekong,Empoli,se SWE,FW,21,0.2,12,1,0,1,1,100.0,0,0,0,0,0,,Matches
Giacomo Corona,Empoli,it ITA,FW,19,0.1,41,2,0,1,1,100.0,0,0,0,0,1,100.0,Matches
Andrea Sodero,Empoli,it ITA,MF,18,0.1,0,1,0,0,0,,0,0,0,0,0,,Matches
Alberto Dossena,Cagliari,it ITA,DF,24,34.4,22274,1305,7809,279,324,86.1,597,4,0,89,271,58.3,Matches
Antoine Makoumbou,Cagliari,cg CGO,MF,25,33.3,18657,1210,4715,513,557,92.1,417,15,3,137,157,73.9,Matches
Gabriele Zappa,Cagliari,it ITA,DF,23,31.1,17247,1397,8288,513,586,87.5,394,28,19,99,220,42.7,Matches
Simone Scuffet,Cagliari,it ITA,GK,27,31.0,18771,928,14157,91,92,98.9,275,1,0,1,555,44.3,Matches
Tommaso Augello,Cagliari,it ITA,DF,28,28.2,16120,1329,7212,418,481,86.9,403,31,20,96,233,38.6,Matches
Nahitan Nández,Cagliari,uy URU,"MF,DF",27,26.6,9670,916,3591,265,341,77.7,189,31,15,76,205,35.1,Matches
Zito Luvumbo,Cagliari,ao ANG,"FW,MF",21,23.3,3858,388,869,122,151,80.8,98,21,19,21,41,34.1,Matches
Matteo Prati,Cagliari,it ITA,MF,19,21.9,9877,755,2794,231,275,84.0,273,14,4,66,98,48.0,Matches
Alessandro Deiola,Cagliari,it ITA,MF,27,19.7,6842,524,2077,171,216,79.2,142,7,2,64,90,52.2,Matches
Ibrahim Sulemana,Cagliari,gh GHA,MF,20,17.6,6464,452,1260,163,184,88.6,151,2,2,27,72,58.3,Matches
Nicolas Viola,Cagliari,it ITA,"MF,FW",33,14.3,6767,565,2560,169,217,77.9,102,15,6,57,151,45.0,Matches
Gaetano Oristanio,Cagliari,it ITA,"FW,MF",20,14.0,2772,242,783,90,110,81.8,47,11,7,26,39,51.3,Matches
