Player Name,Club Name,Tackles,Challenges,Blocks,,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Sh
Eric García,Girona,es ESP,DF,2,55,37,34,18,3,34,18,69.4,15,36,18,30,85,79,Matches
Artem Dovbyk,Girona,ua UKR,FW,0,4,3,2,1,1,0,7,0.0,2,8,1,0,4,17,Matches
Yan Couto,Girona,br BRA,"DF,FW",1,45,36,25,14,6,20,12,50.0,20,14,2,12,55,31,Matches
Viktor Tsyhankov,Girona,ua UKR,"MF,FW",0,29,26,11,13,5,14,17,53.8,12,18,1,12,41,24,Matches
Yangel Herrera,Girona,ve VEN,MF,1,64,41,28,30,6,30,22,53.6,26,30,8,24,88,45,Matches
David López,Girona,es ESP,DF,4,33,20,21,12,0,17,9,77.3,5,28,19,20,53,63,Matches
Arnau Martinez,Girona,es ESP,DF,3,25,19,17,6,2,15,10,46.9,17,15,5,11,35,41,Matches
Portu,Girona,es ESP,"MF,FW",0,18,17,3,10,5,3,8,16.7,15,9,1,5,22,6,Matches
Cristhian Stuani,Girona,uy URU,FW,0,14,13,4,6,4,4,7,57.1,3,9,2,5,19,13,Matches
Juanpe,Girona,es ESP,DF,1,11,10,8,3,0,9,6,90.0,1,17,11,8,18,50,Matches
Valery Fernández,Girona,es ESP,"MF,FW",0,11,12,4,7,0,6,5,75.0,2,6,1,3,12,4,Matches
Pablo Torre,Girona,es ESP,"MF,FW",1,5,2,0,5,0,4,8,40.0,6,10,2,4,9,6,Matches
Jhon Solis,Girona,co COL,MF,1,10,15,4,5,1,4,5,33.3,8,8,3,12,18,7,Matches
Juan Carlos,Girona,es ESP,GK,,,0,,,,,,,,,,0,0,,Matches
Antal Yaakobishvili,Girona,hu HUN,DF,0,2,2,1,1,0,1,0,100.0,0,0,0,6,5,3,Matches
Bernardo Espinosa,Girona,co COL,DF,0,1,4,1,0,0,1,0,100.0,0,0,0,1,1,2,Matches
Toni Fuidias,Girona,es ESP,GK,,,0,,,,,,,,,,0,0,,Matches
Ibrahima Kebe,Girona,ml MLI,MF,0,1,7,0,1,0,0,1,,0,1,0,6,2,0,Matches
Iker Almena,Girona,es ESP,FW,,,2,,,,,,,,,,0,0,,Matches
Jastin García,Girona,es ESP,FW,0,1,0,0,0,1,0,0,,0,0,0,0,1,1,Matches
Toni Villa,Girona,es ESP,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Silvi Clúa,Girona,es ESP,MF,0,2,2,2,0,0,2,1,100.0,0,1,0,0,2,0,Matches
Harry Kane,Bayern Munich,eng ENG,FW,0,22,16,7,9,6,9,15,40.9,13,21,6,7,29,21,Matches
Joshua Kimmich,Bayern Munich,de GER,"MF,DF",2,68,52,37,25,6,41,37,52.6,37,41,4,26,93,44,Matches
Leroy Sané,Bayern Munich,de GER,FW,0,28,19,9,10,9,7,19,21.9,25,19,0,10,37,4,Matches
Leon Goretzka,Bayern Munich,de GER,"MF,DF",1,54,34,24,19,11,32,45,44.4,40,59,14,54,104,62,Matches
Alphonso Davies,Bayern Munich,ca CAN,DF,1,61,34,39,15,7,38,34,54.3,32,41,7,33,92,63,Matches
Manuel Neuer,Bayern Munich,de GER,GK,4,1,1,1,0,0,0,0,,0,0,0,0,1,18,Matches
Jamal Musiala,Bayern Munich,de GER,"MF,FW",0,52,39,13,28,11,22,34,41.5,31,36,2,28,80,5,Matches
Kim Min-jae,Bayern Munich,kr KOR,DF,2,47,29,28,14,5,14,15,46.7,16,42,27,63,109,94,Matches
Konrad Laimer,Bayern Munich,at AUT,"MF,DF",2,88,58,44,28,16,36,47,41.9,50,56,9,28,114,26,Matches
Dayot Upamecano,Bayern Munich,fr FRA,DF,3,50,33,32,16,2,22,13,57.9,16,21,8,27,74,69,Matches
Thomas Müller,Bayern Munich,de GER,MF,0,31,20,7,12,12,16,28,36.4,28,28,0,4,35,10,Matches
Noussair Mazraoui,Bayern Munich,ma MAR,DF,1,49,34,22,18,9,21,18,58.3,15,22,4,28,76,35,Matches
Matthijs de Ligt,Bayern Munich,nl NED,DF,0,23,18,9,11,3,12,6,63.2,7,21,15,24,45,76,Matches
Kingsley Coman,Bayern Munich,fr FRA,FW,0,16,9,7,5,4,9,20,42.9,12,21,1,2,18,6,Matches
Eric Dier,Bayern Munich,eng ENG,DF,1,18,13,9,7,2,8,10,88.9,1,26,16,16,34,66,Matches
Raphaël Guerreiro,Bayern Munich,pt POR,"DF,FW",1,24,18,8,12,4,10,9,50.0,10,10,1,21,43,9,Matches
Mathys Tel,Bayern Munich,fr FRA,"FW,MF",0,13,7,3,5,5,5,15,50.0,5,15,0,11,21,6,Matches
Aleksandar Pavlovic,Bayern Munich,de GER,MF,0,29,16,10,15,4,17,13,47.2,19,18,5,20,49,17,Matches
Sven Ulreich,Bayern Munich,de GER,GK,3,1,1,1,0,0,1,0,100.0,0,0,0,0,1,5,Matches
Eric Maxim Choupo-Moting,Bayern Munich,cm CMR,"FW,MF",0,18,14,8,6,4,6,5,42.9,8,5,0,7,25,9,Matches
Serge Gnabry,Bayern Munich,de GER,FW,0,12,8,2,5,5,4,12,23.5,13,12,0,3,15,5,Matches
Bouna Sarr,Bayern Munich,sn SEN,DF,0,2,1,1,1,0,2,3,100.0,0,3,0,1,3,1,Matches
Frans Krätzig,Bayern Munich,de GER,DF,0,2,2,2,0,0,1,0,50.0,1,1,1,2,2,1,Matches
Bryan Zaragoza,Bayern Munich,es ESP,MF,0,4,4,2,1,1,3,0,100.0,0,0,0,2,6,0,Matches
Lovro Zvonarek,Bayern Munich,hr CRO,"FW,MF",0,0,0,0,0,0,0,3,0.0,5,3,0,0,0,2,Matches
Sacha Boey,Bayern Munich,fr FRA,DF,0,2,0,2,0,0,1,1,50.0,1,1,0,1,3,2,Matches
Daniel Peretz,Bayern Munich,il ISR,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Benjamin Pavard,Bayern Munich,fr FRA,DF,,,1,,,,,,,,,,0,0,,Matches
Taichi Fukui,Bayern Munich,jp JPN,MF,,,1,,,,,,,,,,1,0,,Matches
Matteo Perez Vinlöf,Bayern Munich,se SWE,FW,0,0,0,0,0,0,0,0,,0,0,0,1,1,0,Matches
Ryan Gravenberch,Bayern Munich,nl NED,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Jonathan Asp Jensen,Bayern Munich,dk DEN,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Jan Oblak,Atlético Madrid,si SVN,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,11,Matches
Axel Witsel,Atlético Madrid,be BEL,"DF,MF",0,42,33,27,14,1,20,26,71.4,8,55,29,35,69,145,Matches
Antoine Griezmann,Atlético Madrid,fr FRA,"FW,MF",1,45,29,19,20,6,17,39,31.5,37,43,4,19,61,34,Matches
Mario Hermoso,Atlético Madrid,es ESP,DF,1,53,38,33,15,5,31,24,49.2,32,36,12,39,89,118,Matches
Koke,Atlético Madrid,es ESP,MF,1,81,67,33,36,12,46,29,47.4,51,43,14,24,100,46,Matches
Marcos Llorente,Atlético Madrid,es ESP,"MF,DF",0,50,36,25,19,6,22,33,39.3,34,46,13,22,67,43,Matches
Rodrigo De Paul,Atlético Madrid,ar ARG,MF,3,41,32,14,20,7,21,43,42.9,28,44,1,17,56,22,Matches
Nahuel Molina,Atlético Madrid,ar ARG,DF,1,62,45,31,25,6,44,34,52.4,40,39,5,21,78,52,Matches
Samuel Lino,Atlético Madrid,br BRA,DF,0,73,49,40,19,14,42,50,47.7,46,51,1,20,89,31,Matches
Álvaro Morata,Atlético Madrid,es ESP,FW,0,21,14,6,8,7,5,20,55.6,4,24,4,2,22,35,Matches
Stefan Savić,Atlético Madrid,me MNE,DF,1,32,25,19,8,5,18,17,54.5,15,33,16,42,70,76,Matches
José María Giménez,Atlético Madrid,uy URU,DF,0,19,15,11,7,1,5,6,26.3,14,24,18,21,34,129,Matches
Saúl Ñíguez,Atlético Madrid,es ESP,MF,0,72,50,35,30,7,36,35,62.1,22,46,11,23,92,67,Matches
Ángel Correa,Atlético Madrid,ar ARG,"FW,MF",0,23,18,3,12,8,5,16,27.8,13,16,0,2,25,10,Matches
Rodrigo Riquelme,Atlético Madrid,es ESP,DF,0,40,27,26,5,9,27,22,40.3,40,22,0,12,51,24,Matches
Pablo Barrios,Atlético Madrid,es ESP,MF,2,50,30,19,30,1,21,18,45.7,25,24,6,37,85,28,Matches
César Azpilicueta,Atlético Madrid,es ESP,DF,0,31,21,18,11,2,14,25,56.0,11,36,11,23,52,59,Matches
Memphis,Atlético Madrid,nl NED,FW,0,5,4,0,3,2,3,2,42.9,4,3,1,2,7,0,Matches
Reinildo Mandava,Atlético Madrid,mz MOZ,DF,1,31,23,17,11,3,19,8,86.4,3,12,4,19,48,23,Matches
Gabriel Paulista,Atlético Madrid,br BRA,DF,0,7,5,4,3,0,3,2,75.0,1,5,3,4,11,27,Matches
Javi Galán,Atlético Madrid,es ESP,DF,0,8,9,5,2,1,5,4,62.5,3,4,0,6,13,6,Matches
Yannick Carrasco,Atlético Madrid,be BEL,DF,0,4,4,3,1,0,2,2,28.6,5,2,0,1,5,6,Matches
Çağlar Söyüncü,Atlético Madrid,tr TUR,DF,0,1,1,1,0,0,0,1,,0,1,0,2,2,8,Matches
Thomas Lemar,Atlético Madrid,fr FRA,MF,0,3,1,2,1,0,1,0,50.0,1,0,0,0,3,0,Matches
Arthur Vermeeren,Atlético Madrid,be BEL,MF,0,1,0,0,1,0,0,5,0.0,1,5,0,6,7,2,Matches
Salim El Jebari,Atlético Madrid,ma MAR,MF,0,1,0,0,1,0,0,0,,0,0,0,0,1,1,Matches
Abdellah Raihani,Atlético Madrid,ma MAR,FW,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,Matches
Ilias Kostis,Atlético Madrid,gr GRE,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Theo Hernández,Milan,fr FRA,DF,1,42,28,27,14,1,16,24,51.6,15,39,15,35,75,71,Matches
Tijjani Reijnders,Milan,nl NED,MF,0,60,32,17,36,7,28,27,50.0,28,38,11,29,88,32,Matches
Mike Maignan,Milan,fr FRA,GK,3,1,0,1,0,0,1,1,100.0,0,1,0,1,2,11,Matches
Christian Pulisic,Milan,us USA,FW,1,50,35,17,20,13,22,31,57.9,16,33,2,10,60,16,Matches
Rafael Leão,Milan,pt POR,FW,0,27,14,10,9,8,13,17,54.2,11,18,1,13,40,21,Matches
Olivier Giroud,Milan,fr FRA,FW,1,22,14,9,7,6,3,14,13.0,20,17,3,7,29,36,Matches
Davide Calabria,Milan,it ITA,DF,1,97,60,52,32,13,59,29,60.2,39,39,10,33,128,65,Matches
Ruben Loftus-Cheek,Milan,eng ENG,MF,1,34,23,10,16,8,18,13,58.1,13,26,13,12,45,12,Matches
Fikayo Tomori,Milan,eng ENG,DF,1,63,34,39,20,4,24,19,64.9,13,49,30,37,100,97,Matches
Yunus Musah,Milan,us USA,MF,1,36,20,19,12,5,14,21,60.9,9,28,7,13,48,27,Matches
Malick Thiaw,Milan,de GER,DF,0,45,21,21,21,3,16,14,51.6,15,32,18,18,63,79,Matches
Alessandro Florenzi,Milan,it ITA,DF,1,52,28,32,15,5,30,10,53.6,26,22,12,24,75,35,Matches
Yacine Adli,Milan,fr FRA,MF,1,42,26,19,18,5,17,15,40.5,25,24,9,25,67,19,Matches
Matteo Gabbia,Milan,it ITA,DF,1,38,26,20,16,2,22,8,75.9,7,17,9,10,48,63,Matches
Simon Kjær,Milan,dk DEN,DF,3,28,16,14,12,2,16,7,66.7,8,26,19,17,44,61,Matches
Samuel Chukwueze,Milan,ng NGA,FW,0,21,11,11,7,3,10,3,45.5,12,5,2,7,28,5,Matches
Ismaël Bennacer,Milan,dz ALG,MF,2,33,23,11,20,2,12,8,50.0,12,12,4,13,46,9,Matches
Luka Jović,Milan,rs SRB,"FW,MF",0,6,5,0,3,3,4,5,66.7,2,5,0,1,7,11,Matches
Noah Okafor,Milan,ch SUI,FW,0,7,4,1,4,2,4,7,30.8,9,8,1,0,7,11,Matches
Rade Krunić,Milan,ba BIH,"MF,DF",0,14,10,6,6,2,5,4,35.7,9,7,3,14,28,18,Matches
Marco Sportiello,Milan,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,Matches
Pierre Kalulu,Milan,fr FRA,DF,1,5,1,2,3,0,1,2,33.3,2,5,3,3,8,14,Matches
Tommaso Pobega,Milan,it ITA,MF,0,19,10,13,6,0,8,9,47.1,9,12,3,7,26,10,Matches
Antonio Mirante,Milan,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Jan-Carlo Simic,Milan,rs SRB,DF,0,1,1,1,0,0,0,1,,0,5,4,3,1,3,Matches
Alejandro Jiménez,Milan,es ESP,DF,0,2,4,2,0,0,2,0,40.0,3,0,0,0,2,4,Matches
Luka Romero,Milan,ar ARG,"FW,MF",0,0,1,0,0,0,0,2,0.0,3,2,0,0,0,0,Matches
Filippo Terracciano,Milan,it ITA,"DF,FW",0,4,6,2,2,0,3,3,60.0,2,3,0,0,4,2,Matches
Chaka Traorè,Milan,ci CIV,MF,0,2,2,2,0,0,1,0,33.3,2,1,1,0,2,0,Matches
Davide Bartesaghi,Milan,it ITA,FW,0,2,1,1,1,0,2,0,40.0,3,1,1,0,2,7,Matches
Marco Pellegrino,Milan,,DF,0,1,1,0,0,1,0,0,0.0,2,1,1,1,2,2,Matches
Kevin Zeroli,Milan,it ITA,MF,0,1,1,1,0,0,0,1,,0,1,0,0,1,1,Matches
Mattia Caldara,Milan,it ITA,DF,0,1,1,1,0,0,1,0,100.0,0,1,1,1,2,1,Matches
Francesco Camarda,Milan,it ITA,FW,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,0,Matches
Lapo Nava,Milan,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Youssouf Fofana,Monaco,fr FRA,MF,1,61,41,19,36,6,30,28,45.5,36,35,7,38,98,31,Matches
Wissam Ben Yedder,Monaco,fr FRA,FW,0,4,4,1,2,1,1,18,9.1,10,18,0,8,12,1,Matches
Denis Zakaria,Monaco,ch SUI,"MF,DF",0,38,35,11,20,7,12,26,40.0,18,39,13,52,85,41,Matches
Aleksandr Golovin,Monaco,ru RUS,"MF,FW",0,42,33,14,22,6,15,34,35.7,27,37,3,21,63,14,Matches
Wilfried Singo,Monaco,ci CIV,DF,2,34,25,18,14,2,17,13,65.4,9,27,14,51,85,81,Matches
Takumi Minamino,Monaco,jp JPN,MF,0,34,19,10,13,11,16,28,29.6,38,29,1,11,45,8,Matches
Philipp Köhn,Monaco,ch SUI,GK,3,1,1,1,0,0,1,0,100.0,0,0,0,1,2,5,Matches
Guillermo Maripán,Monaco,cl CHI,DF,4,22,10,15,6,1,10,13,37.0,17,26,13,33,52,106,Matches
Vanderson,Monaco,br BRA,DF,1,60,51,20,30,10,32,27,45.7,38,29,2,38,95,37,Matches
Folarin Balogun,Monaco,us USA,FW,0,12,4,3,8,1,5,10,38.5,8,10,0,3,15,4,Matches
Maghnes Akliouche,Monaco,fr FRA,"MF,FW",0,37,26,12,20,5,12,21,33.3,24,21,0,9,46,3,Matches
Thilo Kehrer,Monaco,de GER,DF,0,32,34,22,7,3,22,12,56.4,17,18,6,34,62,55,Matches
Ismail Jakobs,Monaco,sn SEN,DF,0,57,41,27,21,9,29,17,61.7,18,19,2,11,68,40,Matches
Soungoutou Magassa,Monaco,fr FRA,"DF,MF",2,56,28,22,32,2,26,17,54.2,22,21,4,22,77,36,Matches
Radosław Majecki,Monaco,pl POL,GK,1,0,0,0,0,0,0,1,,0,1,0,0,0,5,Matches
Krépin Diatta,Monaco,sn SEN,"DF,FW",0,37,20,17,16,4,27,15,55.1,22,17,2,16,53,22,Matches
Mohammed Salisu,Monaco,gh GHA,DF,0,27,13,11,13,3,17,9,65.4,9,21,12,22,49,44,Matches
Mohamed Camara,Monaco,ml MLI,MF,0,35,21,10,20,5,15,6,51.7,14,8,2,11,46,7,Matches
Kassoum Ouattara,Monaco,fr FRA,"DF,FW",0,17,14,8,5,4,9,11,45.0,11,11,0,15,30,20,Matches
Caio Henrique Oliveira Silva,Monaco,br BRA,DF,0,13,7,3,7,3,6,6,66.7,3,8,2,6,19,9,Matches
Eliesse Ben Seghir,Monaco,ma MAR,"MF,FW",0,9,6,2,5,2,3,6,42.9,4,6,0,2,11,2,Matches
Chrislain Matsima,Monaco,fr FRA,DF,0,9,7,5,3,1,2,3,28.6,5,4,1,7,13,4,Matches
Edan Diop,Monaco,fr FRA,"MF,DF",0,10,8,6,3,1,7,3,77.8,2,3,0,1,11,5,Matches
Breel Embolo,Monaco,ch SUI,FW,0,3,3,0,2,1,1,1,25.0,3,1,0,1,4,2,Matches
Myron Boadu,Monaco,nl NED,FW,0,2,2,0,1,1,1,2,50.0,1,2,0,0,2,0,Matches
Mamadou Coulibaly,Monaco,fr FRA,MF,0,7,4,2,3,2,3,4,37.5,5,4,0,0,7,0,Matches
Eliot Matazo,Monaco,be BEL,MF,0,3,1,0,3,0,2,0,50.0,2,1,1,3,6,0,Matches
Saïmon Bouabré,Monaco,fr FRA,MF,0,2,2,0,2,0,1,1,50.0,1,1,0,0,2,0,Matches
Antonin Cartillier,Monaco,fr FRA,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,Matches
Lucas Michal,Monaco,fr FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
David Raum,RB Leipzig,de GER,DF,2,75,53,32,34,9,45,46,60.0,30,62,16,37,112,97,Matches
Xavi Simons,RB Leipzig,nl NED,"MF,FW",0,35,20,13,13,9,16,30,42.1,22,30,0,21,55,5,Matches
Loïs Openda,RB Leipzig,be BEL,FW,0,5,4,1,2,2,0,19,0.0,13,22,3,5,10,16,Matches
Xaver Schlager,RB Leipzig,at AUT,MF,2,102,68,45,48,9,25,39,37.9,41,50,11,25,126,34,Matches
Benjamin Henrichs,RB Leipzig,de GER,"DF,MF",0,90,57,45,32,13,37,53,48.7,39,59,6,41,126,48,Matches
Castello Lukeba,RB Leipzig,fr FRA,DF,4,26,17,16,10,0,16,26,72.7,6,42,16,31,54,110,Matches
Mohamed Simakan,RB Leipzig,fr FRA,DF,0,60,38,40,19,1,39,25,66.1,20,43,18,39,99,92,Matches
Janis Blaswich,RB Leipzig,de GER,GK,3,1,1,1,0,0,0,0,,0,0,0,0,1,9,Matches
Benjamin Šeško,RB Leipzig,si SVN,FW,0,17,6,2,9,6,5,26,26.3,14,28,2,4,21,30,Matches
Lukas Klostermann,RB Leipzig,de GER,DF,1,21,15,11,9,1,9,15,42.9,12,29,14,21,38,87,Matches
Amadou Haidara,RB Leipzig,ml MLI,"MF,DF",0,49,34,31,16,2,30,27,56.6,23,34,7,25,72,41,Matches
Willi Orban,RB Leipzig,hu HUN,DF,2,24,15,10,12,2,13,12,54.2,11,31,19,18,41,85,Matches
Kevin Kampl,RB Leipzig,si SVN,MF,1,27,15,10,15,2,14,15,51.9,13,23,8,15,42,20,Matches
Dani Olmo,RB Leipzig,es ESP,MF,1,30,20,16,10,4,11,8,42.3,15,8,0,13,43,14,Matches
Yussuf Poulsen,RB Leipzig,dk DEN,"FW,MF",1,14,11,1,9,4,4,12,22.2,14,15,3,6,19,15,Matches
Péter Gulácsi,RB Leipzig,hu HUN,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,9,Matches
Christoph Baumgartner,RB Leipzig,at AUT,MF,0,29,15,12,12,5,16,21,37.2,27,22,1,9,37,17,Matches
Nicolas Seiwald,RB Leipzig,at AUT,MF,0,42,26,19,20,3,20,14,60.6,13,17,3,15,55,19,Matches
Emil Forsberg,RB Leipzig,se SWE,"MF,FW",0,15,7,6,6,3,8,10,40.0,12,11,1,4,19,7,Matches
Timo Werner,RB Leipzig,de GER,"FW,MF",0,3,2,1,1,1,1,2,100.0,0,2,0,1,4,1,Matches
Fabio Carvalho,RB Leipzig,pt POR,MF,0,9,3,2,3,4,4,11,30.8,9,11,0,1,10,1,Matches
Elif Elmas,RB Leipzig,mk MKD,MF,0,9,6,2,6,1,6,5,75.0,2,5,0,2,11,2,Matches
Christopher Lenz,RB Leipzig,de GER,DF,0,8,9,7,1,0,5,4,55.6,4,4,0,4,10,3,Matches
El Chadaille Bitshiabu,RB Leipzig,fr FRA,DF,0,1,0,1,0,0,0,0,,0,0,0,1,2,4,Matches
Jonathan Norbye,RB Leipzig,no NOR,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Nuha Jatta,RB Leipzig,gm GAM,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Gleison Bremer,Juventus,br BRA,DF,0,58,47,32,21,5,21,18,72.4,8,45,27,45,98,147,Matches
Manuel Locatelli,Juventus,it ITA,MF,0,69,51,24,35,10,31,26,53.4,27,43,17,33,94,65,Matches
Wojciech Szczęsny,Juventus,pl POL,GK,2,0,0,0,0,0,0,0,,0,0,0,1,1,11,Matches
Adrien Rabiot,Juventus,fr FRA,MF,0,58,42,22,30,6,30,20,66.7,15,26,6,33,83,34,Matches
Federico Gatti,Juventus,it ITA,DF,1,33,23,16,16,1,19,11,79.2,5,26,15,23,52,90,Matches
Weston McKennie,Juventus,us USA,"MF,DF",0,48,31,31,11,6,17,21,63.0,10,28,7,20,66,69,Matches
Danilo,Juventus,br BRA,DF,0,60,46,38,18,4,32,19,66.7,16,34,15,48,97,94,Matches
Andrea Cambiaso,Juventus,it ITA,"DF,FW",1,47,35,23,15,9,25,25,58.1,18,28,3,13,58,26,Matches
Dušan Vlahović,Juventus,rs SRB,FW,0,9,6,0,6,3,4,2,36.4,7,4,2,2,10,11,Matches
Federico Chiesa,Juventus,it ITA,FW,0,20,16,7,6,7,3,16,23.1,10,17,1,7,26,4,Matches
Filip Kostić,Juventus,rs SRB,DF,0,37,25,20,13,4,17,21,51.5,16,29,8,11,46,43,Matches
Timothy Weah,Juventus,us USA,"DF,FW",0,27,20,16,8,3,15,11,75.0,5,12,1,5,32,15,Matches
Daniele Rugani,Juventus,it ITA,DF,0,11,9,7,3,1,4,7,80.0,1,11,4,9,20,42,Matches
Fabio Miretti,Juventus,it ITA,MF,0,18,14,6,8,4,10,9,38.5,16,10,1,9,25,6,Matches
Kenan Yıldız,Juventus,tr TUR,"FW,MF",0,13,9,5,6,2,4,6,50.0,4,6,0,1,14,4,Matches
Arkadiusz Milik,Juventus,pl POL,FW,0,9,5,2,5,2,3,6,60.0,2,7,1,5,14,3,Matches
Samuel Iling-Junior,Juventus,eng ENG,"DF,MF",0,23,14,9,11,3,11,12,61.1,7,17,5,6,29,19,Matches
Alex Sandro,Juventus,br BRA,DF,0,13,9,7,6,0,4,6,80.0,1,13,7,16,28,23,Matches
Mattia Perin,Juventus,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Moise Kean,Juventus,it ITA,FW,0,7,5,3,2,2,1,3,33.3,2,4,1,2,9,5,Matches
Nicolò Fagioli,Juventus,it ITA,MF,0,5,3,1,3,1,3,3,42.9,4,3,0,4,9,1,Matches
Carlos Alcaraz,Juventus,ar ARG,MF,0,6,6,0,6,0,5,3,50.0,5,5,2,5,11,4,Matches
Hans Nicolussi Caviglia,Juventus,it ITA,MF,0,5,3,1,3,1,4,4,66.7,2,5,1,0,5,2,Matches
Paul Pogba,Juventus,fr FRA,MF,0,1,1,0,1,0,1,0,100.0,0,0,0,1,2,1,Matches
Joseph Nonge,Juventus,be BEL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Mattia De Sciglio,Juventus,it ITA,DF,0,0,0,0,0,0,0,1,,0,1,0,1,1,2,Matches
Carlo Pinsoglio,Juventus,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Tiago Djaló,Juventus,pt POR,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,1,Matches
Dean Huijsen,Juventus,es ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Nikola Sekulov,Juventus,it ITA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Leonardo Cerri,Juventus,it ITA,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Nico Schlotterbeck,Dortmund,de GER,DF,4,96,69,53,36,7,59,35,68.6,27,72,37,57,152,139,Matches
Gregor Kobel,Dortmund,ch SUI,GK,0,0,0,0,0,0,0,0,0.0,2,0,0,0,0,20,Matches
Niclas Füllkrug,Dortmund,de GER,FW,0,9,3,1,8,0,2,22,18.2,9,27,5,3,12,35,Matches
Julian Brandt,Dortmund,de GER,"MF,FW",0,34,27,15,17,2,24,27,49.0,25,30,3,12,46,28,Matches
Emre Can,Dortmund,de GER,"MF,DF",2,82,62,47,31,4,39,33,55.7,31,43,10,36,116,55,Matches
Marcel Sabitzer,Dortmund,at AUT,MF,0,51,32,24,24,3,31,25,55.4,25,40,15,20,70,56,Matches
Julian Ryerson,Dortmund,no NOR,DF,3,68,41,43,21,4,41,33,48.2,44,45,12,15,82,53,Matches
Mats Hummels,Dortmund,de GER,DF,2,105,65,77,22,6,64,34,63.4,37,53,19,63,163,151,Matches
Donyell Malen,Dortmund,nl NED,FW,0,14,8,5,6,3,2,11,33.3,4,15,4,2,16,13,Matches
Marco Reus,Dortmund,de GER,"MF,FW",0,49,29,27,16,6,17,20,43.6,22,25,5,10,57,26,Matches
Niklas Süle,Dortmund,de GER,DF,2,30,20,23,6,1,21,13,61.8,13,29,16,27,57,72,Matches
Ian Maatsen,Dortmund,nl NED,DF,2,45,33,23,16,6,24,28,51.1,23,34,6,25,70,57,Matches
Salih Özcan,Dortmund,tr TUR,MF,1,30,19,16,12,2,14,31,50.0,14,36,5,28,54,24,Matches
Karim Adeyemi,Dortmund,de GER,FW,0,23,20,13,7,3,12,18,42.9,16,18,0,12,34,10,Matches
Marius Wolf,Dortmund,de GER,"DF,FW",0,33,22,17,13,3,17,13,54.8,14,16,3,13,45,34,Matches
Ramy Bensebaini,Dortmund,dz ALG,DF,0,55,35,33,18,4,36,25,73.5,13,38,13,26,78,46,Matches
Jadon Sancho,Dortmund,eng ENG,FW,0,14,11,3,8,3,4,21,40.0,6,21,0,6,20,8,Matches
Jamie Gittens,Dortmund,eng ENG,FW,0,16,9,7,7,2,3,11,15.0,17,13,2,5,21,9,Matches
Felix Nmecha,Dortmund,de GER,MF,0,27,16,10,12,5,12,15,41.4,17,20,5,16,43,25,Matches
Alexander Meyer,Dortmund,de GER,GK,1,1,1,1,0,0,1,0,100.0,0,0,0,0,1,2,Matches
Youssoufa Moukoko,Dortmund,de GER,FW,0,5,2,2,2,1,3,4,42.9,4,5,1,2,7,5,Matches
Thomas Meunier,Dortmund,be BEL,DF,0,5,1,3,2,0,3,6,23.1,10,8,2,4,9,22,Matches
Sébastien Haller,Dortmund,ci CIV,"FW,MF",0,1,0,0,1,0,1,4,100.0,0,6,2,1,2,8,Matches
Gio Reyna,Dortmund,us USA,"FW,MF",0,10,7,3,5,2,3,4,50.0,3,6,2,2,12,6,Matches
Antonios Papadopoulos,Dortmund,de GER,DF,0,6,3,6,0,0,6,1,85.7,1,3,2,2,8,7,Matches
Mateu Morey,Dortmund,es ESP,DF,0,2,2,1,1,0,2,2,50.0,2,3,1,1,3,3,Matches
Kjell-Arik Wätjen,Dortmund,de GER,MF,0,3,2,2,1,0,2,0,40.0,3,1,1,0,3,3,Matches
Ole Pohlmann,Dortmund,de GER,MF,0,1,0,0,1,0,1,0,50.0,1,0,0,0,1,1,Matches
