Player Name,Club Name,Standard,Expected,,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG
Abakar Sylla,Strasbourg,ci CIV,DF,20,22.9,3,13,6,46.2,0.57,0.26,0.23,0.50,14.6,0,0,0,1.6,1.6,0.14,+0.4,+0.4,Matches
Ibrahima Sissoko,Strasbourg,ml MLI,MF,25,22.5,0,21,5,23.8,0.93,0.22,0.00,0.00,17.2,0,0,0,1.0,1.0,0.07,-1.0,-1.0,Matches
Ismaël Doukouré,Strasbourg,fr FRA,"MF,DF",20,20.0,0,9,0,0.0,0.45,0.00,0.00,,25.5,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Alaa Bellaarouch,Strasbourg,ma MAR,GK,21,19.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matz Sels,Strasbourg,be BEL,GK,31,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Junior Mwanga,Strasbourg,fr FRA,"MF,FW",20,18.9,1,24,5,20.8,1.27,0.26,0.04,0.20,19.9,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Kévin Gameiro,Strasbourg,fr FRA,"FW,MF",36,16.7,5,31,12,38.7,1.86,0.72,0.10,0.25,19.8,1,2,2,3.4,1.9,0.07,+0.6,+0.1,Matches
Ângelo Borges,Strasbourg,br BRA,"FW,MF",18,15.1,0,13,7,53.8,0.86,0.46,0.00,0.00,22.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Gerzino Nyamsi,Strasbourg,fr FRA,DF,26,12.1,0,6,2,33.3,0.49,0.16,0.00,0.00,11.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Saidou Sow,Strasbourg,gn GUI,DF,21,9.4,0,3,2,66.7,0.32,0.21,0.00,0.00,8.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Andrey Santos,Strasbourg,br BRA,MF,19,9.2,1,12,4,33.3,1.30,0.43,0.08,0.25,22.1,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
Jessy Deminguet,Strasbourg,fr FRA,"MF,FW",25,9.0,0,6,1,16.7,0.67,0.11,0.00,0.00,9.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Dion Moise Sahi,Strasbourg,ci CIV,"MF,FW",21,8.8,5,32,11,34.4,3.63,1.25,0.16,0.45,15.8,0,0,0,4.1,4.1,0.17,-1.1,-1.1,Matches
Lebo Mothiba,Strasbourg,za RSA,FW,27,6.9,3,16,7,43.8,2.33,1.02,0.19,0.43,9.8,0,0,0,4.6,4.6,0.31,-1.6,-1.6,Matches
Jérémy Sebas,Strasbourg,mq MTQ,"FW,MF",20,4.7,2,8,4,50.0,1.69,0.84,0.25,0.50,14.7,0,0,0,1.0,1.0,0.14,+1.0,+1.0,Matches
Jean-Ricner Bellegarde,Strasbourg,fr FRA,"MF,FW",25,3.0,2,5,3,60.0,1.67,1.00,0.40,0.67,22.5,2,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches
Rabby Nzingoula,Strasbourg,cg CGO,"MF,FW",17,1.9,0,1,1,100.0,0.54,0.54,0.00,0.00,25.3,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Aboubacar Ali,Strasbourg,fr FRA,"MF,FW",17,1.4,0,4,2,50.0,2.77,1.38,0.00,0.00,19.4,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Eduard Sobol,Strasbourg,ua UKR,DF,28,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Steven Baseya,Strasbourg,fr FRA,DF,18,1.1,0,1,1,100.0,0.94,0.94,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sanjin Prcić,Strasbourg,ba BIH,MF,29,1.0,0,1,0,0.0,1.02,0.00,0.00,,27.6,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Mohamed Bechikh,Strasbourg,fr FRA,"FW,MF",18,0.2,1,1,1,100.0,4.50,4.50,1.00,1.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Samir El Mourabet,Strasbourg,fr FRA,FW,17,0.2,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Patrick Ouotro,Strasbourg,ci CIV,FW,17,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
David Soria,Getafe,es ESP,GK,30,39.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nemanja Maksimović,Getafe,rs SRB,MF,28,38.2,4,36,15,41.7,0.94,0.39,0.11,0.27,11.7,0,0,0,5.5,5.5,0.16,-1.5,-1.5,Matches
Mason Greenwood,Getafe,eng ENG,"MF,FW",21,32.2,10,110,35,31.8,3.41,1.09,0.07,0.23,20.9,5,2,3,8.8,6.4,0.06,-0.8,-0.4,Matches
Diego Rico,Getafe,es ESP,DF,30,30.2,0,19,5,26.3,0.63,0.17,0.00,0.00,27.0,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
Gastón Álvarez,Getafe,uy URU,DF,23,29.9,2,14,3,21.4,0.47,0.10,0.14,0.67,16.5,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
Djené,Getafe,tg TOG,"DF,MF",31,28.6,0,6,1,16.7,0.21,0.03,0.00,0.00,23.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Omar Alderete,Getafe,py PAR,DF,26,27.3,0,26,5,19.2,0.95,0.18,0.00,0.00,19.7,3,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Luis Milla,Getafe,es ESP,MF,28,26.5,1,20,7,35.0,0.75,0.26,0.05,0.14,25.1,1,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Borja Mayoral,Getafe,es ESP,FW,26,26.3,17,50,26,52.0,1.90,0.99,0.26,0.50,15.8,0,4,4,11.9,8.7,0.20,+3.1,+2.3,Matches
Jaime Mata,Getafe,es ESP,"FW,MF",34,21.8,6,37,14,37.8,1.70,0.64,0.16,0.43,13.8,0,0,0,5.6,5.6,0.18,-0.6,-0.6,Matches
Juanmi Latasa,Getafe,es ESP,FW,22,19.9,5,53,18,34.0,2.66,0.90,0.09,0.28,12.7,0,0,0,3.6,3.5,0.08,-1.6,-1.5,Matches
Iglesias,Getafe,es ESP,"DF,FW",25,18.5,0,17,6,35.3,0.92,0.32,0.00,0.00,25.2,0,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Damián Suárez,Getafe,uy URU,DF,35,15.4,0,4,1,25.0,0.26,0.06,0.00,0.00,25.3,1,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Carmona,Getafe,es ESP,"DF,MF",21,15.3,1,13,4,30.8,0.85,0.26,0.08,0.25,16.8,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
Óscar Rodríguez Arnaiz,Getafe,es ESP,"MF,FW",25,13.4,5,45,16,35.6,3.35,1.19,0.11,0.31,24.9,4,0,0,1.5,1.5,0.04,+0.5,+0.5,Matches
Carles Aleñá,Getafe,es ESP,MF,25,13.3,1,21,7,33.3,1.58,0.53,0.05,0.14,18.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
Domingos Duarte,Getafe,pt POR,DF,28,12.1,1,3,1,33.3,0.25,0.08,0.33,1.00,2.8,0,0,0,0.3,0.3,0.27,-0.3,-0.3,Matches
Stefan Mitrović,Getafe,rs SRB,DF,33,9.2,1,3,1,33.3,0.33,0.11,0.33,1.00,8.7,0,0,0,0.1,0.1,0.09,+0.9,+0.9,Matches
Jordi,Getafe,es ESP,"MF,DF",22,8.4,1,8,4,50.0,0.95,0.47,0.13,0.25,12.9,0,0,0,1.3,1.3,0.18,-1.3,-1.3,Matches
Jesús Santiago,Getafe,es ESP,MF,19,7.3,1,5,2,40.0,0.69,0.27,0.20,0.50,18.5,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
Ilaix Moriba,Getafe,gn GUI,"MF,FW",20,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,21.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Mauro Arambarri,Getafe,uy URU,MF,27,3.8,0,9,2,22.2,2.39,0.53,0.00,0.00,21.7,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Fabrizio Angileri,Getafe,ar ARG,"DF,MF",29,2.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enes Ünal,Getafe,tr TUR,"FW,MF",26,2.2,0,2,1,50.0,0.90,0.45,0.00,0.00,18.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Daniel Fuzato,Getafe,br BRA,GK,26,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Anthony Lozano,Getafe,hn HON,"MF,FW",30,2.0,1,10,6,60.0,4.95,2.97,0.10,0.17,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Nabil Aberdin,Getafe,fr FRA,DF,20,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alberto Risco,Getafe,es ESP,MF,17,1.5,0,2,1,50.0,1.31,0.66,0.00,0.00,8.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Portu,Getafe,es ESP,FW,31,1.1,0,1,1,100.0,0.93,0.93,0.00,0.00,8.5,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
John Joe,Getafe,ie IRL,MF,19,0.8,1,1,1,100.0,1.29,1.29,1.00,1.00,,,0,0,,,,,,Matches
Santiago García,Getafe,,FW,21,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gorka Rivera Alonso,Getafe,es ESP,DF,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yassin Tallal,Getafe,es ESP,FW,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeremy Jorge,Getafe,es ESP,FW,20,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
James Tarkowski,Everton,eng ENG,DF,30,44.5,2,28,5,17.9,0.63,0.11,0.07,0.40,9.9,0,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
Jordan Pickford,Everton,eng ENG,GK,29,42.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jarrad Branthwaite,Everton,eng ENG,DF,21,41.0,3,17,5,29.4,0.42,0.12,0.18,0.60,11.6,0,0,0,1.7,1.7,0.12,+1.3,+1.3,Matches
James Garner,Everton,eng ENG,MF,22,40.7,2,51,11,21.6,1.25,0.27,0.04,0.18,22.1,5,0,0,2.7,2.7,0.07,-1.7,-1.7,Matches
Dwight McNeil,Everton,eng ENG,"MF,FW",23,37.6,3,65,16,24.6,1.73,0.43,0.05,0.19,21.0,0,0,0,3.4,3.4,0.06,-0.4,-0.4,Matches
Vitaliy Mykolenko,Everton,ua UKR,DF,24,32.8,2,27,5,18.5,0.82,0.15,0.07,0.40,18.9,0,0,0,1.5,1.5,0.06,+0.5,+0.5,Matches
Abdoulaye Doucouré,Everton,ml MLI,"FW,MF",30,30.5,7,47,21,44.7,1.54,0.69,0.15,0.33,12.2,0,0,0,8.8,8.8,0.20,-1.8,-1.8,Matches
Amadou Onana,Everton,be BEL,MF,21,30.3,3,38,9,23.7,1.25,0.30,0.08,0.33,19.3,0,0,0,2.0,2.0,0.07,0.0,0.0,Matches
Jack Harrison,Everton,eng ENG,"MF,FW",26,30.0,4,44,10,22.7,1.47,0.33,0.09,0.40,17.8,1,0,0,3.6,3.6,0.11,-0.6,-0.6,Matches
Dominic Calvert-Lewin,Everton,eng ENG,FW,26,29.0,8,82,33,40.2,2.83,1.14,0.07,0.18,13.9,1,2,2,12.9,11.4,0.16,-5.9,-6.4,Matches
Ashley Young,Everton,eng ENG,"DF,MF",38,27.3,1,17,5,29.4,0.62,0.18,0.06,0.20,21.9,3,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Idrissa Gana Gueye,Everton,sn SEN,MF,33,23.1,4,27,7,25.9,1.17,0.30,0.15,0.57,22.2,1,0,0,1.3,1.3,0.05,+2.7,+2.7,Matches
Nathan Patterson,Everton,sct SCO,DF,21,16.1,0,5,0,0.0,0.31,0.00,0.00,,20.9,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Ben Godfrey,Everton,eng ENG,DF,25,13.4,0,15,3,20.0,1.12,0.22,0.00,0.00,12.0,0,0,0,1.7,1.7,0.12,-1.7,-1.7,Matches
Beto,Everton,gw GNB,FW,25,13.4,5,51,14,27.5,3.81,1.05,0.10,0.36,14.7,0,0,1,6.8,6.0,0.14,-3.8,-3.0,Matches
Arnaut Danjuma,Everton,nl NED,"MF,FW",26,10.7,2,37,12,32.4,3.45,1.12,0.05,0.17,16.0,1,0,0,2.6,2.6,0.10,-1.6,-1.6,Matches
Séamus Coleman,Everton,ie IRL,DF,34,8.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Michael Keane,Everton,eng ENG,DF,30,8.2,1,6,4,66.7,0.73,0.49,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
André Gomes,Everton,pt POR,"MF,FW",30,6.5,2,10,6,60.0,1.54,0.92,0.20,0.33,22.4,2,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Lewis Dobbin,Everton,eng ENG,MF,20,3.2,1,7,3,42.9,2.16,0.92,0.14,0.33,15.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
João Virgínia,Everton,pt POR,GK,23,3.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Youssef Chermiti,Everton,pt POR,FW,19,3.0,0,8,2,25.0,2.71,0.68,0.00,0.00,14.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
Alex Iwobi,Everton,ng NGA,MF,27,1.6,0,4,2,50.0,2.57,1.29,0.00,0.00,16.2,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Neal Maupay,Everton,fr FRA,FW,26,1.3,0,7,5,71.4,5.34,3.81,0.00,0.00,12.5,0,0,0,1.4,1.4,0.29,-1.4,-1.4,Matches
Lewis Warrington,Everton,eng ENG,FW,20,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Thomas Cannon,Everton,ie IRL,FW,20,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tyler Onyango,Everton,eng ENG,MF,20,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jonas Wind,Wolfsburg,dk DEN,FW,24,32.0,12,79,38,48.1,2.47,1.19,0.15,0.32,16.1,0,0,1,9.4,8.5,0.12,+1.6,+2.5,Matches
Maximilian Arnold,Wolfsburg,de GER,MF,29,29.8,2,33,12,36.4,1.11,0.40,0.06,0.17,27.8,8,0,0,1.0,1.0,0.03,+1.0,+1.0,Matches
Joakim Mæhle,Wolfsburg,dk DEN,"DF,MF",26,29.8,2,25,8,32.0,0.84,0.27,0.08,0.25,18.8,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
Maxence Lacroix,Wolfsburg,fr FRA,DF,23,29.6,4,14,8,57.1,0.47,0.27,0.29,0.50,11.1,0,0,0,0.8,0.8,0.07,+3.2,+3.2,Matches
Koen Casteels,Wolfsburg,be BEL,GK,31,27.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ridle Baku,Wolfsburg,de GER,"DF,MF",25,24.6,2,30,11,36.7,1.22,0.45,0.07,0.18,15.9,1,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Lovro Majer,Wolfsburg,hr CRO,"MF,FW",25,23.6,5,36,10,27.8,1.53,0.42,0.08,0.30,21.1,2,2,2,5.4,3.8,0.11,-0.4,-0.8,Matches
Cedric Zesiger,Wolfsburg,ch SUI,DF,25,21.5,0,17,2,11.8,0.79,0.09,0.00,0.00,20.3,0,0,0,1.3,1.3,0.08,-1.3,-1.3,Matches
Yannick Gerhardt,Wolfsburg,de GER,"MF,DF",29,21.3,3,22,10,45.5,1.03,0.47,0.14,0.30,16.2,0,0,0,1.9,1.9,0.10,+0.1,+0.1,Matches
Moritz Jenz,Wolfsburg,de GER,DF,24,20.7,0,9,0,0.0,0.44,0.00,0.00,,13.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Mattias Svanberg,Wolfsburg,se SWE,MF,24,20.7,1,43,11,25.6,2.08,0.53,0.02,0.09,21.5,6,0,0,3.0,3.0,0.07,-2.0,-2.0,Matches
Sebastiaan Bornauw,Wolfsburg,be BEL,DF,24,16.9,0,11,5,45.5,0.65,0.30,0.00,0.00,10.0,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Kevin Paredes,Wolfsburg,us USA,"FW,MF",20,16.2,3,19,7,36.8,1.17,0.43,0.16,0.43,16.7,0,0,0,3.0,3.0,0.16,0.0,0.0,Matches
Aster Vranckx,Wolfsburg,be BEL,MF,20,15.0,0,6,4,66.7,0.40,0.27,0.00,0.00,24.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Tiago Tomás,Wolfsburg,pt POR,"FW,MF",21,14.0,3,35,15,42.9,2.49,1.07,0.09,0.20,13.5,0,0,0,2.7,2.7,0.10,-1.7,-1.7,Matches
Václav Černý,Wolfsburg,cz CZE,"FW,MF",25,11.7,5,23,7,30.4,1.97,0.60,0.22,0.71,15.2,0,0,0,2.3,2.3,0.11,+1.7,+1.7,Matches
Rogério,Wolfsburg,br BRA,DF,25,11.1,1,4,2,50.0,0.36,0.18,0.25,0.50,15.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
Pavao Pervan,Wolfsburg,at AUT,GK,35,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Patrick Wimmer,Wolfsburg,at AUT,"FW,MF",22,6.9,2,11,5,45.5,1.60,0.73,0.18,0.40,16.2,0,0,0,1.4,1.4,0.14,+0.6,+0.6,Matches
Kevin Behrens,Wolfsburg,de GER,FW,32,6.8,1,11,6,54.5,1.61,0.88,0.09,0.17,11.6,0,0,0,1.6,1.6,0.15,-0.6,-0.6,Matches
Jakub Kamiński,Wolfsburg,pl POL,"FW,MF",21,6.8,0,12,3,25.0,1.76,0.44,0.00,0.00,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Amin Sarr,Wolfsburg,se SWE,"FW,MF",22,4.3,0,6,2,33.3,1.40,0.47,0.00,0.00,15.7,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Matches
Nicolas Cozza,Wolfsburg,fr FRA,DF,24,3.3,0,1,0,0.0,0.30,0.00,0.00,,30.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Kilian Fischer,Wolfsburg,de GER,"DF,MF",22,3.2,0,4,0,0.0,1.24,0.00,0.00,,18.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Lukas Nmecha,Wolfsburg,de GER,FW,24,0.9,2,2,2,100.0,2.14,2.14,1.00,1.00,7.8,0,0,0,0.1,0.1,0.14,+0.9,+0.9,Matches
Dženan Pejčinović,Wolfsburg,de GER,FW,18,0.4,0,2,0,0.0,4.86,0.00,0.00,,13.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Bennit Bröger,Wolfsburg,de GER,FW,17,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kofi Amoako,Wolfsburg,de GER,MF,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Ocampos,Sevilla,ar ARG,FW,29,40.0,5,80,27,33.8,2.00,0.67,0.05,0.15,16.4,0,1,1,6.1,5.3,0.07,-1.1,-1.3,Matches
Sergio Ramos,Sevilla,es ESP,DF,37,36.7,7,43,15,34.9,1.17,0.41,0.12,0.33,17.7,5,2,2,3.7,2.9,0.08,+1.3,+1.1,Matches
Youssef En-Nesyri,Sevilla,ma MAR,FW,26,35.9,20,89,38,42.7,2.48,1.06,0.21,0.50,12.2,0,1,1,12.6,11.8,0.14,+5.4,+5.2,Matches
Boubakary Soumaré,Sevilla,fr FRA,MF,24,29.8,0,1,0,0.0,0.03,0.00,0.00,,19.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Loïc Bade,Sevilla,fr FRA,DF,23,29.0,0,15,3,20.0,0.52,0.10,0.00,0.00,12.7,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Ørjan Nyland,Sevilla,no NOR,GK,32,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adrià Pedrosa,Sevilla,es ESP,"DF,FW",25,27.7,2,20,6,30.0,0.72,0.22,0.10,0.33,21.5,0,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Jesús Navas,Sevilla,es ESP,DF,37,26.9,0,7,2,28.6,0.26,0.07,0.00,0.00,25.0,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Nemanja Gudelj,Sevilla,rs SRB,DF,31,26.7,3,23,6,26.1,0.86,0.23,0.13,0.50,22.7,4,0,0,1.2,1.2,0.05,+1.8,+1.8,Matches
Óliver Torres,Sevilla,es ESP,"FW,MF",28,23.3,0,13,4,30.8,0.56,0.17,0.00,0.00,20.4,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Djibril Sow,Sevilla,ch SUI,MF,26,23.1,1,20,5,25.0,0.86,0.22,0.05,0.20,17.5,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Ivan Rakitić,Sevilla,hr CRO,MF,35,22.7,2,35,8,22.9,1.54,0.35,0.06,0.25,26.8,3,0,0,1.4,1.4,0.04,+0.6,+0.6,Matches
Kike Salas,Sevilla,es ESP,DF,21,22.0,3,18,5,27.8,0.82,0.23,0.17,0.60,12.0,0,0,0,0.8,0.8,0.05,+2.2,+2.2,Matches
Juanlu Sánchez,Sevilla,es ESP,DF,19,19.5,1,13,3,23.1,0.67,0.15,0.08,0.33,20.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Suso,Sevilla,es ESP,MF,29,19.5,1,31,7,22.6,1.59,0.36,0.03,0.14,24.4,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Marko Dmitrović,Sevilla,rs SRB,GK,31,19.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marcos Acuña,Sevilla,ar ARG,DF,31,17.6,1,11,4,36.4,0.62,0.23,0.09,0.25,27.6,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
Dodi Lukebakio,Sevilla,be BEL,FW,25,15.2,5,46,18,39.1,3.02,1.18,0.11,0.28,15.0,1,0,0,5.8,5.8,0.13,-0.8,-0.8,Matches
Isaac Bernal,Sevilla,es ESP,FW,23,13.1,6,45,19,42.2,3.44,1.45,0.13,0.32,14.8,0,0,0,7.3,7.3,0.17,-3.3,-3.3,Matches
Érik Lamela,Sevilla,ar ARG,"FW,MF",31,9.4,2,15,5,33.3,1.59,0.53,0.13,0.40,13.3,0,0,0,1.3,1.3,0.13,+0.7,+0.7,Matches
Fernando,Sevilla,br BRA,MF,36,9.4,0,1,0,0.0,0.11,0.00,0.00,,16.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Lucien Agoume,Sevilla,fr FRA,MF,21,8.8,0,6,2,33.3,0.69,0.23,0.00,0.00,13.2,0,0,0,0.9,0.9,0.14,-0.9,-0.9,Matches
Joan Jordán,Sevilla,es ESP,MF,29,8.1,0,11,4,36.4,1.35,0.49,0.00,0.00,21.9,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Rafa Mir,Sevilla,es ESP,FW,26,7.9,3,33,17,51.5,4.19,2.16,0.09,0.18,17.1,0,0,0,1.5,1.5,0.09,+0.5,+0.5,Matches
Tanguy Nianzou,Sevilla,fr FRA,DF,21,6.8,0,4,0,0.0,0.59,0.00,0.00,,16.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Marcão,Sevilla,br BRA,DF,27,6.0,1,2,2,100.0,0.33,0.33,0.50,0.50,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mariano,Sevilla,do DOM,"MF,FW",29,3.6,0,17,3,17.6,4.66,0.82,0.00,0.00,15.3,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
Adnan Januzaj,Sevilla,be BEL,"FW,MF",28,3.5,0,8,2,25.0,2.28,0.57,0.00,0.00,16.8,0,0,0,0.6,0.6,0.10,-0.6,-0.6,Matches
Manuel Sebastián,Sevilla,es ESP,MF,19,2.4,0,1,0,0.0,0.42,0.00,0.00,,31.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Yassine Bounou,Sevilla,ma MAR,GK,32,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Federico Gattoni,Sevilla,ar ARG,DF,24,1.4,1,1,1,100.0,0.70,0.70,1.00,1.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hannibal Mejbri,Sevilla,tn TUN,MF,20,1.2,0,1,0,0.0,0.87,0.00,0.00,,24.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Darío Fuentes,Sevilla,es ESP,DF,20,1.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Alberto López,Sevilla,es ESP,GK,19,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Diego Iturralde,Sevilla,es ESP,DF,20,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alejo Véliz,Sevilla,ar ARG,FW,19,0.4,0,2,2,100.0,5.14,5.14,0.00,0.00,10.1,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches
Jesús Corona,Sevilla,mx MEX,"MF,DF",30,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Gonzalo Montiel,Sevilla,ar ARG,DF,26,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Joaquín Martínez Gauna,Sevilla,es ESP,FW,20,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Óscar Mingueza,Celta Vigo,es ESP,"DF,MF",24,34.6,2,29,13,44.8,0.84,0.38,0.07,0.15,20.4,0,0,0,2.6,2.6,0.09,-0.6,-0.6,Matches
Unai Núñez,Celta Vigo,es ESP,DF,26,33.8,1,23,5,21.7,0.68,0.15,0.04,0.20,14.4,1,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
Jørgen Strand Larsen,Celta Vigo,no NOR,FW,23,32.0,13,82,35,42.7,2.56,1.09,0.16,0.37,11.2,0,0,0,14.5,14.5,0.18,-1.5,-1.5,Matches
Iago Aspas,Celta Vigo,es ESP,FW,35,30.4,9,75,23,30.7,2.47,0.76,0.08,0.26,20.0,6,3,5,11.5,7.5,0.10,-2.5,-1.5,Matches
Fran Beltrán,Celta Vigo,es ESP,MF,24,30.0,0,24,4,16.7,0.80,0.13,0.00,0.00,25.8,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
