Scaled_FoulsDrawnLeadingToShotAttempt,Scaled_DribblesWinningPerc,Scaled_CarriesThatReachesCloseToOpponentGoal(DistTravelled>10Yards),Scaled_TouchesInAtt1/3rd,Scaled_ShotCreatingActionsPer90Min,Scaled_NonPenaltyExpectedGoals,Scaled_SetPiecesPasses,Scaled_TacklesWon,Scaled_TouchesInDefensive1/3rd,Scaled_NonPenaltyGoals-NonPenaltyXG,Scaled_FoulsDrawn,Scaled_SucessfulTakeOns%,Scaled_TimesTackledByADefDuringTakeOn%,Scaled_Interceptions,Scaled_ShortPassesCompleted%,Scaled_InswingingCorners,Scaled_Clearances,Scaled_ThroughBalls,Scaled_TotalPassingDistance,Scaled_PassesIntoPenaltyArea,Scaled_TackleWon,Scaled_Shots,Scaled_ShortPassesCompleted,Scaled_TouchesInMid1/3rd,Scaled_ShotsAttemptLeadingToGoal,Scaled_TouchesInDefensivePenaltyArea,Scaled_SuccessfulTakeOnsLeadingToShotAttempt,Scaled_GoalCreationAccuracy,Scaled_Goals/Shot,Scaled_DistanceTravelledInCarries(Yards),Scaled_Goals,Scaled_TacklesinAtt3rd,Scaled_InGamePasses,Scaled_Switches,Scaled_PassesBlocked,Scaled_CarriesInFinalThird,Scaled_Goals-XG,Scaled_ShotsOnTarget%,Scaled_DistanceTravelledInCarries(Yards)TowardsOpponentGoal,Scaled_TacklesinMid3rd,Scaled_FoulsCommited,Scaled_Goals/ShotOnTarget,Scaled_AverageShotDistance,Scaled_Crosses,Scaled_TacklesAttempted,Scaled_CarriesInPenaltyArea,Scaled_MediumPassesCompleted,Scaled_AerialDuelWinningPercentage,Scaled_SetpiecesLeadingToGoal,Scaled_InPlayPassesThatLeadToShotAttempt,Scaled_AerialDuelWon,Scaled_OutswingingCorners,Scaled_Tackles+Interception,Scaled_LongPassesAttempted,Scaled_LongPassesCompleted%,Scaled_PassesCompleted,Scaled_SetpiecesLeadingToShotAttempt,Scaled_InPlayPassesLeadingToGoal,Scaled_CornersTaken,Scaled_TouchesInAttackingPenaltyArea,Scaled_TacklesinDef3rd,Scaled_NumberOfCarries,Scaled_BallsRecovered,Player,Club,Position,Cluster,Sum
0.105263158,0.462,0.2109375,0.143037975,0.010666667,0.119354839,0.195156695,0.351648352,0.633849039,0.515957447,0.294964029,0.75,0.125,0.566666667,0.945,0,0.495238095,0.071428571,0.57341139,0.188811189,0.351648352,0.12745098,0.44091546,0.491293957,0,0.22901276,0.029411765,0.000222222,0.27,0.627916172,0.159090909,0.12,0.561442565,0.126436782,0.566666667,0.365853659,0.518518519,0.423,0.644302565,0.228571429,0.623762376,0.64,0.202811245,0.083756345,0.328947368,0,0.693349029,0.574,0,0.174358974,0.299516908,0,0.494949495,0.275693312,0.521,0.549335863,0,0.041666667,0,0.122641509,0.356321839,0.61192602,0.47266881,Gianluca Mancini,Roma,DF,1,20.10685213
0,0.474,0.125,0.280379747,0.025,0.016129032,0.121082621,0.736263736,0.358649789,0.313829787,0.230215827,0.5,0.5,0.266666667,0.952,0,0.219047619,0.428571429,0.588198109,0.272727273,0.736263736,0.06372549,0.642690332,0.689655172,0.142857143,0.069845534,0,0.004666667,0,0.496507183,0,0.48,0.631344613,0.413793103,0.266666667,0.225609756,0.317460317,0.154,0.384157559,0.514285714,0.336633663,0,0.447791165,0.050761421,0.532894737,0.005714286,0.551500883,0.381,0,0.379487179,0.077294686,0.012048193,0.505050505,0.260195759,0.715,0.625237192,0.038961039,0.583333333,0.027777778,0.047169811,0.379310345,0.597895408,0.78778135,Koke,Atlético Madrid,MF,1,19.98412936
0,0.727,0.125,0.125316456,0.012555556,0.112903226,0.209401709,0.450549451,0.58790436,0.420212766,0.18705036,0.625,0.125,0.488888889,0.933,0,0.504761905,0.142857143,0.569728452,0.097902098,0.450549451,0.117647059,0.451191032,0.510071697,0.142857143,0.239758227,0,0.000666667,0.21,0.6167787,0.113636364,0.24,0.546749777,0.045977011,0.488888889,0.256097561,0.423280423,0.375,0.652093929,0.357142857,0.326732673,0.56,0.184738956,0.007614213,0.434210526,0,0.752795762,0.69,0,0.143589744,0.420289855,0,0.555555556,0.128874388,0.703,0.566888046,0.025974026,0.041666667,0,0.103773585,0.402298851,0.624043367,0.607717042,Cristian Romero,Tottenham,DF,1,19.96318241
0.263157895,0.559,0.2421875,0.3,0.029888889,0.038709677,0.078347578,0.681318681,0.262072199,0.276595745,0.690647482,0.521,0.266,0.444444444,0.947,0,0.233333333,0.166666667,0.370355101,0.13986014,0.681318681,0.137254902,0.382064456,0.425742574,0,0.059100067,0.117647059,0.002666667,0,0.534466851,0,0.56,0.394701692,0.137931034,0.444444444,0.451219512,0.28042328,0.393,0.458716589,0.5,0.742574257,0,0.465863454,0.017766497,0.664473684,0.034285714,0.412007063,0.577,0,0.312820513,0.144927536,0,0.702020202,0.112561175,0.754,0.394924099,0,0.25,0,0.091194969,0.597701149,0.462053571,0.620578778,Eduardo Camavinga,Real Madrid,MF,1,19.8280358
0.105263158,0.487,0.2421875,0.451898734,0.035111111,0.087096774,0.418803419,0.626373626,0.303328645,0.25,0.323741007,0.617,0.283,0.455555556,0.886,0,0.228571429,0.428571429,0.354221636,0.377622378,0.626373626,0.210784314,0.368052312,0.349265961,0.285714286,0.053055742,0.176470588,0.005333333,0.02,0.428891525,0.022727273,0.52,0.378895815,0.091954023,0.455555556,0.365853659,0.253968254,0.279,0.38004545,0.457142857,0.346534653,0.08,0.365461847,0.197969543,0.592105263,0.045714286,0.387875221,0.463,0,0.430769231,0.120772947,0,0.636363636,0.163132137,0.495,0.372628083,0.051948052,0.5,0,0.238993711,0.517241379,0.426977041,0.639871383,Benjamin Henrichs,RB Leipzig,"DF,MF",1,19.76278939
0.052631579,0.444,0.33203125,0.343670886,0.031666667,0.187096774,0.085470085,0.373626374,0.285513361,0.35106383,0.143884892,0.552,0.345,0.6,0.928,0,0.295238095,0.285714286,0.47489281,0.20979021,0.373626374,0.333333333,0.449322746,0.515192899,0,0.074546676,0.058823529,0.005,0.09,0.535059971,0.136363636,0.44,0.495102404,0.149425287,0.6,0.402439024,0.354497354,0.221,0.492587382,0.271428571,0.366336634,0.4,0.319277108,0.025380711,0.355263158,0.022857143,0.546792231,0.537,0,0.420512821,0.212560386,0,0.525252525,0.146003263,0.726,0.487428843,0.025974026,0.625,0,0.232704403,0.275862069,0.479272959,0.710610932,Leon Goretzka,Bayern Munich,"MF,DF",1,19.7591295
0,0.425,0.1953125,0.52721519,0.027777778,0.05483871,0.485754986,0.373626374,0.343647445,0.462765957,0.115107914,0.462,0.5,0.488888889,0.91,0,0.414285714,0.119047619,0.476734279,0.356643357,0.373626374,0.112745098,0.580102756,0.511095937,0.142857143,0.092008059,0.058823529,0.002444444,0.17,0.405496244,0.090909091,0.36,0.525823687,0.172413793,0.488888889,0.256097561,0.465608466,0.348,0.35201818,0.385714286,0.297029703,0.5,0.265060241,0.172588832,0.375,0.062857143,0.528546204,0.634,0,0.466666667,0.217391304,0,0.494949495,0.163947798,0.473,0.541034156,0.077922078,0.333333333,0,0.245283019,0.24137931,0.528380102,0.466237942,Ben White,Arsenal,DF,1,19.71792757
0.105263158,0.678,0.03125,0.153797468,0.012222222,0.106451613,0.078347578,1,0.266760431,0.377659574,0.496402878,0.5,0.409,0.6,0.891,0,0.276190476,0.142857143,0.262904024,0.048951049,1,0.25,0.243811303,0.330146808,0.142857143,0.080591001,0,0.000777778,0.08,0.186898642,0.090909091,0.48,0.28317008,0.229885057,0.6,0.073170732,0.380952381,0.275,0.11405692,0.857142857,0.623762376,0.29,0.333333333,0.017766497,1,0,0.264273102,0.563,0,0.117948718,0.193236715,0,1,0.132952692,0.62,0.260436433,0.025974026,0.041666667,0,0.128930818,0.91954023,0.255739796,0.627009646,João Palhinha,Fulham,MF,1,19.55199846
0.210526316,0.4,0.08203125,0.311392405,0.028888889,0.077419355,0.293447293,0.406593407,0.199249883,0.319148936,0.431654676,0.561,0.366,0.511111111,0.852,0.338983051,0.20952381,0.119047619,0.338390501,0.202797203,0.406593407,0.210784314,0.219990659,0.39364971,0,0.053055742,0.088235294,0.003,0.05,0.461315408,0.159090909,0.36,0.325912734,0.172413793,0.511111111,0.207317073,0.328042328,0.256,0.304620712,0.471428571,0.633663366,0.18,0.47188755,0.365482234,0.427631579,0.022857143,0.368452031,0.458,0.3,0.220512821,0.15942029,0.56626506,0.535353535,0.246329527,0.526,0.305265655,0.337662338,0.166666667,0.527777778,0.088050314,0.264367816,0.447066327,0.591639871,Vincent Sierro,Toulouse,MF,1,19.45211937
0.105263158,0.49,0.25390625,0.443037975,0.040333333,0.148387097,0.259259259,0.373626374,0.156118143,0.255319149,0.18705036,0.407,0.519,0.222222222,0.879,0.381355932,0.157142857,0.19047619,0.378627968,0.335664336,0.373626374,0.264705882,0.261092947,0.382041652,0.142857143,0.035594359,0.058823529,0.005444444,0.07,0.568011072,0.113636364,0.44,0.375779163,0.103448276,0.222222222,0.426829268,0.26984127,0.278,0.38134401,0.228571429,0.336633663,0.27,0.425702811,0.418781726,0.342105263,0.091428571,0.416715715,0.393,0.1,0.466666667,0.106280193,0.385542169,0.363636364,0.259380098,0.519,0.349383302,0.337662338,0.583333333,0.527777778,0.169811321,0.287356322,0.496492347,0.59807074,Jordan Veretout,Marseille,MF,1,19.42942073
0.052631579,0.492,0.1796875,0.217088608,0.016444444,0.048387097,0.367521368,0.417582418,0.5100797,0.313829787,0.201438849,0.586,0.31,0.433333333,0.938,0,0.561904762,0.071428571,0.549747142,0.167832168,0.417582418,0.132352941,0.526389538,0.541481734,0.142857143,0.130960376,0.029411765,0.002444444,0.07,0.449123501,0.045454545,0.2,0.537177204,0.735632184,0.433333333,0.25,0.317460317,0.296,0.405583811,0.214285714,0.465346535,0.25,0.323293173,0.154822335,0.348684211,0.005714286,0.536197763,0.582,0.1,0.241025641,0.256038647,0,0.449494949,0.292822186,0.588,0.545066414,0.051948052,0.208333333,0,0.097484277,0.379310345,0.539540816,0.678456592,Mario Hermoso,Atlético Madrid,DF,1,19.40604785
0.473684211,0.477,0.61328125,0.442405063,0.036333333,0.24516129,0.086894587,0.538461538,0.159399906,0.308510638,0.54676259,0.516,0.389,0.222222222,0.894,0,0.147619048,0.119047619,0.200445251,0.307692308,0.538461538,0.416666667,0.304530593,0.219870263,0.428571429,0.0322364,0.264705882,0.006222222,0.09,0.483063134,0.181818182,0.56,0.268032057,0.114942529,0.222222222,0.603658537,0.312169312,0.412,0.491072395,0.271428571,0.366336634,0.23,0.305220884,0.159898477,0.480263158,0.314285714,0.177751619,0.303,0,0.343589744,0.048309179,0,0.449494949,0.061990212,0.632,0.246916509,0.012987013,0.458333333,0.016666667,0.449685535,0.459770115,0.344387755,0.559485531,Samuel Lino,Atlético Madrid,DF,1,19.36596581
0.368421053,0.341,0.54296875,0.62721519,0.051888889,0.232258065,0.222222222,0.263736264,0.060947023,0.329787234,0.294964029,0.515,0.442,0.111111111,0.872,0.305084746,0.042857143,0.023809524,0.195814094,0.440559441,0.263736264,0.529411765,0.229332088,0.185046091,0.142857143,0.013431833,0.823529412,0.006666667,0.09,0.614472123,0.25,0.36,0.236197685,0.057471264,0.111111111,0.554878049,0.343915344,0.389,0.501785521,0.257142857,0.257425743,0.24,0.387550201,0.52284264,0.236842105,0.36,0.201883461,0.3,0.2,0.358974359,0.028985507,0.397590361,0.232323232,0.108482871,0.368,0.214895636,0.298701299,0.416666667,0.538888889,0.421383648,0.103448276,0.381696429,0.382636656,Edon Zhegrova,Lille,FW,1,19.20284797
0.315789474,0.424,0.234375,0.356962025,0.040222222,0.074193548,0.111111111,0.56043956,0.158931083,0.218085106,0.323741007,0.52,0.418,0.622222222,0.854,0.245762712,0.252380952,0.404761905,0.258382806,0.293706294,0.56043956,0.235294118,0.186361513,0.299078184,0,0.059100067,0.205882353,0.002111111,0.02,0.380189798,0.022727273,0.68,0.270926091,0.206896552,0.622222222,0.353658537,0.222222222,0.313,0.290120117,0.5,0.495049505,0.07,0.375502008,0.218274112,0.565789474,0.08,0.250147145,0.356,0.1,0.451282051,0.101449275,0,0.696969697,0.206362153,0.565,0.234345351,0.103896104,0.208333333,0.166666667,0.216981132,0.390804598,0.297512755,0.742765273,Ryan Christie,Bournemouth,MF,1,19.01042738
0,0.615,0.140625,0.129113924,0.015666667,0.051612903,0.118233618,0.406593407,0.662447257,0.255319149,0.179856115,0.6,0.2,0.455555556,0.947,0,0.452380952,0.095238095,0.646424252,0.083916084,0.406593407,0.098039216,0.544605325,0.573574599,0,0.245802552,0,0.001,0,0.83801239,0,0.16,0.642920748,0.08045977,0.455555556,0.335365854,0.259259259,0.3,0.840277026,0.314285714,0.277227723,0,0.206827309,0.015228426,0.355263158,0.017142857,0.80223661,0.62,0,0.225641026,0.38647343,0,0.454545455,0.184339315,0.735,0.651802657,0,0.125,0,0.08490566,0.32183908,0.767857143,0.511254019,Jan Paul van Hecke,Brighton,DF,1,18.89331826
0.157894737,0.43,0.23828125,0.415189873,0.034111111,0.070967742,0.421652422,0.483516484,0.226910455,0.329787234,0.294964029,0.553,0.395,0.355555556,0.869,0.110169492,0.214285714,0.261904762,0.315001099,0.363636364,0.483516484,0.088235294,0.310135451,0.333219529,0,0.053727334,0.088235294,0.003111111,0.11,0.470871227,0.045454545,0.32,0.327248442,0.114942529,0.355555556,0.396341463,0.333333333,0.278,0.351152473,0.371428571,0.336633663,0.4,0.279116466,0.324873096,0.519736842,0.074285714,0.346674514,0.436,0,0.379487179,0.082125604,0.144578313,0.550505051,0.150897227,0.53,0.327798861,0.168831169,0.333333333,0.155555556,0.245283019,0.517241379,0.441964286,0.578778135,Gabriel Suazo,Toulouse,DF,1,18.69903637
0.052631579,0.5,0.09375,0.085443038,0.014222222,0.083870968,0.165242165,0.340659341,0.570089076,0.414893617,0.09352518,0.667,0.222,0.366666667,0.941,0,0.585714286,0,0.642287819,0.027972028,0.340659341,0.147058824,0.414292387,0.559918061,0,0.195433177,0.029411765,0.001555556,0.13,0.614208515,0.090909091,0.16,0.572573464,0.597701149,0.366666667,0.115853659,0.417989418,0.333,0.586191971,0.214285714,0.277227723,0.4,0.208835341,0.010152284,0.25,0.005714286,0.705120659,0.633,0,0.184615385,0.483091787,0,0.348484848,0.341761827,0.723,0.57329222,0,0.208333333,0,0.147798742,0.218390805,0.588647959,0.556270096,Amir Rrahmani,Napoli,DF,1,18.61841404
0.368421053,0.283,0.5234375,0.64556962,0.057555556,0.174193548,0.242165242,0.098901099,0.099859353,0.425531915,0.381294964,0.352,0.457,0.188888889,0.894,0.322033898,0.061904762,0.095238095,0.27457124,0.657342657,0.098901099,0.426470588,0.302195236,0.232502561,0,0.013431833,0.264705882,0.005777778,0.08,0.577632793,0.204545455,0.16,0.310552093,0.459770115,0.188888889,0.585365854,0.412698413,0.253,0.449302024,0.114285714,0.168316832,0.32,0.401606426,0.434010152,0.144736842,0.154285714,0.214832254,0.286,0.2,0.615384615,0.028985507,0.180722892,0.191919192,0.207177814,0.555,0.283918406,0.246753247,0.5,0.438888889,0.314465409,0.114942529,0.372767857,0.408360129,Matteo Politano,Napoli,FW,1,18.52601042
0,0.575,0.0859375,0.064556962,0.008,0.116129032,0.103988604,0.351648352,0.673699015,0.361702128,0.122302158,0.5,0.375,0.477777778,0.917,0,0.752380952,0.142857143,0.631019129,0.076923077,0.351648352,0.171568627,0.330219524,0.517241379,0,0.274680994,0.029411765,0.001222222,0.11,0.594503756,0.090909091,0,0.578138914,0.022988506,0.477777778,0.12195122,0.365079365,0.2,0.573531003,0.185714286,0.277227723,0.57,0.196787149,0.010152284,0.302631579,0,0.854031783,0.627,0,0.102564103,0.45410628,0,0.439393939,0.257748777,0.617,0.560721063,0,0.166666667,0,0.13836478,0.379310345,0.612882653,0.540192926,Robin Koch,Eint Frankfurt,DF,1,18.43929066
0.105263158,0.27,0.3125,0.721518987,0.05,0.425806452,0.299145299,0.197802198,0.052039381,0.382978723,0.115107914,0.51,0.49,0.033333333,0.912,0.423728814,0.076190476,0.261904762,0.223601033,0.307692308,0.197802198,0.607843137,0.336758524,0.184363264,0,0.014775017,0.176470588,0.006555556,0.12,0.346447871,0.386363636,0.48,0.273374889,0.022988506,0.033333333,0.432926829,0.412698413,0.419,0.276377015,0.142857143,0.257425743,0.29,0.329317269,0.461928934,0.177631579,0.16,0.180694526,0.161,0.2,0.441025641,0.024154589,0.493975904,0.146464646,0.132952692,0.429,0.277039848,0.480519481,0.583333333,0.816666667,0.522012579,0.057471264,0.332589286,0.337620579,Julián Álvarez,Manchester City,"MF,FW",1,18.33437332
0.105263158,0.455,0.20703125,0.289873418,0.037111111,0.161290323,0.118233618,0.450549451,0.167369902,0.287234043,0.244604317,0.582,0.388,0.422222222,0.867,0,0.147619048,0.30952381,0.327066843,0.300699301,0.450549451,0.264705882,0.322279309,0.453738477,0.571428571,0.04432505,0.058823529,0.003666667,0.07,0.598523791,0.090909091,0.24,0.376892253,0.045977011,0.422222222,0.506097561,0.291005291,0.259,0.459582296,0.514285714,0.405940594,0.29,0.36746988,0.035532995,0.401315789,0.045714286,0.353737493,0.515,0,0.405128205,0.082125604,0,0.494949495,0.146818923,0.589,0.344639469,0.038961039,0.25,0,0.15408805,0.218390805,0.514668367,0.739549839,Youssouf Fofana,Monaco,MF,1,18.30473481
0,0.571,0.2890625,0.476582278,0.025555556,0.05483871,0.423076923,0.318681319,0.289263947,0.356382979,0.100719424,0.54,0.38,0.422222222,0.881,0.008474576,0.3,0,0.357808377,0.286713287,0.318681319,0.098039216,0.430639888,0.376920451,0.142857143,0.054398925,0.058823529,0.005111111,0.1,0.423751153,0.045454545,0.32,0.404274265,0.126436782,0.422222222,0.347560976,0.35978836,0.35,0.331241208,0.242857143,0.297029703,0.29,0.297188755,0.365482234,0.302631579,0.04,0.374337846,0.602,0.2,0.38974359,0.299516908,0.060240964,0.409090909,0.159053834,0.456,0.399193548,0.051948052,0.583333333,0.072222222,0.125786164,0.24137931,0.413584184,0.807073955,Matteo Ruggeri,Atalanta,DF,1,18.27727742
0,0.429,0.046875,0.251265823,0.029,0.025806452,0.284900285,0.384615385,0.292076887,0.35106383,0.460431655,0.636,0.303,0.288888889,0.927,0.262711864,0.157142857,0.119047619,0.485075858,0.230769231,0.384615385,0.073529412,0.365249883,0.475247525,0.142857143,0.067159167,0,0.003666667,0.07,0.368393304,0.090909091,0.28,0.43588602,0.16091954,0.288888889,0.115853659,0.386243386,0.267,0.257223244,0.385714286,0.257425743,0.25,0.491967871,0.208121827,0.335526316,0.005714286,0.506180106,0.65,0.2,0.302564103,0.125603865,0.21686747,0.378787879,0.270799347,0.702,0.452324478,0.337662338,0.333333333,0.333333333,0.040880503,0.195402299,0.418367347,0.672025723,Daniel Parejo,Villarreal,MF,1,18.2689164
0.315789474,0.286,0.52734375,0.525316456,0.047,0.264516129,0.091168091,0.175824176,0.090482888,0.542553191,0.287769784,0.509,0.403,0.133333333,0.835,0.254237288,0.042857143,0.333333333,0.168947889,0.447552448,0.175824176,0.392156863,0.208313872,0.147832025,0.428571429,0.014775017,0.470588235,0.005666667,0.15,0.474825359,0.272727273,0.24,0.225957257,0.137931034,0.133333333,0.402439024,0.544973545,0.338,0.375067633,0.085714286,0.386138614,0.44,0.305220884,0.312182741,0.138157895,0.36,0.143613891,0.391,0.2,0.446153846,0.086956522,0.036144578,0.166666667,0.104404568,0.531,0.184060721,0.142857143,0.416666667,0.277777778,0.572327044,0.103448276,0.312818878,0.459807074,Leon Bailey,Aston Villa,"MF,FW",1,18.02312619
0,0.688,0.1640625,0.10443038,0.018111111,0.077419355,0.150997151,0.472527473,0.384435068,0.265957447,0.071942446,0.484,0.516,0.655555556,0.907,0,0.552380952,0.119047619,0.450390281,0.034965035,0.472527473,0.171568627,0.222326016,0.420962786,0,0.159167226,0,0.000333333,0.09,0.673718202,0.068181818,0.16,0.384683882,0.126436782,0.655555556,0.158536585,0.26984127,0.2,0.590845147,0.328571429,0.316831683,0.43,0.277108434,0.017766497,0.427631579,0.011428571,0.503237198,0.584,0,0.220512821,0.217391304,0,0.606060606,0.279771615,0.7,0.37926945,0,0.041666667,0,0.100628931,0.436781609,0.504464286,0.697749196,Emmanuel Agbadou,Reims,DF,1,18.02277895
0.315789474,0.404,0.33203125,0.533544304,0.039222222,0.367741935,0.068376068,0.318681319,0.060009376,0.372340426,0.517985612,0.381,0.532,0.222222222,0.777,0.008474576,0.052380952,0.119047619,0.206849164,0.363636364,0.318681319,0.62745098,0.18215787,0.22942984,0.285714286,0.013431833,0.264705882,0.004333333,0.09,0.398576512,0.318181818,0.44,0.250222618,0.24137931,0.222222222,0.487804878,0.317460317,0.359,0.297803268,0.185714286,0.287128713,0.26,0.301204819,0.159898477,0.289473684,0.182857143,0.187757504,0.552,0,0.41025641,0.458937198,0,0.308080808,0.128058728,0.643,0.197106262,0,0.416666667,0.005555556,0.647798742,0.229885057,0.335778061,0.418006431,Nicolás González,Fiorentina,FW,1,17.94605372
0.526315789,0.517,0.2265625,0.539240506,0.075444444,0.206451613,0.237891738,0.208791209,0.063759962,0.212765957,0.539568345,0.395,0.42,0.144444444,0.923,0.381355932,0.047619048,0.333333333,0.268153584,0.412587413,0.208791209,0.289215686,0.294722092,0.264254012,0.142857143,0.0161182,0.294117647,0.008888889,0.07,0.421444576,0.090909091,0.4,0.29430098,0.068965517,0.144444444,0.365853659,0.216931217,0.39,0.280164484,0.257142857,0.207920792,0.17,0.359437751,0.345177665,0.217105263,0.177142857,0.268981754,0.333,0.1,0.564102564,0.014492754,0.409638554,0.232323232,0.146818923,0.522,0.287001898,0.285714286,0.541666667,0.533333333,0.352201258,0.057471264,0.398915816,0.192926045,James Maddison,Tottenham,MF,1,17.9157802
0.052631579,0.659,0.0546875,0.066455696,0.008444444,0.093548387,0.086894587,0.395604396,0.546647914,0.39893617,0.223021583,0.583,0.25,0.555555556,0.91,0,0.819047619,0.023809524,0.48312445,0.034965035,0.395604396,0.210784314,0.223260159,0.33629225,0.142857143,0.217595702,0,0.001333333,0.12,0.430736787,0.159090909,0.08,0.395814782,0.448275862,0.555555556,0.073170732,0.412698413,0.349,0.36413808,0.171428571,0.356435644,0.33,0.329317269,0.007614213,0.309210526,0.017142857,0.501471454,0.634,0,0.107692308,0.468599034,0,0.464646465,0.302610114,0.757,0.385436433,0,0.125,0,0.128930818,0.379310345,0.394451531,0.540192926,Sergio Ramos,Sevilla,DF,1,17.87207336
0.052631579,0.653,0.125,0.239873418,0.016888889,0.035483871,0.319088319,0.571428571,0.305672761,0.388297872,0.107913669,0.559,0.412,0.855555556,0.865,0.06779661,0.471428571,0.023809524,0.276701297,0.118881119,0.571428571,0.112745098,0.210182158,0.283714578,0,0.096037609,0.058823529,0.000777778,0.09,0.41557928,0.045454545,0.32,0.276491541,0.08045977,0.855555556,0.213414634,0.391534392,0.217,0.271182772,0.428571429,0.386138614,0.4,0.441767068,0.230964467,0.572368421,0.017142857,0.307239553,0.359,0,0.128205128,0.111111111,0.048192771,0.797979798,0.199021207,0.459,0.262808349,0.12987013,0.041666667,0.083333333,0.053459119,0.563218391,0.367028061,0.437299035,Frederic Guilbert,Strasbourg,"DF,MF",1,17.80121895
0.368421053,0.394,0.4140625,0.472151899,0.056555556,0.238709677,0.199430199,0.527472527,0.074542897,0.159574468,0.388489209,0.441,0.471,0.077777778,0.873,0.161016949,0.038095238,0.142857143,0.197298263,0.251748252,0.527472527,0.215686275,0.249883232,0.220894503,0.428571429,0.010745467,0.058823529,0.009111111,0.09,0.474034533,0.090909091,0.68,0.241985752,0.034482759,0.077777778,0.445121951,0.164021164,0.409,0.367709122,0.442857143,0.257425743,0.22,0.287148594,0.210659898,0.480263158,0.182857143,0.195409064,0.344,0.3,0.343589744,0.053140097,0.144578313,0.404040404,0.088907015,0.477,0.232447818,0.311688312,0.333333333,0.288888889,0.364779874,0.287356322,0.36192602,0.389067524,Rémy Cabella,Lille,"FW,MF",1,17.74479824
