Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
Joffrey Bazié,Lille,0.4,FW,0,-1.08,14,14,0.2,0,,0,1,14,2,3.00,0,0,0.00,0.2,0.4,-0.2,-1.35,-2.47,Matches,
Ichem Ferrah,Lille,0.3,FW,0,-0.66,13,7,0.1,0,,0,2,7,7,3.00,0,0,0.00,0.2,0.2,-0.1,-0.49,-1.02,Matches,
Adame Faiz,Lille,0.7,MF,0,-1.07,8,8,0.1,0,,0,1,8,3,3.00,0,0,0.00,0.3,0.2,+0.1,+1.49,+0.40,Matches,
Tom Negrel,Lille,,GK,,,,,,0,,0,0,,9,,,,,,,,,,Matches,
Mohamed Amine Ezzarhouni,Lille,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Lilian Baret,Lille,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Adam Jakubech,Lille,,GK,,,,,,0,,0,0,,13,,,,,,,,,,Matches,
Lisandru Olmeta,Lille,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Vincent Burlet,Lille,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Ousmane Toure,Lille,,DF,,,,,,0,,0,0,,10,,,,,,,,,,Matches,
Rafael Fernandes,Lille,,DF,,,,,,0,,0,0,,6,,,,,,,,,,Matches,
Guglielmo Vicario,Tottenham,96.8,GK,62,,"3,600",90,40.0,40,90,40,0,,1,1.73,75,+13,+0.32,68.2,63.4,+4.8,+0.13,,Matches,
Pedro Porro,Tottenham,90.8,DF,55,+0.06,"3,269",88,36.3,37,88,33,0,,1,1.76,67,+12,+0.33,61.9,57.8,+4.1,+0.12,-0.05,Matches,
Dejan Kulusevski,Tottenham,80.4,"FW,MF",47,+0.08,"2,991",77,33.2,33,85,23,6,30,0,1.69,58,+11,+0.33,55.0,48.7,+6.3,+0.20,+0.41,Matches,
Son Heung-min,Tottenham,84.3,FW,51,+0.20,"2,984",83,33.2,34,85,19,2,40,0,1.72,63,+12,+0.36,59.4,53.9,+5.4,+0.17,+0.29,Matches,
Cristian Romero,Tottenham,77.4,DF,43,+1.50,"2,880",85,32.0,34,85,31,0,,1,1.82,63,+20,+0.62,58.1,45.4,+12.7,+0.41,+1.55,Matches,
Destiny Udogie,Tottenham,69.1,DF,41,+0.82,"2,571",86,28.6,30,86,23,0,,1,1.90,57,+16,+0.56,48.3,42.4,+5.9,+0.22,+0.32,Matches,
Micky van de Ven,Tottenham,68.5,DF,40,-0.10,"2,549",88,28.3,29,88,25,0,,2,1.76,48,+8,+0.28,43.7,38.3,+5.4,+0.21,+0.26,Matches,
Brennan Johnson,Tottenham,62.2,FW,37,+0.52,"2,238",66,24.9,25,79,8,9,31,0,1.56,50,+13,+0.52,42.1,40.6,+1.5,+0.06,-0.16,Matches,
James Maddison,Tottenham,58.9,MF,32,+0.63,"2,192",73,24.4,26,80,4,4,29,0,1.77,46,+14,+0.57,41.9,33.2,+8.7,+0.37,+0.64,Matches,
Pape Matar Sarr,Tottenham,59.8,MF,27,+0.55,"2,118",61,23.5,27,71,4,8,26,0,1.77,40,+13,+0.55,37.6,34.2,+3.4,+0.15,+0.05,Matches,
Yves Bissouma,Tottenham,58.4,MF,35,+0.24,"2,068",74,23.0,26,77,8,2,28,1,1.75,45,+10,+0.44,37.3,37.8,-0.5,-0.02,-0.38,Matches,
Richarlison,Tottenham,46.6,FW,20,+1.26,"1,734",56,19.3,21,75,7,10,15,1,1.77,39,+19,+0.99,30.2,25.6,+4.5,+0.27,+0.26,Matches,
Pierre Højbjerg,Tottenham,41.2,MF,30,-0.24,"1,534",39,17.0,10,87,5,29,23,2,1.77,33,+3,+0.18,27.6,25.4,+2.2,+0.15,+0.04,Matches,
Emerson,Tottenham,36.9,DF,32,-1.33,"1,371",57,15.2,13,89,10,11,19,17,1.67,24,-8,-0.53,18.5,28.3,-9.8,-0.76,-1.34,Matches,
Ben Davies,Tottenham,34.9,DF,22,+0.05,"1,300",68,14.4,14,89,12,5,12,14,1.84,27,+5,+0.35,22.1,21.8,+0.3,+0.02,-0.15,Matches,
Rodrigo Bentancur,Tottenham,32.2,MF,25,-1.28,"1,159",46,12.9,15,61,1,10,24,0,1.44,18,-7,-0.54,19.9,20.7,-0.8,-0.07,-0.28,Matches,
Timo Werner,Tottenham,25.0,FW,17,-0.30,899,64,10.0,11,77,3,3,16,0,1.50,18,+1,+0.10,17.2,11.5,+5.8,+0.64,+0.67,Matches,
Oliver Skipp,Tottenham,23.5,"MF,DF",19,-0.82,873,36,9.7,7,73,1,17,21,10,1.83,16,-3,-0.31,14.7,17.0,-2.3,-0.30,-0.53,Matches,
Giovani Lo Celso,Tottenham,16.3,MF,13,-0.55,608,25,6.8,6,69,0,18,11,6,1.38,12,-1,-0.15,12.6,12.5,+0.1,+0.02,-0.13,Matches,
Radu Drăgușin,Tottenham,11.9,DF,7,+0.33,429,48,4.8,4,90,4,5,14,10,1.89,10,+3,+0.63,12.8,8.3,+4.5,+0.95,+0.94,Matches,
Manor Solomon,Tottenham,7.9,FW,3,+1.04,280,47,3.1,3,76,0,3,18,2,2.33,7,+4,+1.29,4.7,1.8,+2.9,+1.31,+1.26,Matches,
Bryan Gil,Tottenham,6.7,"FW,MF",11,-2.74,242,20,2.7,2,58,0,10,13,14,1.25,5,-6,-2.23,5.3,7.3,-2.0,-0.85,-1.04,Matches,
Eric Dier,Tottenham,5.9,DF,8,-3.69,201,50,2.2,1,90,1,3,37,8,1.50,1,-7,-3.13,2.6,6.9,-4.3,-1.94,-2.19,Matches,
Davinson Sánchez,Tottenham,5.6,DF,3,-0.83,197,99,2.2,1,120,1,1,77,3,1.00,2,-1,-0.46,0.7,2.2,-1.5,-1.80,-1.97,Matches,
Ivan Perišić,Tottenham,4.9,FW,2,+1.29,173,29,1.9,1,70,0,5,21,0,2.33,5,+3,+1.56,2.1,1.5,+0.7,+0.60,+0.48,Matches,
Fraser Forster,Tottenham,3.2,GK,1,,120,120,1.3,1,120,1,0,,25,1.00,1,0,0.00,,,,,,Matches,
Dane Scarlett,Tottenham,2.8,FW,0,+1.42,106,15,1.2,0,,0,7,15,4,2.29,2,+2,+1.70,1.3,0.0,+1.3,+5.24,+5.14,Matches,
Alejo Véliz,Tottenham,1.5,FW,2,+1.48,50,6,0.6,0,,0,8,6,5,1.88,3,+1,+1.80,2.1,1.8,+0.2,+0.45,+0.33,Matches,
Jamie Donley,Tottenham,0.3,FW,1,-8.53,11,3,0.1,0,,0,4,3,10,2.50,0,-1,-8.18,0.0,0.5,-0.5,-14.76,-14.90,Matches,
Ryan Sessegnon,Tottenham,4.4,"DF,FW",0,0.00,8,8,0.1,0,,0,1,8,0,3.00,0,0,0.00,,,,,,Matches,
Mikey Moore,Tottenham,0.1,MF,0,-0.34,4,2,0.0,0,,0,2,2,3,1.50,0,0,0.00,0.0,0.1,0.0,-0.37,-0.49,Matches,
Alfie Dorrington,Tottenham,,DF,,,,,,0,,0,0,,11,,,,,,,,,,Matches,
Tyrese Hall,Tottenham,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Ashley Phillips,Tottenham,,DF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Yago Santiago,Tottenham,,"FW,MF",,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Brandon Austin,Tottenham,,GK,,,,,,0,,0,0,,18,,,,,,,,,,Matches,
Alfie Whiteman,Tottenham,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Bryan Cristante,Roma,92.8,"MF,DF",56,+0.32,"4,538",87,50.4,50,90,47,2,25,0,1.63,85,+29,+0.58,67.5,53.5,+14.0,+0.29,+0.53,Matches,
Gianluca Mancini,Roma,82.6,DF,49,-0.49,"4,041",82,44.9,47,85,37,2,15,2,1.63,70,+21,+0.47,56.5,50.1,+6.5,+0.15,-0.59,Matches,
Romelu Lukaku,Roma,79.7,FW,42,+1.26,"3,897",83,43.3,45,86,31,2,23,0,1.90,77,+35,+0.81,55.4,44.9,+10.5,+0.26,+0.04,Matches,
Leandro Paredes,Roma,78.6,MF,47,-0.83,"3,842",78,42.7,44,83,25,5,36,1,1.72,63,+16,+0.37,51.7,43.1,+8.5,+0.21,-0.16,Matches,
Obite N'Dicka,Roma,62.1,DF,34,+0.27,"2,924",86,32.5,33,88,30,1,36,5,1.71,56,+22,+0.68,42.6,38.4,+4.1,+0.13,-0.31,Matches,
Diego Llorente,Roma,58.7,DF,36,-0.12,"2,871",70,31.9,35,78,24,6,23,8,1.78,52,+16,+0.50,42.3,30.6,+11.7,+0.37,+0.31,Matches,
Stephan El Shaarawy,Roma,57.1,"FW,DF",35,+0.44,"2,790",58,31.0,31,78,11,17,22,6,1.67,58,+23,+0.74,41.8,34.4,+7.4,+0.25,0.00,Matches,
Mile Svilar,Roma,55.8,GK,32,+0.02,"2,730",91,30.3,30,91,30,0,,24,1.77,49,+17,+0.56,39.7,37.5,+2.1,+0.07,-0.39,Matches,
Lorenzo Pellegrini,Roma,55.6,MF,35,+0.10,"2,720",66,30.2,29,81,12,12,30,3,1.61,53,+18,+0.60,40.1,33.4,+6.7,+0.23,-0.03,Matches,
Paulo Dybala,Roma,54.2,"FW,MF",33,+0.65,"2,651",68,29.5,33,75,7,6,28,4,1.75,58,+25,+0.85,41.9,28.7,+13.2,+0.46,+0.47,Matches,
Edoardo Bove,Roma,53.8,MF,30,-0.16,"2,629",58,29.2,28,78,12,17,26,8,1.76,44,+14,+0.48,37.3,29.7,+7.6,+0.28,+0.06,Matches,
Rui Patrício,Roma,44.2,GK,28,+0.17,"2,160",90,24.0,24,90,24,0,,30,1.58,41,+13,+0.54,31.7,20.8,+10.9,+0.47,+0.56,Matches,
Leonardo Spinazzola,Roma,42.2,DF,24,+0.18,"2,065",57,22.9,23,75,9,13,26,7,1.61,39,+15,+0.65,30.1,23.3,+6.8,+0.30,+0.10,Matches,
Rasmus Kristensen,Roma,52.2,DF,29,-0.69,"1,879",61,20.9,20,81,13,11,24,6,1.77,32,+3,+0.14,25.2,23.6,+1.6,+0.08,-0.34,Matches,
Rick Karsdorp,Roma,36.8,DF,19,-0.08,"1,801",64,20.0,21,75,6,7,31,22,1.93,29,+10,+0.50,27.6,17.4,+10.3,+0.55,+0.47,Matches,
Nicola Zalewski,Roma,31.7,"DF,FW",18,-0.47,"1,548",47,17.2,16,69,1,17,26,19,1.58,22,+4,+0.23,20.2,21.0,-0.8,-0.05,-0.43,Matches,
Zeki Çelik,Roma,31.3,DF,16,+0.31,"1,530",53,17.0,16,79,11,13,21,24,1.76,29,+13,+0.76,22.7,18.6,+4.2,+0.26,+0.01,Matches,
Angeliño,Roma,27.0,DF,18,-0.20,"1,274",64,14.2,15,76,5,5,27,4,1.65,24,+6,+0.42,19.6,19.0,+0.5,+0.04,-0.28,Matches,
Houssem Aouar,Roma,24.5,"MF,FW",11,+0.07,"1,154",46,12.8,15,64,2,10,19,19,1.76,19,+8,+0.62,17.4,12.5,+4.8,+0.39,+0.18,Matches,
Andrea Belotti,Roma,20.6,FW,14,-0.24,"1,005",46,11.2,10,77,5,12,20,8,1.64,18,+4,+0.36,16.8,9.5,+7.3,+0.69,+0.56,Matches,
Sardar Azmoun,Roma,16.7,"FW,MF",7,+1.32,816,28,9.1,5,76,1,24,18,9,1.52,22,+15,+1.65,17.3,11.3,+5.9,+0.70,+0.54,Matches,
Chris Smalling,Roma,14.2,DF,13,-0.98,670,56,7.4,7,84,5,5,16,10,1.92,11,-2,-0.27,9.6,9.0,+0.6,+0.08,-0.19,Matches,
Tommaso Baldanzi,Roma,13.9,"FW,MF",7,-0.51,654,36,7.3,7,70,0,11,15,6,1.50,8,+1,+0.14,9.9,9.8,+0.1,+0.01,-0.27,Matches,
Dean Huijsen,Roma,16.4,DF,11,-0.93,589,42,6.5,5,71,2,9,26,7,1.93,9,-2,-0.31,5.6,7.1,-1.5,-0.26,-0.60,Matches,
Tammy Abraham,Roma,6.9,FW,7,-1.51,325,27,3.6,2,60,0,10,21,1,1.50,4,-3,-0.83,4.6,7.2,-2.5,-0.70,-1.02,Matches,
Renato Sanches,Roma,5.4,MF,5,+0.83,266,22,3.0,3,44,0,9,15,19,1.83,9,+4,+1.35,5.0,3.3,+1.7,+0.57,+0.34,Matches,
Riccardo Pagano,Roma,2.5,"MF,DF",1,+3.20,122,17,1.4,0,,0,7,17,25,2.29,6,+5,+3.69,2.8,1.4,+1.5,+1.06,+0.84,Matches,
Niccolò Pisilli,Roma,0.6,MF,0,+2.66,28,14,0.3,0,,0,2,14,30,1.50,1,+1,+3.21,0.6,0.1,+0.5,+1.77,+1.54,Matches,
Ola Solbakken,Roma,0.7,FW,0,-0.50,23,23,0.3,0,,0,1,23,1,0.00,0,0,0.00,0.2,0.0,+0.2,+0.78,+0.53,Matches,
João Costa,Roma,0.5,"MF,FW",1,-4.69,22,4,0.2,0,,0,5,4,24,0.00,0,-1,-4.09,0.4,1.4,-1.0,-4.25,-4.52,Matches,
Francesco D'Alessio,Roma,0.3,MF,0,-0.78,14,14,0.2,0,,0,1,14,3,3.00,0,0,0.00,0.1,0.1,-0.1,-0.33,-0.57,Matches,
Mattia Mannini,Roma,0.4,DF,0,+17.30,5,5,0.1,0,,0,1,5,2,3.00,1,+1,+18.00,0.2,0.0,+0.1,+2.36,+2.13,Matches,
Luigi Cherubini,Roma,0.0,FW,0,-0.77,2,2,0.0,0,,0,1,2,6,3.00,0,0,0.00,0.0,0.0,0.0,+1.82,+1.59,Matches,
Marash Kumbulla,Roma,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Matteo Plaia,Roma,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Martin Vetkal,Roma,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Pietro Boer,Roma,,GK,,,,,,0,,0,0,,50,,,,,,,,,,Matches,
Jan Oliveras,Roma,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Filippo Alessio,Roma,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Lovro Golič,Roma,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Renato Marin,Roma,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Conor Gallagher,Chelsea,87.3,MF,63,-0.58,"4,061",81,45.1,46,86,36,4,22,0,1.78,85,+22,+0.49,67.8,49.8,+18.0,+0.52,+0.99,Matches,
Moisés Caicedo,Chelsea,84.3,MF,59,+0.52,"3,922",82,43.6,44,87,33,4,19,0,1.81,87,+28,+0.64,60.8,46.3,+14.5,+0.46,+0.15,Matches,
Axel Disasi,Chelsea,79.3,DF,61,-1.06,"3,688",84,41.0,41,89,38,3,7,4,1.66,75,+14,+0.34,56.1,43.1,+12.9,+0.45,+0.08,Matches,
Cole Palmer,Chelsea,78.0,"FW,MF",53,+1.28,"3,629",81,40.3,40,88,21,5,24,0,1.76,87,+34,+0.84,58.5,45.1,+13.4,+0.46,+0.13,Matches,
Nicolas Jackson,Chelsea,75.7,FW,54,+0.32,"3,518",80,39.1,39,86,20,5,33,0,1.73,79,+25,+0.64,64.3,46.5,+17.7,+0.57,+0.76,Matches,
Enzo Fernández,Chelsea,66.3,MF,55,-1.23,"3,083",77,34.3,36,84,22,4,19,0,1.60,60,+5,+0.15,43.7,39.4,+4.2,+0.17,-0.73,Matches,
Thiago Silva,Chelsea,65.5,DF,50,-0.09,"3,047",80,33.9,33,90,30,5,17,7,1.64,68,+18,+0.53,53.9,42.5,+11.4,+0.41,-0.10,Matches,
Đorđe Petrović,Chelsea,59.5,GK,44,+0.30,"2,767",89,30.7,30,92,30,1,7,17,1.77,65,+21,+0.68,44.2,34.3,+9.9,+0.45,+0.04,Matches,
Raheem Sterling,Chelsea,59.2,"FW,MF",45,-0.41,"2,751",64,30.6,31,82,12,12,18,3,1.60,57,+12,+0.39,40.7,32.6,+8.2,+0.37,-0.15,Matches,
Malo Gusto,Chelsea,53.7,DF,34,+0.27,"2,499",68,27.8,26,85,12,11,27,1,1.83,53,+19,+0.68,40.0,23.5,+16.5,+0.85,+0.86,Matches,
Levi Colwill,Chelsea,52.3,DF,31,-0.32,"2,433",76,27.0,27,84,20,5,31,4,1.69,42,+11,+0.41,35.9,27.8,+8.1,+0.41,-0.06,Matches,
Marc Cucurella,Chelsea,47.9,DF,37,+0.47,"2,228",86,24.8,25,87,19,1,45,6,1.92,57,+20,+0.81,39.8,31.2,+8.5,+0.43,-0.01,Matches,
Mykhailo Mudryk,Chelsea,43.9,FW,34,+0.41,"2,042",50,22.7,23,70,2,18,24,5,1.56,52,+18,+0.79,37.0,25.0,+12.0,+0.68,+0.47,Matches,
Robert Sánchez,Chelsea,40.5,GK,30,-0.30,"1,883",90,20.9,21,90,20,0,,3,1.62,38,+8,+0.38,30.2,23.7,+6.5,+0.41,-0.04,Matches,
Benoît Badiashile,Chelsea,36.4,DF,32,-0.47,"1,694",77,18.8,19,88,15,3,7,10,1.73,37,+5,+0.27,31.0,25.7,+5.3,+0.36,-0.13,Matches,
Noni Madueke,Chelsea,34.2,FW,25,+0.61,"1,591",47,17.7,19,70,2,15,17,10,1.82,42,+17,+0.96,23.8,18.3,+5.6,+0.48,+0.06,Matches,
Trevoh Chalobah,Chelsea,26.5,DF,20,+1.03,"1,230",72,13.7,13,89,12,4,17,1,2.00,38,+18,+1.32,20.0,15.4,+4.6,+0.44,0.00,Matches,
Ben Chilwell,Chelsea,25.2,DF,15,+0.17,"1,172",56,13.0,13,80,5,8,16,2,1.52,24,+9,+0.69,14.8,12.2,+2.6,+0.30,-0.17,Matches,
Armando Broja,Chelsea,15.7,FW,5,+0.95,728,38,8.1,8,62,0,11,21,1,1.74,16,+11,+1.36,10.5,5.7,+4.9,+0.97,+0.61,Matches,
Lesley Ugochukwu,Chelsea,13.9,MF,7,-0.35,571,38,6.3,6,81,4,9,9,5,1.80,8,+1,+0.16,6.8,7.5,-0.7,-0.21,-0.70,Matches,
Christopher Nkunku,Chelsea,11.9,"FW,MF",14,-0.82,553,40,6.1,2,71,0,12,34,1,1.86,13,-1,-0.16,9.7,8.4,+1.3,+0.26,-0.19,Matches,
Reece James,Chelsea,11.7,DF,11,-0.73,479,44,5.3,6,62,0,5,21,0,1.36,10,-1,-0.19,8.1,9.6,-1.5,-0.33,-0.87,Matches,
Alfie Gilchrist,Chelsea,9.4,DF,10,+0.07,435,26,4.8,5,72,0,12,6,18,2.23,13,+3,+0.62,6.2,5.4,+0.8,+0.36,-0.08,Matches,
Ian Maatsen,Chelsea,8.9,"FW,MF",6,-0.51,416,28,4.6,3,74,1,12,16,10,1.80,6,0,0.00,4.5,5.2,-0.6,-0.28,-0.76,Matches,
Carney Chukwuemeka,Chelsea,5.6,"MF,FW",6,+1.23,261,22,2.9,2,63,0,10,14,6,1.75,11,+5,+1.72,5.4,4.6,+0.8,+0.32,-0.13,Matches,
Bashir Humphreys,Chelsea,2.2,DF,1,+0.10,90,90,1.0,1,90,1,0,,2,3.00,2,+1,+1.00,,,,,,Matches,
Cesare Casadei,Chelsea,2.3,"FW,MF",3,-1.54,79,7,0.9,0,,0,11,7,6,1.91,2,-1,-1.14,1.5,3.5,-1.9,-2.21,-2.71,Matches,
Mason Burstow,Chelsea,1.8,FW,2,-1.72,73,24,0.8,1,64,0,2,5,1,2.00,1,-1,-1.23,0.1,0.9,-0.8,-7.71,-8.16,Matches,
Diego Moreira,Chelsea,1.1,MF,1,-0.98,45,45,0.5,1,45,0,0,,1,3.00,1,0,0.00,,,,,,Matches,
Roméo Lavia,Chelsea,1.0,MF,0,+2.38,33,33,0.4,0,,0,1,33,1,3.00,1,+1,+2.73,1.6,0.3,+1.3,+3.63,+3.23,Matches,
Deivid Washington,Chelsea,0.6,"DF,FW",1,+2.73,28,9,0.3,0,,0,3,9,24,2.00,2,+1,+3.21,0.9,1.7,-0.8,-5.42,-5.87,Matches,
Leo Castledine,Chelsea,0.1,MF,1,-16.05,6,6,0.1,0,,0,1,6,6,3.00,0,-1,-15.00,,,,,,Matches,
Joshua Acheampong,Chelsea,0.2,DF,0,-0.37,6,6,0.1,0,,0,1,6,4,3.00,0,0,0.00,0.0,0.6,-0.5,-7.70,-8.15,Matches,
Alex Matos,Chelsea,0.1,MF,0,-0.46,5,3,0.1,0,,0,2,3,14,3.00,0,0,0.00,0.0,0.0,0.0,0.00,-0.43,Matches,
Michael Golding,Chelsea,0.2,MF,0,-1.34,2,2,0.0,0,,0,1,2,1,3.00,0,0,0.00,,,,,,Matches,
Jimi Tauriainen,Chelsea,0.0,FW,0,-0.50,2,1,0.0,0,,0,2,1,5,3.00,0,0,0.00,0.0,0.0,0.0,-2.63,-3.06,Matches,
Marcus Bettinelli,Chelsea,0.0,GK,2,,,,0.0,0,,0,0,,23,,1,-1,,,,,,,Matches,
Billy Gee,Chelsea,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Ted Curd,Chelsea,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Max Merrick,Chelsea,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Harrison Murray-Campbell,Chelsea,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Dylan Williams,Chelsea,,DF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Ishé Samuels-Smith,Chelsea,,DF,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Lucas Bergström,Chelsea,,GK,,,,,,0,,0,0,,22,,,,,,,,,,Matches,
Zak Sturge,Chelsea,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Teddy Sharman,Chelsea,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Kiano Dyer,Chelsea,,MF,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Joshua Brooking,Chelsea,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Tyrique George,Chelsea,,FW,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Eddie Beach,Chelsea,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Ollie Harrison,Chelsea,,MF,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Ronnie Stutter,Chelsea,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Andrey Santos,Chelsea,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Marcin Bułka,Nice,100.0,GK,35,,"3,450",91,38.3,38,91,38,0,,0,1.63,48,+13,+0.34,49.9,35.5,+14.4,+0.42,,Matches,
Dante,Nice,89.8,DF,31,+0.66,"3,099",89,34.4,35,89,33,0,,0,1.72,45,+14,+0.41,48.0,31.9,+16.1,+0.51,+1.20,Matches,
Jean-Clair Todibo,Nice,84.2,DF,31,+0.01,"2,904",88,32.3,33,88,29,0,,0,1.64,42,+11,+0.34,42.5,30.7,+11.8,+0.40,-0.17,Matches,
Melvin Bard,Nice,82.0,DF,27,-0.12,"2,830",83,31.4,33,85,23,1,31,1,1.58,37,+10,+0.32,43.4,30.4,+13.0,+0.44,+0.14,Matches,
Pablo Rosario,Nice,69.5,"MF,DF",29,0.00,"2,399",71,26.7,25,88,20,9,23,2,1.68,38,+9,+0.34,33.5,25.7,+7.8,+0.35,-0.21,Matches,
Gaëtan Laborde,Nice,64.6,"FW,MF",22,-0.04,"2,227",59,24.7,26,75,4,12,23,0,1.63,30,+8,+0.32,29.6,21.4,+8.2,+0.39,-0.10,Matches,
Khéphren Thuram,Nice,64.6,MF,22,-0.27,"2,227",77,24.7,26,83,17,3,24,0,1.58,28,+6,+0.24,32.5,25.0,+7.5,+0.32,-0.34,Matches,
Morgan Sanson,Nice,64.0,MF,22,+0.19,"2,207",69,24.5,27,76,7,5,30,1,1.81,32,+10,+0.41,30.3,19.0,+11.3,+0.52,+0.26,Matches,
Jordan Lotomba,Nice,60.9,DF,27,-0.76,"2,100",68,23.3,24,81,11,7,23,4,1.52,28,+1,+0.04,27.9,23.4,+4.5,+0.22,-0.49,Matches,
Terem Moffi,Nice,60.7,FW,15,+0.45,"2,094",65,23.3,24,79,6,8,24,0,1.63,27,+12,+0.52,31.2,21.2,+10.0,+0.46,+0.11,Matches,
Jeremie Boga,Nice,60.5,FW,22,-0.09,"2,088",72,23.2,25,80,8,4,23,0,1.69,29,+7,+0.30,32.6,22.3,+10.3,+0.46,+0.12,Matches,
Youssouf Ndayishimiye,Nice,56.2,"MF,DF",17,-0.03,"1,939",75,21.5,22,85,17,4,15,3,1.89,24,+7,+0.32,27.6,17.1,+10.5,+0.55,+0.29,Matches,
Evann Guessand,Nice,52.0,FW,26,-1.13,"1,795",47,19.9,16,79,7,22,24,0,1.63,22,-4,-0.20,26.2,21.4,+4.8,+0.28,-0.30,Matches,
Hicham Boudaoui,Nice,46.8,MF,16,-0.21,"1,613",56,17.9,17,83,8,12,17,1,1.59,20,+4,+0.22,26.3,18.4,+7.9,+0.44,+0.04,Matches,
Mohamed Ali Cho,Nice,28.9,FW,9,+0.66,998,50,11.1,13,67,0,7,19,0,1.30,18,+9,+0.81,13.8,9.0,+4.7,+0.50,+0.10,Matches,
Tom Louchet,Nice,20.6,"MF,DF",9,+0.21,709,44,7.9,6,86,4,10,19,10,1.31,13,+4,+0.51,7.2,3.9,+3.4,+0.74,+0.37,Matches,
Alexis Claude-Maurice,Nice,19.4,MF,6,+0.25,670,32,7.4,6,75,2,15,15,9,1.38,10,+4,+0.54,8.6,9.8,-1.2,-0.22,-0.77,Matches,
Antoine Mendy,Nice,16.1,DF,5,+0.37,556,43,6.2,5,83,2,8,18,13,1.85,9,+4,+0.65,8.6,5.7,+2.9,+0.63,+0.24,Matches,
Sofiane Diop,Nice,14.5,FW,3,+0.48,499,50,5.5,6,68,0,4,24,1,2.20,7,+4,+0.72,8.0,4.7,+3.3,+0.60,+0.21,Matches,
Romain Perraud,Nice,13.3,"DF,FW",7,+0.51,460,22,5.1,3,78,1,18,13,10,1.95,11,+4,+0.78,6.9,5.5,+1.4,+0.34,-0.09,Matches,
Youcef Atal,Nice,11.7,DF,1,+0.20,359,60,4.0,5,72,1,1,1,2,1.67,3,+2,+0.50,7.0,1.9,+5.1,+1.27,+0.96,Matches,
Badredine Bouanani,Nice,5.2,FW,1,-0.89,178,22,2.0,1,59,0,7,17,9,1.25,0,-1,-0.51,2.1,1.5,+0.6,+0.35,-0.08,Matches,
Ayoub Amraoui,Nice,3.5,DF,0,-0.67,120,120,1.3,1,120,1,0,,7,1.00,0,0,0.00,,,,,,Matches,
Aliou Baldé,Nice,3.0,"FW,DF",1,+1.42,105,12,1.2,0,,0,9,12,24,1.55,3,+2,+1.71,1.8,1.6,+0.2,+0.29,-0.13,Matches,
Reda Belahyane,Nice,2.9,MF,0,-0.35,101,51,1.1,1,74,0,1,27,9,0.50,0,0,0.00,0.5,0.2,+0.3,+1.06,+0.64,Matches,
Valentin Rosier,Nice,1.7,"DF,MF",0,-0.33,53,18,0.6,0,,0,3,18,2,0.67,0,0,0.00,0.6,1.1,-0.5,-0.92,-1.37,Matches,
Robson Bambu,Nice,1.3,DF,0,-0.52,46,46,0.5,0,,0,1,46,1,1.00,0,0,0.00,,,,,,Matches,
