Player Name,Club Name,Country,Position,Age,90s,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,npxG
Jake O'Brien,Lyon,IRL,DF,22,31.7,5,26,11,42.3,0.82,0.35,0.19,0.45,7.4,0,0,0,3.6,3.6,0.20,+0.4,+0.4,Matches
Alexandre Lacazette,Lyon,FRA,FW,32,30.0,22,69,37,53.6,2.30,1.23,0.28,0.51,14.0,6,3,3,11.4,9.8,0.17,+7.6,+7.2,Matches
Nicolás Tagliafico,Lyon,ARG,DF,30,29.2,3,18,8,44.4,0.62,0.27,0.17,0.38,13.7,0,0,0,2.6,2.6,0.17,+0.4,+0.4,Matches
Clinton Mata,Lyon,ANG,DF,30,27.9,0,14,0,0.0,0.50,0.00,0.00,,24.3,3,0,0,0.6,0.6,0.04,-0.6,-0.6,Matches
Duje Ćaleta-Car,Lyon,CRO,DF,26,27.5,0,10,1,10.0,0.36,0.04,0.00,0.00,10.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Corentin Tolisso,Lyon,FRA,MF,28,23.4,2,42,14,33.3,1.79,0.60,0.02,0.07,18.9,1,1,1,3.2,2.4,0.06,-1.2,-1.4,Matches
Rayan Cherki,Lyon,FRA,"MF,FW",19,23.2,3,64,21,32.8,2.75,0.90,0.05,0.14,15.7,1,0,0,5.2,5.2,0.09,-4.2,-4.2,Matches
Ernest Nuamah,Lyon,GHA,"FW,MF",19,22.8,3,47,20,42.6,2.06,0.88,0.06,0.15,18.0,3,0,0,4.0,4.0,0.09,-1.0,-1.0,Matches
Ainsley Maitland-Niles,Lyon,ENG,"DF,MF",25,20.1,2,21,7,33.3,1.05,0.35,0.05,0.14,13.9,0,1,1,3.0,2.2,0.16,-2.0,-2.2,Matches
Nemanja Matić,Lyon,SRB,MF,34,17.3,0,6,2,33.3,0.35,0.12,0.00,0.00,20.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Saïd Benrahma,Lyon,ALG,"FW,MF",27,11.7,3,38,10,26.3,3.25,0.85,0.08,0.30,21.5,2,0,0,1.6,1.6,0.06,+1.4,+1.4,Matches
Sael Kumbedi,Lyon,FRA,DF,18,11.3,0,6,4,66.7,0.53,0.35,0.00,0.00,22.2,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Sinaly Diomande,Lyon,CIV,DF,22,9.9,0,6,1,16.7,0.61,0.10,0.00,0.00,11.1,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
Dejan Lovren,Lyon,CRO,DF,34,9.0,0,6,4,66.7,0.67,0.45,0.00,0.00,12.5,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Malick Fofana,Lyon,BEL,FW,18,8.9,4,14,9,64.3,1.58,1.01,0.29,0.44,14.2,0,0,0,1.8,1.8,0.20,+1.2,+1.2,Matches
Henrique,Lyon,BRA,DF,29,7.6,1,9,4,44.4,1.18,0.52,0.11,0.25,18.3,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
Gift Orban,Lyon,NGA,FW,21,6.8,3,17,7,41.2,2.48,1.02,0.18,0.43,12.7,0,0,0,1.1,1.1,0.14,-0.1,-0.1,Matches
Orel Mangala,Lyon,BEL,MF,25,6.8,2,5,2,40.0,0.74,0.30,0.40,1.00,17.0,0,0,0,1.0,1.0,0.20,+1.0,+1.0,Matches
Mama Samba Baldé,Lyon,GNB,"FW,MF",27,6.2,2,17,9,52.9,2.74,1.45,0.12,0.22,14.2,0,0,0,3.4,3.4,0.20,-1.4,-1.4,Matches
Skelly Alvero,Lyon,FRA,MF,21,4.7,1,9,3,33.3,1.90,0.63,0.11,0.33,22.9,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
Lucas Perri,Lyon,BRA,GK,25,4.3,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Diego Moreira,Lyon,POR,"FW,MF",18,4.2,0,7,2,28.6,1.65,0.47,0.00,0.00,11.3,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Mahamadou Diawara,Lyon,FRA,MF,18,4.2,0,7,0,0.0,1.68,0.00,0.00,,15.3,0,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
Paul Akouokou,Lyon,CIV,MF,25,3.5,0,2,0,0.0,0.57,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Jeffinho,Lyon,BRA,"FW,MF",23,3.4,1,11,3,27.3,3.21,0.88,0.09,0.33,17.0,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
Tino Kadewere,Lyon,ZIM,"FW,MF",27,3.3,0,6,1,16.7,1.82,0.30,0.00,0.00,17.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
Rémy Riou,Lyon,FRA,GK,35,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bradley Barcola,Lyon,FRA,FW,20,3.0,0,2,0,0.0,0.67,0.00,0.00,,18.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Johann Lepenant,Lyon,FRA,MF,20,2.8,0,4,2,50.0,1.42,0.71,0.00,0.00,26.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Amin Sarr,Lyon,SWE,"FW,MF",22,1.1,0,5,2,40.0,4.59,1.84,0.00,0.00,13.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Adryelson,Lyon,BRA,"DF,FW",25,0.6,0,1,0,0.0,1.76,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mamadou Sarr,Lyon,FRA,DF,17,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Chaim El Djebali,Lyon,TUN,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mohamed El Arouch,Lyon,FRA,FW,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Brice Samba,Lens,FRA,GK,29,42.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Facundo Medina,Lens,ARG,DF,24,38.3,1,26,14,53.8,0.68,0.37,0.04,0.07,18.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
Kevin Danso,Lens,AUT,DF,24,37.8,1,30,6,20.0,0.79,0.16,0.03,0.17,13.3,0,0,0,2.4,2.4,0.08,-1.4,-1.4,Matches
Florian Sotoca,Lens,FRA,MF,32,37.7,8,80,23,28.8,2.12,0.61,0.05,0.17,16.4,0,4,4,9.8,6.6,0.08,-2.8,-3.6,Matches
Przemysław Frankowski,Lens,POL,DF,28,33.4,4,36,10,27.8,1.08,0.30,0.06,0.20,21.6,2,2,3,4.7,2.3,0.08,-0.7,-0.3,Matches
Jonathan Gradit,Lens,FRA,DF,30,31.3,1,6,1,16.7,0.19,0.03,0.17,1.00,12.9,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches
Elye Wahi,Lens,FRA,FW,20,26.3,12,78,34,43.6,2.97,1.29,0.14,0.32,14.1,0,1,1,12.8,12.0,0.16,-0.8,-1.0,Matches
Ruben Aguilar,Lens,FRA,DF,30,25.0,1,14,5,35.7,0.56,0.20,0.07,0.20,16.3,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
Salis Abdul Samed,Lens,GHA,MF,23,23.8,0,7,0,0.0,0.29,0.00,0.00,,20.1,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
Neil El Aynaoui,Lens,FRA,MF,22,22.6,1,25,8,32.0,1.11,0.35,0.04,0.13,15.7,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
David Pereira da Costa,Lens,POR,"MF,FW",22,20.3,5,34,15,44.1,1.67,0.74,0.15,0.33,18.2,2,0,0,3.2,3.2,0.09,+1.8,+1.8,Matches
Angelo Fulgini,Lens,FRA,MF,26,19.8,3,57,14,24.6,2.87,0.71,0.05,0.21,18.8,9,0,0,4.7,4.7,0.09,-1.7,-1.7,Matches
Andy Diouf,Lens,FRA,MF,20,16.6,1,30,9,30.0,1.81,0.54,0.03,0.11,23.6,1,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
Deiver Machado,Lens,COL,DF,29,16.6,4,21,10,47.6,1.27,0.60,0.19,0.40,18.4,1,0,0,1.9,1.9,0.09,+2.1,+2.1,Matches
Adrien Thomasson,Lens,FRA,MF,29,16.4,2,36,7,19.4,2.19,0.43,0.06,0.29,14.1,0,0,0,4.2,4.2,0.12,-2.2,-2.2,Matches
Nampalys Mendy,Lens,SEN,MF,31,15.8,0,7,2,28.6,0.44,0.13,0.00,0.00,26.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Wesley Saïd,Lens,FRA,"FW,MF",28,12.9,7,49,19,38.8,3.80,1.47,0.14,0.37,13.4,0,0,0,5.9,5.9,0.12,+1.1,+1.1,Matches
Massadio Haïdara,Lens,MLI,DF,30,11.0,0,5,0,0.0,0.46,0.00,0.00,,14.2,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Abdukodir Khusanov,Lens,UZB,DF,19,10.7,0,5,2,40.0,0.47,0.19,0.00,0.00,18.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
Morgan Guilavogui,Lens,GUI,"FW,MF",25,7.6,2,25,10,40.0,3.29,1.32,0.08,0.20,14.9,0,0,0,2.2,2.2,0.09,-0.2,-0.2,Matches
Jhoanner Chávez,Lens,ECU,DF,21,6.5,0,4,0,0.0,0.61,0.00,0.00,,15.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Faitout Maouassa,Lens,FRA,"DF,MF",25,1.5,1,6,4,66.7,4.00,2.67,0.17,0.25,19.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Stijn Spierings,Lens,NED,MF,27,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ayanda Sishuba,Lens,BEL,MF,18,1.2,0,13,3,23.1,10.64,2.45,0.00,0.00,18.1,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Jean-Louis Leca,Lens,FRA,GK,37,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julien Le Cardinal,Lens,FRA,DF,25,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Oscar Cortés,Lens,COL,"FW,MF",19,0.5,1,1,1,100.0,2.05,2.05,1.00,1.00,7.7,0,0,0,0.5,0.5,0.46,+0.5,+0.5,Matches
Germán Pezzella,Betis,ARG,DF,32,38.7,1,28,8,28.6,0.72,0.21,0.04,0.13,11.3,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
Rui Silva,Betis,POR,GK,29,36.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Isco,Betis,ESP,MF,31,30.9,9,72,25,34.7,2.33,0.81,0.10,0.28,18.4,5,2,2,8.9,7.3,0.11,+0.1,-0.3,Matches
Marc Roca,Betis,ESP,MF,26,30.4,4,27,10,37.0,0.89,0.33,0.11,0.30,22.6,0,1,1,2.1,2.1,0.08,+0.9,+0.9,Matches
Ayoze Pérez,Betis,ESP,FW,30,29.7,11,80,31,38.8,2.70,1.05,0.14,0.35,13.4,0,0,0,8.7,8.7,0.11,+2.3,+2.3,Matches
Chadi Riad,Betis,MAR,DF,20,27.7,0,13,6,46.2,0.47,0.22,0.00,0.00,11.3,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
Willian José,Betis,BRA,FW,31,26.6,14,67,32,47.8,2.52,1.20,0.21,0.44,16.5,6,0,1,6.3,6.3,0.11,+3.7,+3.7,Matches
Juan Miranda,Betis,ESP,DF,23,26.1,2,20,8,40.0,0.77,0.31,0.10,0.25,19.0,1,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
Guido Rodríguez,Betis,ARG,MF,29,24.9,2,22,8,36.4,0.88,0.32,0.09,0.25,21.1,0,0,0,0.8,0.8,0.04,+1.2,+1.2,Matches
Héctor Bellerín,Betis,ESP,DF,28,22.5,0,4,1,25.0,0.18,0.04,0.00,0.00,17.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Abner,Betis,BRA,DF,23,21.0,0,7,1,14.3,0.33,0.05,0.00,0.00,15.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Aitor Ruibal,Betis,ESP,"DF,FW",27,19.3,3,24,6,25.0,1.24,0.31,0.13,0.50,22.0,0,0,0,1.1,1.1,0.06,+1.9,+1.9,Matches
Abde Ezzalzouli,Betis,MAR,FW,21,17.5,5,54,17,31.5,3.09,0.97,0.09,0.29,18.2,1,0,1,3.9,3.1,0.07,-1.9,-1.1,Matches
Johnny Cardoso,Betis,USA,MF,21,16.8,1,13,3,23.1,0.78,0.18,0.08,0.33,17.5,0,0,0,1.2,1.2,0.09,-0.2,-0.2,Matches
Assane Diao,Betis,ESP,FW,17,16.7,4,31,7,22.6,1.86,0.42,0.13,0.57,14.2,0,0,0,4.1,4.1,0.15,-1.1,-1.1,Matches
Rodri,Betis,ESP,"FW,MF",23,15.2,3,27,12,44.4,1.78,0.79,0.11,0.25,18.2,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
Nabil Fekir,Betis,FRA,"MF,FW",30,14.6,1,35,10,28.6,2.40,0.69,0.03,0.10,19.7,7,0,1,3.4,2.6,0.07,-2.4,-1.6,Matches
William Carvalho,Betis,POR,MF,31,14.1,1,13,5,38.5,0.92,0.35,0.08,0.20,24.3,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
Sokratis Papastathopoulos,Betis,GRE,DF,35,13.6,0,3,1,33.3,0.22,0.07,0.00,0.00,7.9,0,0,0,0.3,0.3,0.13,-0.3,-0.3,Matches
Pablo Fornals,Betis,ESP,"FW,MF",27,12.8,3,17,5,29.4,1.33,0.39,0.18,0.60,18.2,0,0,0,1.8,1.8,0.11,+1.2,+1.2,Matches
Youssouf Sabaly,Betis,SEN,DF,30,11.6,0,4,0,0.0,0.34,0.00,0.00,,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Luiz Henrique,Betis,BRA,FW,22,10.9,1,38,10,26.3,3.48,0.91,0.03,0.10,17.4,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
Borja Iglesias,Betis,ESP,FW,30,9.7,2,24,3,12.5,2.48,0.31,0.08,0.67,17.8,0,0,0,2.3,2.3,0.10,-1.3,-1.3,Matches
Andrés Guardado,Betis,MEX,MF,36,9.7,0,9,1,11.1,0.93,0.10,0.00,0.00,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Claudio Bravo,Betis,CHI,GK,40,9.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sergi Altimira,Betis,ESP,MF,21,8.9,1,9,3,33.3,1.02,0.34,0.11,0.33,22.3,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
Luiz Felipe,Betis,ITA,DF,26,4.0,0,2,0,0.0,0.50,0.00,0.00,,10.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Marc Bartra,Betis,ESP,DF,32,3.5,0,4,0,0.0,1.14,0.00,0.00,,10.7,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
Fran Vieites,Betis,ESP,GK,24,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ezequiel Ávila,Betis,ARG,FW,29,3.3,1,9,3,33.3,2.72,0.91,0.11,0.33,21.9,0,0,0,0.7,0.7,0.08,+0.3,+0.3,Matches
Cédric Bakambu,Betis,COD,FW,32,2.7,1,6,2,33.3,2.26,0.75,0.17,0.50,12.3,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
Ricardo Visus,Betis,ESP,DF,22,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Juan Cruz,Betis,ESP,FW,23,1.8,0,6,2,33.3,3.40,1.13,0.00,0.00,21.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Nobel Mendy,Betis,FRA,DF,18,1.0,0,2,0,0.0,2.00,0.00,0.00,,,,0,0,,,,,,Matches
Pablo Busto,Betis,ESP,DF,17,0.5,0,1,0,0.0,2.05,0.00,0.00,,28.3,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Paul Akouokou,Betis,CIV,MF,25,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Xavi Pleguezuelo,Betis,ESP,DF,20,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Enrique,Betis,ESP,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ginés Sorroche,Betis,ESP,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pau López,Marseille,ESP,GK,28,47.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pierre-Emerick Aubameyang,Marseille,GAB,FW,34,42.5,28,155,62,40.0,3.64,1.46,0.14,0.34,16.3,7,7,7,26.4,20.9,0.14,+0.6,-0.9,Matches
Leonardo Balerdi,Marseille,ARG,DF,24,38.7,2,15,4,26.7,0.39,0.10,0.13,0.50,16.9,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
Jordan Veretout,Marseille,FRA,MF,30,37.3,5,54,15,27.8,1.45,0.40,0.07,0.27,22.5,8,1,1,5.4,4.6,0.09,-1.4,-1.6,Matches
Chancel Mbemba,Marseille,COD,DF,28,36.4,6,31,8,25.8,0.85,0.22,0.19,0.75,11.5,0,0,0,3.0,3.0,0.10,+3.0,+3.0,Matches
Jonathan Clauss,Marseille,FRA,DF,30,35.6,5,36,10,27.8,1.01,0.28,0.14,0.50,21.9,4,0,0,2.6,2.6,0.07,+2.4,+2.4,Matches
Amine Harit,Marseille,MAR,"MF,FW",26,33.1,2,45,13,28.9,1.36,0.39,0.02,0.08,18.5,2,1,1,5.4,4.6,0.10,-3.4,-3.6,Matches
Geoffrey Kondogbia,Marseille,CTA,MF,30,29.4,1,26,5,19.2,0.88,0.17,0.04,0.20,20.8,1,0,0,1.5,1.5,0.06,-0.5,-0.5,Matches
Samuel Gigot,Marseille,FRA,DF,29,28.3,3,28,11,39.3,0.99,0.39,0.11,0.27,9.3,0,0,0,2.9,2.9,0.12,+0.1,+0.1,Matches
Iliman Ndiaye,Marseille,SEN,"FW,MF",23,25.8,4,51,14,27.5,1.97,0.54,0.08,0.29,15.8,0,0,0,6.4,6.4,0.13,-2.4,-2.4,Matches
Ismaila Sarr,Marseille,SEN,"FW,MF",25,20.9,5,37,17,45.9,1.77,0.81,0.14,0.29,12.2,0,0,0,5.7,5.7,0.16,-0.7,-0.7,Matches
Azzedine Ounahi,Marseille,MAR,MF,23,20.5,2,31,10,32.3,1.52,0.49,0.06,0.20,22.9,0,0,0,2.1,2.1,0.07,-0.1,-0.1,Matches
Renan Lodi,Marseille,BRA,DF,25,18.8,0,6,2,33.3,0.32,0.11,0.00,0.00,22.5,3,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
Michael Amir Murillo,Marseille,PAN,DF,27,15.4,3,6,4,66.7,0.39,0.26,0.50,0.75,16.8,0,0,0,0.8,0.8,0.14,+2.2,+2.2,Matches
Vitinha,Marseille,POR,FW,23,15.3,4,54,15,27.8,3.53,0.98,0.07,0.27,12.5,0,0,0,6.4,6.4,0.15,-2.4,-2.4,Matches
Luis Henrique,Marseille,BRA,"FW,DF",21,13.5,1,15,3,20.0,1.11,0.22,0.07,0.33,17.5,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
Quentin Merlin,Marseille,FRA,DF,21,13.3,0,11,2,18.2,0.83,0.15,0.00,0.00,21.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
Bamo Meïté,Marseille,CIV,DF,21,12.5,0,2,0,0.0,0.16,0.00,0.00,,7.4,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
Valentin Rongier,Marseille,FRA,MF,28,12.5,0,15,5,33.3,1.20,0.40,0.00,0.00,20.9,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
Ulisses Garcia,Marseille,SUI,DF,27,10.9,0,12,5,41.7,1.10,0.46,0.00,0.00,24.0,1,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Faris Pemi Moumbagna,Marseille,CMR,FW,23,9.6,4,25,8,32.0,2.60,0.83,0.16,0.50,14.2,0,0,0,2.5,2.5,0.10,+1.5,+1.5,Matches
Pape Gueye,Marseille,SEN,"MF,DF",24,8.5,1,8,2,25.0,0.94,0.24,0.13,0.50,20.3,0,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
Joaquín Correa,Marseille,ARG,"FW,MF",28,7.6,0,9,3,33.3,1.19,0.40,0.00,0.00,15.0,1,0,0,1.1,1.1,0.12,-1.1,-1.1,Matches
Jean Onana,Marseille,CMR,MF,23,7.3,1,10,3,30.0,1.37,0.41,0.10,0.33,24.5,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
Rubén Blanco,Marseille,ESP,GK,28,3.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bilal Nadir,Marseille,FRA,"MF,FW",19,2.5,0,6,0,0.0,2.41,0.00,0.00,,15.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Emran Soglo,Marseille,ENG,"MF,DF",18,2.2,1,1,1,100.0,0.45,0.45,1.00,1.00,12.1,0,0,0,0.1,0.1,0.08,+0.9,+0.9,Matches
François Mughe,Marseille,CMR,"MF,DF",19,2.1,0,3,0,0.0,1.44,0.00,0.00,,26.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Raimane Daou,Marseille,COM,"DF,MF",18,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mattéo Guendouzi,Marseille,FRA,MF,24,0.2,0,2,2,100.0,9.47,9.47,0.00,0.00,14.2,0,0,0,0.5,0.5,0.27,-0.5,-0.5,Matches
Sofiane Sidi Ali,Marseille,FRA,MF,28,0.2,0,1,0,0.0,5.00,0.00,0.00,,16.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Gael Lafont,Marseille,FRA,MF,17,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Keyliane Abdallah,Marseille,FRA,FW,17,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Noam Mayoka-Tika,Marseille,BEL,MF,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Stanislav Lobotka,Napoli,SVK,MF,28,46.4,0,15,4,26.7,0.32,0.09,0.00,0.00,26.8,0,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Giovanni Di Lorenzo,Napoli,ITA,DF,29,46.3,2,48,10,20.8,1.04,0.22,0.04,0.20,14.3,1,0,0,3.5,3.5,0.07,-1.5,-1.5,Matches
Khvicha Kvaratskhelia,Napoli,GEO,FW,22,39.7,11,150,49,32.7,3.78,1.23,0.07,0.22,18.8,4,0,0,12.0,12.0,0.08,-1.0,-1.0,Matches
Alex Meret,Napoli,ITA,GK,26,38.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andre-Frank Zambo Anguissa,Napoli,CMR,MF,27,37.9,1,43,9,20.9,1.13,0.24,0.02,0.11,16.3,0,0,0,4.4,4.3,0.10,-3.4,-3.3,Matches
Amir Rrahmani,Napoli,KVX,DF,29,37.0,4,30,10,33.3,0.81,0.27,0.13,0.40,11.7,0,0,0,2.6,2.6,0.09,+1.4,+1.4,Matches
Matteo Politano,Napoli,ITA,FW,29,34.4,9,87,22,25.3,2.53,0.64,0.08,0.32,21.3,4,2,3,7.7,5.4,0.06,+1.3,+1.6,Matches
Juan Jesus,Napoli,BRA,DF,32,30.3,1,8,2,25.0,0.26,0.07,0.13,0.50,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
Victor Osimhen,Napoli,NGA,FW,24,27.4,17,101,42,41.6,3.68,1.53,0.14,0.33,13.7,0,3,5,17.7,13.8,0.14,-0.7,+0.2,Matches
Piotr Zieliński,Napoli,POL,MF,29,26.8,4,36,11,30.6,1.34,0.41,0.06,0.18,20.6,3,2,2,4.6,3.0,0.08,-0.6,-1.0,Matches
Leo Skiri Østigård,Napoli,NOR,DF,23,21.7,2,11,3,27.3,0.51,0.14,0.18,0.67,12.1,0,0,0,1.0,1.0,0.09,+1.0,+1.0,Matches
Giacomo Raspadori,Napoli,ITA,"FW,MF",23,21.3,6,72,26,36.1,3.38,1.22,0.08,0.23,19.3,6,0,1,6.2,4.8,0.07,-0.2,+1.2,Matches
Mathías Olivera,Napoli,URU,DF,25,21.1,1,13,1,7.7,0.62,0.05,0.08,1.00,11.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
Mário Rui,Napoli,POR,DF,32,17.3,0,8,2,25.0,0.46,0.12,0.00,0.00,29.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Natan,Napoli,BRA,DF,22,16.6,0,8,1,12.5,0.48,0.06,0.00,0.00,12.5,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches
Jens Cajuste,Napoli,SWE,MF,23,15.7,0,17,3,17.6,1.08,0.19,0.00,0.00,16.5,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
Giovanni Simeone,Napoli,ARG,FW,28,12.3,3,46,15,32.6,3.74,1.22,0.07,0.20,14.1,0,0,0,4.7,4.7,0.11,-2.7,-2.7,Matches
Pierluigi Gollini,Napoli,ITA,GK,28,10.0,0,1,0,0.0,0.10,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Jesper Lindstrøm,Napoli,DEN,FW,23,6.7,0,17,3,17.6,2.52,0.45,0.00,0.00,20.6,1,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Pasquale Mazzocchi,Napoli,ITA,"DF,MF",28,6.5,0,5,1,20.0,0.77,0.15,0.00,0.00,24.5,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Elif Elmas,Napoli,MKD,"FW,MF",23,5.4,2,8,6,75.0,1.48,1.11,0.25,0.33,19.8,0,0,0,0.6,0.6,0.07,+1.4,+1.4,Matches
Hamed Junior Traorè,Napoli,CIV,MF,23,5.4,0,10,3,30.0,1.87,0.56,0.00,0.00,22.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
Cyril Ngonge,Napoli,BEL,FW,23,3.5,1,17,5,29.4,4.84,1.42,0.06,0.20,17.7,2,0,0,1.0,1.0,0.06,0.0,0.0,Matches
Gianluca Gaetano,Napoli,ITA,MF,23,3.4,1,11,4,36.4,3.21,1.17,0.09,0.25,22.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
Alessio Zerbin,Napoli,ITA,FW,24,2.4,2,5,3,60.0,2.07,1.24,0.40,0.67,18.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
