Player Name,Club Name,Country,Position,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%
Micah Hamilton,Manchester City,ENG,FW,19,349,33,27,23,24,95.8,4,1,0,2,1,100
Cole Palmer,Manchester City,ENG,MF,21,51,5,0,2,2,100,2,0,0,0,0,
Jacob Wright,Manchester City,ENG,FW,17,117,8,21,4,4,100,4,0,0,0,0,
Mahamadou Susoho,Manchester City,ESP,MF,18,178,15,34,10,11,90.9,3,0,0,1,1,100
Aymeric Laporte,Manchester City,ESP,DF,29,202,11,48,4,4,100,7,0,0,0,0,
James Mcatee,Manchester City,ENG,MF,20,0,0,0,0,0,,0,0,0,0,0,
William Saliba,Arsenal,FRA,DF,22,54637,3635,19635,1554,1650,94.2,1610,7,1,188,192,65.6
Gabriel Magalhães,Arsenal,BRA,DF,25,42857,2863,13609,1112,1172,94.9,1270,11,1,148,252,54.4
Declan Rice,Arsenal,ENG,MF,24,43340,2910,11744,1202,1297,92.7,1135,43,2,347,277,64.6
Ben White,Arsenal,ENG,DF,25,34691,2707,12287,1242,1365,91,898,51,10,243,201,47.3
Martin Ødegaard,Arsenal,NOR,MF,24,31154,2402,9190,1080,1181,91.4,766,143,13,397,172,65.7
Bukayo Saka,Arsenal,ENG,FW,21,19840,1788,5145,836,941,88.8,386,82,12,148,219,43.4
Kai Havertz,Arsenal,GER,"MF,FW",24,12101,1200,2788,665,769,86.5,244,34,2,120,18,55.6
David Raya,Arsenal,ESP,GK,27,25246,1366,18420,304,308,98.7,489,0,0,2,554,42.2
Gabriel Martinelli,Arsenal,BRA,FW,22,12780,1098,2369,508,585,86.8,266,39,8,75,101,54.5
Leandro Trossard,Arsenal,BEL,FW,28,9645,833,2456,330,383,86.2,223,37,7,94,82,54.9
Oleksandr Zinchenko,Arsenal,UKR,DF,26,27061,1825,7946,765,827,92.5,696,53,4,258,160,71.9
Gabriel Jesus,Arsenal,BRA,FW,26,6704,643,1252,321,379,84.7,147,21,1,53,18,61.1
Jorginho,Arsenal,ITA,MF,31,16053,1127,4788,527,563,93.6,390,31,1,130,85,76.5
Takehiro Tomiyasu,Arsenal,JPN,DF,24,11969,942,3563,419,469,89.3,301,12,4,100,74,51.4
Jakub Kiwior,Arsenal,POL,DF,23,11113,826,4033,353,395,89.4,288,9,4,78,71,54.9
Eddie Nketiah,Arsenal,ENG,FW,24,2720,257,285,119,141,84.4,68,6,0,21,4,75
Aaron Ramsdale,Arsenal,ENG,GK,25,3974,226,2843,51,51,100,77,0,0,2,95,36.8
Thomas Partey,Arsenal,GHA,MF,30,9318,646,2659,303,327,92.7,226,15,2,73,55,69.1
Reiss Nelson,Arsenal,ENG,FW,23,2969,235,615,134,137,97.8,55,12,3,15,20,65
Emile Smith Rowe,Arsenal,ENG,MF,23,2910,252,591,148,165,89.7,64,13,0,28,5,40
Fabio Vieira,Arsenal,POR,FW,23,2728,203,541,84,94,89.4,65,9,1,20,25,52
Jurriën Timber,Arsenal,NED,DF,22,982,74,221,35,36,97.2,30,0,0,8,2,50
Cédric Soares,Arsenal,POR,DF,31,1342,105,323,51,56,91.1,28,1,1,4,12,50
Mohamed Elneny,Arsenal,EGY,MF,31,968,65,212,28,31,90.3,32,0,0,1,0,
Charles Sagoe Jr,Arsenal,ENG,FW,19,,,,,,,,,,,,
Kieran Tierney,Arsenal,SCO,"DF,MF",26,,,,,,,,,,,,
Ethan Nwaneri,Arsenal,ENG,MF,16,209,18,56,10,13,76.9,5,2,0,2,0,
Kylian Mbappé,Paris S-G,FRA,FW,24,17027,1360,3683,655,747,87.7,342,73,4,182,97,78.4
Gianluigi Donnarumma,Paris S-G,ITA,GK,24,21630,1127,11933,252,254,99.2,559,0,0,1,301,58.5
Vitinha,Paris S-G,POR,MF,23,39279,2585,9516,1119,1201,93.2,927,50,3,265,254,81.1
Warren Zaïre-Emery,Paris S-G,FRA,MF,17,26662,1941,5518,937,1008,93,683,27,2,157,78,88.5
Achraf Hakimi,Paris S-G,MAR,DF,24,37799,2953,12288,1414,1548,91.3,906,66,18,302,198,60.1
Lucas Hernández,Paris S-G,FRA,DF,27,39088,2542,12260,979,1043,93.9,1095,10,2,195,242,65.7
Marquinhos,Paris S-G,BRA,DF,29,46444,2614,13745,755,790,95.6,1420,9,1,172,304,72
Ousmane Dembélé,Paris S-G,FRA,"FW,MF",26,19980,1630,5591,584,709,82.4,480,81,11,194,179,52.5
Manuel Ugarte Ribeiro,Paris S-G,URU,MF,22,26699,1584,4926,530,585,90.6,763,6,0,101,151,82.1
Danilo Pereira,Paris S-G,POR,DF,31,42694,2358,14204,675,706,95.6,1348,5,0,154,224,78.6
Milan Škriniar,Paris S-G,SVK,DF,28,41955,2319,12747,676,718,94.2,1322,1,0,90,208,85.6
Fabián Ruiz Peña,Paris S-G,ESP,MF,27,19406,1296,4440,529,576,91.8,514,26,5,126,104,76
Bradley Barcola,Paris S-G,FRA,"FW,DF",20,8267,749,2115,369,443,83.3,189,27,3,78,30,36.7
Lee Kang-in,Paris S-G,KOR,"MF,FW",22,16216,1283,4135,581,633,91.8,375,38,8,148,142,48.6
Randal Kolo Muani,Paris S-G,FRA,"FW,MF",24,4756,473,1319,204,263,77.6,101,19,3,57,22,59.1
Gonçalo Ramos,Paris S-G,POR,FW,22,4510,464,799,233,285,81.8,86,11,0,38,14,71.4
Lucas Beraldo,Paris S-G,BRA,DF,19,21142,1312,7098,401,461,87,662,2,0,54,104,77.9
Marco Asensio,Paris S-G,ESP,"FW,MF",27,8890,715,2287,331,364,90.9,203,23,5,80,75,42.7
Carlos Soler,Paris S-G,ESP,"MF,FW",26,10826,784,2925,324,358,90.5,265,17,2,74,72,69.4
Nordi Mukiele,Paris S-G,FRA,DF,25,8471,618,2457,255,287,88.9,217,5,1,37,53,64.2
Nuno Mendes,Paris S-G,POR,DF,21,7938,561,2290,204,235,86.8,213,5,2,49,59,71.2
Keylor Navas,Paris S-G,CRC,GK,36,1934,98,1059,17,17,100,62,0,0,0,19,63.2
Arnau Tenas,Paris S-G,ESP,GK,22,4055,211,2464,36,36,100,100,0,0,0,75,49.3
Yoram Zague,Paris S-G,FRA,DF,17,5124,334,997,141,147,95.9,141,1,0,13,26,65.4
Senny Mayulu,Paris S-G,FRA,MF,17,2073,175,370,82,96,85.4,51,7,3,11,6,83.3
Cher Ndour,Paris S-G,ITA,MF,19,285,25,39,14,15,93.3,5,0,0,2,1,100
Ethan Mbappé,Paris S-G,FRA,MF,16,603,46,187,20,21,95.2,17,1,0,1,1,100
Hugo Ekitike,Paris S-G,FRA,FW,21,60,8,17,5,5,100,0,1,0,1,0,
Layvin Kurzawa,Paris S-G,FRA,DF,30,206,13,38,7,7,100,4,0,0,0,1,100
İlkay Gündoğan,Barcelona,GER,MF,32,44636,3111,11440,1331,1443,92.2,1054,66,6,295,393,59.8
Jules Koundé,Barcelona,FRA,DF,24,50932,3299,16197,1373,1458,94.2,1316,22,5,276,323,68.4
Robert Lewandowski,Barcelona,POL,FW,34,7489,761,1657,322,414,77.8,157,31,4,89,40,62.5
João Cancelo,Barcelona,POR,DF,29,33345,2449,9284,1105,1193,92.6,749,47,14,195,246,64.6
Marc-André ter Stegen,Barcelona,GER,GK,31,29176,1328,20628,210,211,99.5,617,1,0,3,479,69.1
Ronald Araújo,Barcelona,URU,DF,24,35242,2079,12895,651,698,93.3,999,6,1,128,281,61.9
Lamine Yamal,Barcelona,ESP,FW,16,16031,1397,3643,686,788,87.1,333,63,16,100,96,60.4
Andreas Christensen,Barcelona,DEN,"DF,MF",27,30600,1912,10213,802,838,95.7,875,2,0,139,126,78.6
Frenkie de Jong,Barcelona,NED,MF,26,27872,1942,8304,962,1001,96.1,686,35,7,196,127,78
João Félix,Barcelona,POR,FW,23,8996,829,1665,429,481,89.2,179,24,1,81,55,43.6
Pedri,Barcelona,ESP,"MF,FW",20,19686,1366,4569,565,629,89.8,501,40,4,161,110,82.7
Alejandro Balde,Barcelona,ESP,DF,19,13281,1072,2876,557,609,91.5,309,25,9,58,55,60
Ferrán Torres,Barcelona,ESP,FW,23,7383,609,1638,256,309,82.8,149,31,7,64,57,75.4
Raphinha,Barcelona,BRA,FW,26,11112,878,2943,326,392,83.2,231,38,10,67,144,55.6
Pau Cubarsí,Barcelona,ESP,DF,16,28064,1632,9465,539,571,94.4,797,0,0,80,201,69.7
Fermin López,Barcelona,ESP,MF,20,9468,767,2217,381,417,91.4,178,21,3,95,69,69.6
Iñigo Martínez,Barcelona,ESP,DF,32,22505,1341,7541,443,478,92.7,582,5,1,122,204,68.6
Iñaki Peña ,Barcelona,ESP,GK,24,7186,369,4819,95,96,99,176,0,0,0,95,53.7
Oriol Romeu,Barcelona,ESP,MF,31,14993,1049,3587,476,511,93.2,385,11,1,85,77,68.8
Sergi Roberto,Barcelona,ESP,MF,31,10002,793,2242,416,442,94.1,228,6,1,64,43,67.4
Gavi,Barcelona,ESP,MF,18,8956,670,1807,360,382,94.2,198,9,2,52,40,77.5
Héctor Fort,Barcelona,ESP,DF,16,3478,266,884,140,148,94.6,79,3,1,11,19,57.9
Marcos Alonso,Barcelona,ESP,"DF,FW",32,4089,308,1119,147,157,93.6,86,4,2,23,34,47.1
Vitor Roque,Barcelona,BRA,FW,18,615,67,67,34,41,82.9,11,0,0,2,1,100
Marc Guiu,Barcelona,ESP,FW,17,101,11,7,3,5,60,4,1,0,1,0,
Abde Ezzalzouli,Barcelona,MAR,"FW,MF",21,289,37,83,18,23,78.3,4,2,1,1,4,25
Eric García,Barcelona,ESP,DF,22,802,48,308,22,23,95.7,21,0,0,5,4,75
Ansu Fati,Barcelona,ESP,"MF,FW",20,322,28,87,15,15,100,7,1,0,4,1,100
Marc Casado,Barcelona,ESP,MF,19,417,29,103,12,13,92.3,8,0,0,4,5,60
Virgil van Dijk,Liverpool,NED,DF,32,55082,3227,21172,1142,1210,94.4,1509,11,0,218,365,72.3
Luis Díaz,Liverpool,COL,FW,26,16249,1267,3503,628,692,90.8,312,48,3,123,111,75.7
Alexis Mac Allister,Liverpool,ARG,MF,24,30710,2268,8750,1003,1095,91.6,767,44,2,233,188,60.1
Joe Gomez,Liverpool,ENG,DF,26,26460,1825,7732,673,751,89.6,693,34,13,128,197,62.4
Mohamed Salah,Liverpool,EGY,FW,31,13143,1210,3773,524,620,84.5,283,77,6,166,79,68.4
Darwin Núñez,Liverpool,URU,FW,24,6043,606,1190,252,316,79.7,127,31,0,64,42,59.5
Cody Gakpo,Liverpool,NED,"FW,MF",24,8842,799,2473,383,447,85.7,191,43,6,108,42,64.3
Alisson,Liverpool,BRA,GK,30,24098,1284,15016,288,289,99.7,647,0,0,5,325,52.6
Harvey Elliott,Liverpool,ENG,"MF,FW",20,19669,1480,4678,664,728,91.2,429,64,14,183,167,61.1
Wataru Endo,Liverpool,JPN,MF,30,24059,1758,6896,848,920,92.2,616,22,2,134,93,73.1
Dominik Szoboszlai,Liverpool,HUN,MF,22,24410,1841,5821,825,921,89.6,535,43,6,184,194,59.8
Trent Alexander-Arnold,Liverpool,ENG,DF,24,35272,2371,14493,778,845,92.1,707,70,21,235,573,49.6
Ibrahima Konaté,Liverpool,FRA,DF,24,30197,1927,11833,653,716,91.2,913,10,0,143,183,59
Jarell Quansah,Liverpool,ENG,DF,20,28615,1749,9744,558,599,93.2,895,3,0,91,170,59.4
Caoimhín Kelleher,Liverpool,IRL,GK,24,15432,814,10187,167,168,99.4,363,0,0,1,275,49.8
Andrew Robertson,Liverpool,SCO,DF,29,26410,1901,9082,769,820,93.8,625,30,13,162,274,50.4
Curtis Jones,Liverpool,ENG,MF,22,14461,1060,3038,519,553,93.9,371,17,2,89,46,76.1
Ryan Gravenberch,Liverpool,NED,MF,21,7658,674,2438,338,392,86.2,173,38,0,110,21,76.2
Diogo Jota,Liverpool,POR,FW,26,4657,452,1108,206,252,81.7,101,14,0,39,22,59.1
Conor Bradley,Liverpool,NIR,DF,20,8377,712,2384,343,385,89.1,196,17,4,40,42,54.8
Kostas Tsimikas,Liverpool,GRE,DF,27,11894,874,3109,338,374,90.4,271,11,5,63,138,50.7
Joël Matip,Liverpool,CMR,DF,31,11874,747,4032,255,276,92.4,354,3,0,50,66,69.7
Bobby Clark,Liverpool,ENG,MF,18,1193,123,155,81,92,88,18,1,0,8,2,50
Ben Doak,Liverpool,SCO,FW,17,567,49,52,22,27,81.5,13,0,0,2,5,60
James McConnell,Liverpool,ENG,MF,18,734,52,115,24,25,96,20,0,0,3,1,100
Luke Chambers,Liverpool,ENG,DF,19,1279,105,393,48,53,90.6,30,0,0,6,6,50
Stefan Bajcetic,Liverpool,ESP,MF,18,994,61,328,23,26,88.5,20,1,0,9,8,87.5
Jayden Danns,Liverpool,ENG,FW,17,103,9,16,4,5,80,3,1,0,1,0,
Kaide Gordon,Liverpool,ENG,FW,18,199,17,32,6,8,75,7,0,0,2,0,
Lewis Koumas,Liverpool,WAL,MF,17,,,,,,,,,,,,
Calum Scanlon,Liverpool,ENG,MF,18,387,32,109,15,15,100,13,0,0,1,2,0
Mateusz Musialowski,Liverpool,POL,MF,19,206,15,4,7,7,100,4,0,0,0,1,100
Trey Nyoni,Liverpool,ENG,MF,16,,,,,,,,,,,,
Owen Beck,Liverpool,WAL,DF,20,31,4,1,2,3,66.7,1,0,0,0,0,
Thiago Alcántara,Liverpool,ESP,MF,32,130,10,30,3,3,100,3,0,0,0,2,50
Waldemar Anton,Stuttgart,GER,DF,27,41479,2624,15026,904,955,94.7,1251,7,2,172,260,55
Alexander Nübel,Stuttgart,GER,GK,26,24812,1218,17557,199,200,99.5,539,1,0,1,456,56.6
Atakan Karazor,Stuttgart,GER,MF,26,24791,1900,6910,946,1027,92.1,637,19,3,142,75,73.3
Angelo Stiller,Stuttgart,GER,MF,22,37536,2637,11544,1147,1231,93.2,981,29,6,220,243,58
Chris Führich,Stuttgart,GER,"FW,MF",25,15384,1370,4203,666,737,90.4,325,61,9,145,121,43
Hiroki Ito,Stuttgart,JPN,DF,24,30156,2066,11234,915,962,95.1,774,21,7,121,211,55.9
Enzo Millot,Stuttgart,FRA,"MF,FW",21,17707,1456,4172,710,775,91.6,412,31,4,127,94,60.6
Serhou Guirassy,Stuttgart,GUI,FW,27,7427,777,1176,430,489,87.9,129,25,0,56,23,73.9
Deniz Undav,Stuttgart,GER,"FW,MF",27,8387,799,2679,342,420,81.4,186,44,2,120,47,57.4
Maximilian Mittelstädt,Stuttgart,GER,DF,26,21937,1708,6603,799,864,92.5,521,33,20,123,133,55.6
Dan-Axel Zagadou,Stuttgart,FRA,DF,24,21604,1361,8514,454,493,92.1,599,3,0,75,174,61.5
Jamie Leweling,Stuttgart,GER,"FW,MF",22,6491,599,1524,291,337,86.4,136,18,10,35,41,51.2
Josha Vagnoman,Stuttgart,GER,DF,22,7361,615,1690,306,340,90,168,5,1,33,31,64.5
Pascal Stenzel,Stuttgart,GER,DF,27,13536,824,3889,304,330,92.1,293,25,8,85,134,77.6
Anthony Rouault,Stuttgart,FRA,DF,22,13730,931,5543,406,435,93.3,344,5,1,68,90,67.8
Silas Katompa,Stuttgart,COD,"FW,MF",24,3355,279,617,93,112,83,96,15,0,25,24,45.8
Jeong Woo-yeong,Stuttgart,KOR,"MF,FW",23,3475,326,721,188,209,90,57,3,1,22,15,80
Leonidas Stergiou,Stuttgart,SUI,DF,21,4390,364,1434,185,203,91.1,107,7,5,17,21,42.9
Fabian Bredlow,Stuttgart,GER,GK,28,3385,179,2506,38,39,97.4,58,0,0,0,81,49.4
Mahmoud Dahoud,Stuttgart,GER,MF,27,3140,235,829,117,126,92.9,63,3,1,19,24,66.7
Lilian Egloff,Stuttgart,GER,"MF,DF",20,481,41,131,16,17,94.1,11,0,0,2,4,50
Wataru Endo,Stuttgart,JPN,MF,30,,,,,,,,,,,,
Roberto Massimo,Stuttgart,GER,"FW,DF",22,482,39,109,14,18,77.8,13,0,0,3,3,66.7
Borna Sosa,Stuttgart,CRO,"FW,DF",25,481,43,122,16,17,94.1,7,0,0,2,11,36.4
Jovan Milošević,Stuttgart,SRB,"FW,MF",18,87,13,17,4,5,80,2,0,0,1,1,0
Luca Raimund,Stuttgart,GER,"FW,MF",18,203,23,18,11,14,78.6,5,1,0,1,0,
Genki Haraguchi,Stuttgart,JPN,MF,32,205,18,53,8,9,88.9,5,0,0,3,3,33.3
Samuele Di Benedetto,Stuttgart,GER,MF,18,107,11,2,7,7,100,2,0,0,0,0,
Paulo Gazzaniga,Girona,ARG,GK,31,27525,1391,19971,281,282,99.6,548,2,0,0,544,47.8
Miguel Gutiérrez,Girona,ESP,DF,22,24623,1855,6547,860,916,93.9,590,56,19,146,146,65.8
Aleix García,Girona,ESP,MF,26,47017,2935,14261,1226,1293,94.8,945,27,8,294,518,64.5
Sávio,Girona,BRA,"FW,MF",19,11860,1064,2710,469,529,88.7,265,60,14,93,78,53.8
Daley Blind,Girona,NED,DF,33,39507,2585,15810,1059,1112,95.2,1083,26,3,209,236,58.1
Iván Martín,Girona,ESP,MF,24,22088,1628,4489,824,873,94.4,552,17,1,143,76,81.6
Eric García,Girona,ESP,DF,22,37231,2306,14739,810,866,93.5,1059,17,2,221,252,67.1
Artem Dovbyk,Girona,UKR,FW,26,3272,392,471,186,235,79.1,62,10,0,26,6,83.3
Yan Couto,Girona,BRA,"DF,FW",21,16640,1354,4090,566,644,87.9,406,34,17,97,117,53.8
Viktor Tsyhankov,Girona,UKR,"MF,FW",25,10334,920,2850,452,518,87.3,202,49,8,89,72,54.2
Yangel Herrera,Girona,VEN,MF,25,14545,1137,3393,553,608,91,320,15,7,92,88,67
David López,Girona,ESP,DF,33,26089,1582,8718,520,551,94.4,849,1,0,54,115,66.1
Arnau Martinez,Girona,ESP,DF,20,11819,834,3256,362,384,94.3,342,9,4,68,49,55.1
Portu,Girona,ESP,"MF,FW",31,3208,308,778,128,154,83.1,83,9,2,32,19,36.8
Cristhian Stuani,Girona,URU,FW,36,1007,115,130,53,68,77.9,21,1,0,5,5,40
Juanpe,Girona,ESP,DF,32,9290,550,3239,174,181,96.1,281,0,0,14,61,63.9
Valery Fernández,Girona,ESP,"MF,FW",23,2441,221,411,125,132,94.7,54,9,3,12,6,50
Pablo Torre,Girona,ESP,"MF,FW",20,5756,429,1588,193,218,88.5,126,17,0,65,40,67.5
Jhon Solis,Girona,COL,MF,18,2630,225,627,116,134,86.6,60,2,0,22,6,83.3
Juan Carlos,Girona,ESP,GK,35,,,,,,,,,,,,
Antal Yaakobishvili,Girona,HUN,DF,19,715,42,266,15,17,88.2,14,0,0,0,10,70
Bernardo Espinosa,Girona,COL,DF,34,141,8,46,3,3,100,4,0,0,0,1,0
Toni Fuidias,Girona,ESP,GK,22,,,,,,,,,,,,
Ibrahima Kebe,Girona,MLI,MF,22,67,8,10,3,6,50,2,0,0,0,0,
Iker Almena,Girona,ESP,FW,19,,,,,,,,,,,,
Jastin García,Girona,ESP,FW,19,84,11,47,5,7,71.4,2,1,0,2,0,
Toni Villa,Girona,ESP,FW,28,119,9,18,2,2,100,4,0,0,1,1,100
Silvi Clúa,Girona,ESP,MF,18,85,5,41,1,1,100,4,0,0,0,0,
Harry Kane,Bayern Munich,ENG,FW,30,12017,889,3645,274,341,80.4,228,47,6,146,154,66.9
Joshua Kimmich,Bayern Munich,GER,"MF,DF",28,51320,3218,14034,1130,1203,93.9,1315,67,19,316,475,60.2
Leroy Sané,Bayern Munich,GER,FW,27,16769,1438,3749,701,798,87.8,336,62,3,143,127,57.5
Leon Goretzka,Bayern Munich,GER,"MF,DF",28,34557,2288,9224,962,1037,92.8,929,30,2,218,179,72.6
Alphonso Davies,Bayern Munich,CAN,DF,22,27115,2113,6963,1051,1155,91,717,33,7,143,78,53.8
Manuel Neuer,Bayern Munich,GER,GK,37,26094,1222,16138,175,177,98.9,587,0,0,11,450,64.2
Jamal Musiala,Bayern Munich,GER,"MF,FW",20,12851,1130,3009,572,643,89,297,54,0,149,43,62.8
Kim Min-jae,Bayern Munich,KOR,DF,26,43804,2748,16802,1080,1128,95.7,1311,2,0,158,190,71.6
Konrad Laimer,Bayern Munich,AUT,"MF,DF",26,25885,1915,6644,890,970,91.8,713,32,7,164,76,69.7
Dayot Upamecano,Bayern Munich,FRA,DF,24,43437,2355,13325,658,700,94,1279,3,0,178,275,86.2
Thomas Müller,Bayern Munich,GER,MF,33,11086,987,2820,421,500,84.2,254,56,14,102,79,51.9
Noussair Mazraoui,Bayern Munich,MAR,DF,25,18075,1406,6105,722,775,93.2,450,24,4,142,67,65.7
Matthijs de Ligt,Bayern Munich,NED,DF,23,27466,1503,8693,382,402,95,886,1,1,115,167,73.1
Kingsley Coman,Bayern Munich,FRA,FW,27,11284,883,2213,392,452,86.7,265,52,11,93,71,54.9
Eric Dier,Bayern Munich,ENG,DF,29,27254,1541,10518,467,499,93.6,794,1,1,64,190,71.1
Raphaël Guerreiro,Bayern Munich,POR,"DF,FW",29,16230,1294,4988,675,739,91.3,366,32,10,120,75,61.3
Mathys Tel,Bayern Munich,FRA,"FW,MF",18,6418,479,1107,202,228,88.6,164,21,7,34,33,72.7
Aleksandar Pavlovic,Bayern Munich,GER,MF,19,18582,1154,4802,493,520,94.8,458,14,1,127,119,82.4
Sven Ulreich,Bayern Munich,GER,GK,34,9705,532,6561,119,120,99.2,246,0,0,0,163,46.6
Eric Maxim Choupo-Moting,Bayern Munich,CMR,"FW,MF",34,3319,299,689,159,174,91.4,63,8,2,21,14,78.6
Serge Gnabry,Bayern Munich,GER,FW,28,3214,277,527,139,153,90.8,75,15,0,25,16,50
Bouna Sarr,Bayern Munich,SEN,DF,31,1491,111,303,56,61,91.8,37,1,1,2,6,83.3
Frans Krätzig,Bayern Munich,GER,DF,20,827,59,206,27,29,93.1,23,1,0,7,3,66.7
Bryan Zaragoza,Bayern Munich,ESP,MF,22,995,82,250,35,41,85.4,19,6,2,9,12,50
Lovro Zvonarek,Bayern Munich,CRO,"FW,MF",18,766,60,123,20,23,87,25,1,0,7,2,100
Sacha Boey,Bayern Munich,FRA,DF,22,745,69,210,41,47,87.2,15,0,0,5,2,50
Daniel Peretz,Bayern Munich,ISR,GK,23,231,17,106,3,3,100,8,0,0,0,6,16.7
Benjamin Pavard,Bayern Munich,FRA,DF,27,,,,,,,,,,,,
Taichi Fukui,Bayern Munich,JPN,MF,19,,,,,,,,,,,,
Matteo Perez Vinlöf,Bayern Munich,SWE,FW,17,156,13,22,7,7,100,4,0,0,0,1,0
Ryan Gravenberch,Bayern Munich,NED,FW,21,83,7,25,2,2,100,3,0,0,1,0,
Jonathan Asp Jensen,Bayern Munich,DEN,FW,17,0,0,0,0,0,,0,0,0,0,0,
Jan Oblak,Atlético Madrid,SVN,GK,30,25917,1304,18823,165,165,100,523,0,0,0,600,46.8
Axel Witsel,Atlético Madrid,BEL,"DF,MF",34,38770,2399,14737,948,1001,94.7,1078,1,0,117,195,79.5
Antoine Griezmann,Atlético Madrid,FRA,"FW,MF",32,23299,1895,6144,817,918,89,443,55,5,185,251,55.8
Mario Hermoso,Atlético Madrid,ESP,DF,28,40004,2679,13976,1127,1202,93.8,911,24,9,226,359,58.8
Koke,Atlético Madrid,ESP,MF,31,42802,2935,13408,1376,1445,95.2,937,39,2,258,319,71.5
Marcos Llorente,Atlético Madrid,ESP,"MF,DF",28,17457,1548,4654,747,822,90.9,393,47,14,135,98,48
Rodrigo De Paul,Atlético Madrid,ARG,MF,29,27160,1960,8260,824,899,91.7,569,75,7,240,264,67
Nahuel Molina,Atlético Madrid,ARG,DF,25,21891,1931,7802,835,940,88.8,450,42,17,108,229,41.9
Samuel Lino,Atlético Madrid,BRA,DF,23,14586,1271,3095,652,729,89.4,302,44,3,98,76,63.2
Álvaro Morata,Atlético Madrid,ESP,FW,30,5324,542,919,238,299,79.6,97,7,2,26,41,61
Stefan Savić,Atlético Madrid,MNE,DF,32,19164,1278,7842,443,475,93.3,530,7,2,81,176,48.9
José María Giménez,Atlético Madrid,URU,DF,28,16532,908,6563,225,250,90,441,1,0,30,161,70.2
Saúl Ñíguez,Atlético Madrid,ESP,MF,28,10033,902,2323,445,506,87.9,219,12,5,46,54,51.9
Ángel Correa,Atlético Madrid,ARG,"FW,MF",28,6141,636,1433,310,369,84,108,30,3,82,55,41.8
Rodrigo Riquelme,Atlético Madrid,ESP,DF,23,8707,835,2541,409,469,87.2,165,34,10,62,69,46.4
Pablo Barrios,Atlético Madrid,ESP,MF,20,14305,1054,4348,456,511,89.2,351,22,3,113,89,69.7
César Azpilicueta,Atlético Madrid,ESP,DF,33,15476,1209,6087,561,593,94.6,371,17,2,87,126,46
Memphis,Atlético Madrid,NED,FW,29,3482,314,881,147,178,82.6,62,12,2,36,28,67.9
Reinildo Mandava,Atlético Madrid,MOZ,DF,29,5501,430,2123,196,217,90.3,145,3,1,37,30,50
Gabriel Paulista,Atlético Madrid,BRA,DF,32,4592,274,2040,77,82,93.9,145,0,0,7,30,56.7
Javi Galán,Atlético Madrid,ESP,DF,28,1078,93,242,38,47,80.9,30,3,2,4,8,25
Yannick Carrasco,Atlético Madrid,BEL,DF,29,1021,88,236,42,49,85.7,13,3,1,6,12,66.7
Çağlar Söyüncü,Atlético Madrid,TUR,DF,27,2136,136,692,52,54,96.3,65,1,0,6,10,50
Thomas Lemar,Atlético Madrid,FRA,MF,27,1019,84,285,41,46,89.1,25,1,0,13,6,33.3
Arthur Vermeeren,Atlético Madrid,BEL,MF,18,1109,91,180,42,47,89.4,29,2,0,7,5,20
Salim El Jebari,Atlético Madrid,MAR,MF,19,30,4,3,3,3,100,0,0,0,0,0,
Abdellah Raihani,Atlético Madrid,MAR,FW,19,0,0,0,0,0,,0,0,0,0,0,
Ilias Kostis,Atlético Madrid,GRE,FW,20,0,0,0,0,0,,0,0,0,0,0,
Theo Hernández,Milan,FRA,DF,25,34929,2652,11834,1209,1297,93.2,855,54,18,223,236,54.7
Tijjani Reijnders,Milan,NED,MF,25,31614,2175,8175,937,998,93.9,844,47,8,250,167,74.3
Mike Maignan,Milan,FRA,GK,28,33537,1584,22369,271,272,99.6,720,3,0,1,567,59.4
Christian Pulisic,Milan,USA,FW,24,16405,1443,3660,627,721,87,388,51,21,115,104,51.9
Rafael Leão,Milan,POR,FW,24,15819,1324,4019,508,624,81.4,372,78,25,140,134,56.7
Olivier Giroud,Milan,FRA,FW,36,5457,662,959,309,416,74.3,96,9,0,37,15,66.7
Davide Calabria,Milan,ITA,DF,26,28197,1935,8229,750,828,90.6,753,30,16,176,200,63
Ruben Loftus-Cheek,Milan,ENG,MF,27,11074,954,2338,482,536,89.9,249,22,2,104,44,68.2
Fikayo Tomori,Milan,ENG,DF,25,34040,2102,12515,737,787,93.6,1026,1,1,92,189,66.1
Yunus Musah,Milan,USA,MF,20,11819,925,2879,433,471,91.9,300,18,5,90,52,63.5
Malick Thiaw,Milan,GER,DF,21,26456,1498,8178,461,488,94.5,791,4,0,98,155,75.5
Alessandro Florenzi,Milan,ITA,DF,32,24567,1581,8805,524,559,93.7,563,32,13,131,313,58.1
Yacine Adli,Milan,FRA,MF,23,25147,1610,8167,605,664,91.1,610,22,9,157,224,66.5
Matteo Gabbia,Milan,ITA,DF,23,23827,1337,6952,356,384,92.7,725,2,0,68,164,75.6
Simon Kjær,Milan,DEN,DF,34,18024,1064,6234,309,329,93.9,541,2,0,62,135,60.7
Samuel Chukwueze,Milan,NGA,FW,24,6781,529,1641,197,244,80.7,171,29,2,63,48,58.3
